선수,연도,팀,연봉,WAR
송준석,2021,삼성,"4,000",0.103
권정웅,2021,삼성,"4,000",-0.020
노건우,2021,삼성,"4,000",0.210
최선호,2021,삼성,"3,800",
김윤수,2021,삼성,"3,700",-0.327
이성곤,2021,삼성,"3,500",
안주형,2021,삼성,"3,300",0.003
양우현,2021,삼성,"3,300",
이상민,2021,삼성,"3,200",0.131
박승규,2021,삼성,"3,200",0.171
김응민,2021,삼성,"3,200",-0.058
한연욱,2021,삼성,"3,200",
김준우,2021,삼성,"3,100",
홍원표,2021,삼성,"3,100",
김경민,2021,삼성,"3,100",
김동진,2021,삼성,"3,000",
주한울,2021,삼성,"3,000",
조경원,2021,삼성,"3,000",
박세웅,2021,삼성,"3,000",-0.114
김세민,2021,삼성,"3,000",
김결의,2021,삼성,"3,000",
이현동,2021,삼성,"3,000",
오현석,2021,삼성,"3,000",
이재희,2021,삼성,"3,000",0.163
이기용,2021,삼성,"3,000",
홍정우,2021,삼성,"3,000",0.310
봉민호,2021,삼성,"3,000",
홍승원,2021,삼성,"3,000",
이승현,2021,삼성,"3,000",-0.448
김현준,2021,삼성,"3,000",-0.072
김태수,2021,삼성,"3,000",
이창용,2021,삼성,"3,000",
홍무원,2021,삼성,"3,000",
김성윤,2021,삼성,"2,900",-0.479
김성표,2021,삼성,"2,800",0.208
이재익,2021,삼성,"2,800",0.069
구준범,2021,삼성,"2,800",-0.270
허윤동,2021,삼성,"2,700",-0.255
황동재,2021,삼성,"2,700",
이해승,2021,삼성,"2,700",
이태훈,2021,삼성,"2,700",-0.049
이승민,2021,삼성,"2,700",-0.883
이수민,2021,삼성,"2,700",
박주혁,2021,삼성,"2,700",
김지찬,2021,삼성,"2,700",0.787
김재환,2021,두산,"65,000",3.823
김재호,2021,두산,"65,000",0.116
미란다,2021,두산,"55,000",7.086
로켓,2021,두산,"49,300",4.096
허경민,2021,두산,"48,000",1.349
박건우,2021,두산,"45,000",4.509
이현승,2021,두산,"40,000",0.974
페르난데스,2021,두산,"40,000",2.880
정수빈,2021,두산,"34,000",1.425
오재원,2021,두산,"30,000",-0.548
장원준,2021,두산,"30,000",-0.253
유희관,2021,두산,"30,000",-1.485
이영하,2021,두산,"27,000",-0.280
박세혁,2021,두산,"23,200",0.334
윤명준,2021,두산,"21,000",0.171
양석환,2021,두산,"21,000",3.045
김강률,2021,두산,"15,000",2.492
이형범,2021,두산,"14,200",-0.040
정진호,2021,두산,"12,000",
박치국,2021,두산,"8,000",0.338
최원준,2021,두산,"5,900",4.133
김민규,2021,두산,"5,500",-0.228
박계범,2021,두산,"5,500",1.843
홍건희,2021,두산,"5,300",2.915
김명신,2021,두산,"5,200",0.574
김인태,2021,두산,"5,000",2.626
국해성,2021,두산,"5,000",-0.091
강승호,2021,두산,"5,000",1.165
신성현,2021,두산,"4,800",-0.181
이승진,2021,두산,"4,700",0.728
조수행,2021,두산,"4,500",1.471
백동훈,2021,두산,"3,600",-0.100
곽빈,2021,두산,"3,500",1.336
장승현,2021,두산,"3,500",0.718
김민혁,2021,두산,"3,400",-0.073
고봉재,2021,두산,"3,300",-0.120
서예일,2021,두산,"3,200",-0.057
황경태,2021,두산,"3,100",-0.014
이주엽,2021,두산,"3,100",
박지훈,2021,두산,"3,100",0.084
조제영,2021,두산,"3,100",-0.377
이상연,2021,두산,"3,000",
장규빈,2021,두산,"3,000",
최종인,2021,두산,"3,000",
임태윤,2021,두산,"3,000",
최승용,2021,두산,"3,000",0.108
장빈,2021,두산,"3,000",
정우석,2021,두산,"3,000",
이민혁,2021,두산,"3,000",
강원진,2021,두산,"3,000",
백민규,2021,두산,"3,000",
박성재,2021,두산,"3,000",0.004
박성모,2021,두산,"3,000",
김주완,2021,두산,"3,000",
김도경,2021,두산,"3,000",
김동주,2021,두산,"3,000",
김도윤,2021,두산,"3,000",0.040
강현구,2021,두산,"3,000",
백종수,2021,두산,"3,000",
신창희,2021,두산,"3,000",
지윤,2021,두산,"3,000",
오세훈,2021,두산,"3,000",
안재석,2021,두산,"3,000",0.295
안찬호,2021,두산,"3,000",
양현진,2021,두산,"3,000",
박종기,2021,두산,"2,900",-0.227
최용제,2021,두산,"2,800",0.464
남호,2021,두산,"2,700",-0.114
이동원,2021,두산,"2,700",
권민석,2021,두산,"2,700",-0.052
권휘,2021,두산,"2,700",0.595
안권수,2021,두산,"2,700",-0.053
박웅,2021,두산,"2,700",0.045
김문수,2021,두산,"2,700",
최세창,2021,두산,"2,700",0.055
문대원,2021,두산,"2,700",0.000
오명진,2021,두산,"2,700",-0.140
이교훈,2021,두산,"2,700",-0.210
김현수,2021,LG,"130,000",3.129
차우찬,2021,LG,"100,000",-0.077
켈리,2021,LG,"90,000",4.962
오지환,2021,LG,"60,000",3.654
라모스,2021,LG,"60,000",0.576
수아레즈,2021,LG,"40,000",4.435
김민성,2021,LG,"40,000",1.619
채은성,2021,LG,"32,000",2.773
모창민,2021,LG,"30,000",
보어,2021,LG,"30,000",-0.475
이천웅,2021,LG,"28,000",0.135
송은범,2021,LG,"27,000",0.431
진해수,2021,LG,"25,000",0.893
유강남,2021,LG,"23,000",2.135
고우석,2021,LG,"22,000",3.129
함덕주,2021,LG,"21,000",0.197
이형종,2021,LG,"20,000",0.791
임찬규,2021,LG,"13,500",1.375
정찬헌,2021,LG,"13,000",
정주현,2021,LG,"12,500",0.519
김지용,2021,LG,"11,000",0.165
임정우,2021,LG,"10,500",
고효준,2021,LG,"10,000",0.040
김용의,2021,LG,"10,000",0.024
이상호,2021,LG,"10,000",0.214
이성우,2021,LG,"8,000",-0.203
정우영,2021,LG,"8,000",3.208
이우찬,2021,LG,"7,500",-0.281
최동환,2021,LG,"7,000",-0.164
배재준,2021,LG,"5,700",0.303
신민재,2021,LG,"5,000",0.006
최성훈,2021,LG,"4,700",0.918
김대유,2021,LG,"4,500",2.085
구본혁,2021,LG,"4,000",-0.076
홍창기,2021,LG,"3,800",6.318
박재욱,2021,LG,"3,500",
장준원,2021,LG,"3,400",-0.108
백승현,2021,LG,"3,400",0.611
손주영,2021,LG,"3,300",-0.630
한선태,2021,LG,"3,200",
최민창,2021,LG,"3,100",-0.025
김재성,2021,LG,"3,100",-0.212
이상영,2021,LG,"3,100",0.289
김주성,2021,LG,"3,100",-0.025
문성주,2021,LG,"3,100",0.076
하영진,2021,LG,"3,000",
최우혁,2021,LG,"3,000",
김유민,2021,LG,"3,000",
임지섭,2021,LG,"3,000",
함창건,2021,LG,"3,000",
조건희,2021,LG,"3,000",
조용근,2021,LG,"3,000",
강효종,2021,LG,"3,000",
송승기,2021,LG,"3,000",
박민호,2021,LG,"3,000",
류원석,2021,LG,"3,000",0.003
강민,2021,LG,"3,000",
김형욱,2021,LG,"3,000",
김진수,2021,LG,"3,000",0.032
김지용,2021,LG,"3,000",0.165
김대현,2021,LG,"3,000",
김기연,2021,LG,"3,000",
오석주,2021,LG,"3,000",-0.034
이정우,2021,LG,"3,000",
이주형,2021,LG,"3,000",-0.061
이믿음,2021,LG,"3,000",
이영빈,2021,LG,"3,000",0.217
이상규,2021,LG,"2,900",-0.103
채지선,2021,LG,"2,800",0.237
한석현,2021,LG,"2,700",0.097
김윤식,2021,LG,"2,700",0.533
이동규,2021,LG,"2,700",
이민호,2021,LG,"2,700",1.346
이정용,2021,LG,"2,700",1.876
임준형,2021,LG,"2,700",0.646
이재원,2021,LG,"2,700",0.658
김호은,2021,LG,"2,700",-0.239
문보경,2021,LG,"2,700",1.852
손호영,2021,LG,"2,700",-0.224
이찬혁,2021,LG,"2,700",-0.057
이대호,2021,롯데,"250,000",1.107
손아섭,2021,롯데,"200,000",2.686
스트레일리,2021,롯데,"90,000",3.021
스트레일리,2021,롯데,"50,000",3.021
전준우,2021,롯데,"50,000",4.293
마차도,2021,롯데,"50,000",3.252
안치홍,2021,롯데,"29,000",2.786
프랑코,2021,롯데,"24,500",0.758
노경은,2021,롯데,"20,000",-0.800
진명호,2021,롯데,"12,500",0.253
박세웅,2021,롯데,"11,000",4.010
김원중,2021,롯데,"10,000",2.256
구승민,2021,롯데,"8,000",1.268
오현택,2021,롯데,"7,500",-0.118
정훈,2021,롯데,"6,400",2.505
김유영,2021,롯데,"6,200",-0.174
김건국,2021,롯데,"6,000",-0.005
지시완,2021,롯데,"5,700",0.913
이병규,2021,롯데,"5,500",0.119
강로한,2021,롯데,"5,300",-0.146
송승준,2021,롯데,"5,000",
한동희,2021,롯데,"4,700",3.052
서준원,2021,롯데,"4,600",-0.651
나균안,2021,롯데,"4,300",-0.220
나종덕,2021,롯데,"4,300",
오윤석,2021,롯데,"4,000",0.157
김준태,2021,롯데,"3,800",
강동호,2021,롯데,"3,500",0.003
한승혁,2021,롯데,"3,400",-0.192
최영환,2021,롯데,"3,400",-0.048
배성근,2021,롯데,"3,200",-0.327
박명현,2021,롯데,"3,200",
박영완,2021,롯데,"3,200",
홍민기,2021,롯데,"3,100",-0.038
엄태호,2021,롯데,"3,100",
우강훈,2021,롯데,"3,000",
이인복,2021,롯데,"3,000",1.311
정우준,2021,롯데,"3,000",-0.103
최우인,2021,롯데,"3,000",
장두성,2021,롯데,"3,000",-0.071
홍지훈,2021,롯데,"3,000",
이병준,2021,롯데,"3,000",
김진욱,2021,롯데,"3,000",0.130
김정주,2021,롯데,"3,000",
김창훈,2021,롯데,"3,000",-0.198
나승엽,2021,롯데,"3,000",-0.249
김민수,2021,롯데,"3,000",0.069
김동우,2021,롯데,"3,000",-0.147
나원탁,2021,롯데,"3,000",-0.059
김동규,2021,롯데,"3,000",
박재민,2021,롯데,"3,000",-0.169
손성빈,2021,롯데,"3,000",0.159
권동현,2021,롯데,"3,000",
김도규,2021,롯데,"3,000",0.101
송재영,2021,롯데,"3,000",-0.928
김주현,2021,롯데,"3,000",-0.051
김대우,2021,롯데,"2,900",0.122
김재유,2021,롯데,"2,900",0.702
신용수,2021,롯데,"2,900",-0.360
정보근,2021,롯데,"2,900",0.018
최민재,2021,롯데,"2,800",-0.364
윤성빈,2021,롯데,"2,800",0.042
김강현,2021,롯데,"2,700",
박종무,2021,롯데,"2,700",
이승헌,2021,롯데,"2,700",-0.002
추재현,2021,롯데,"2,700",0.785
최준용,2021,롯데,"2,700",1.944
최종은,2021,롯데,"2,700",0.017
이주찬,2021,롯데,"2,700",-0.167
이호연,2021,롯데,"2,700",-0.032
강태율,2021,롯데,"2,700",-0.321
정우람,2021,한화,"80,000",-0.303
킹험,2021,한화,"50,000",
힐리,2021,한화,"50,000",0.962
이성열,2021,한화,"40,000",-0.226
페레즈,2021,한화,"30,000",0.779
카펜터,2021,한화,"30,000",2.014
노수광,2021,한화,"21,000",0.435
최재훈,2021,한화,"20,000",3.896
하주석,2021,한화,"14,000",3.539
정은원,2021,한화,"12,000",5.199
신정락,2021,한화,"12,000",-1.081
장민재,2021,한화,"11,000",0.320
장시환,2021,한화,"11,000",-1.381
오선진,2021,한화,"10,500",
임준섭,2021,한화,"8,800",-0.684
김진영,2021,한화,"7,900",0.345
강경학,2021,한화,"7,800",-0.310
김범수,2021,한화,"6,500",0.053
이해창,2021,한화,"5,500",-0.424
김민하,2021,한화,"4,500",0.416
김민우,2021,한화,"4,200",2.931
김진욱,2021,한화,"3,900",
김종수,2021,한화,"3,800",0.114
장운호,2021,한화,"3,800",-0.264
서균,2021,한화,"3,700",-0.089
김이환,2021,한화,"3,700",
문동욱,2021,한화,"3,600",0.055
최인호,2021,한화,"3,400",0.311
조한민,2021,한화,"3,400",0.146
노태형,2021,한화,"3,400",-0.624
오동욱,2021,한화,"3,300",-0.004
이시원,2021,한화,"3,300",-0.166
노시환,2021,한화,"3,300",3.405
장웅정,2021,한화,"3,300",-0.130
주현상,2021,한화,"3,300",1.041
정기훈,2021,한화,"3,200",
유장혁,2021,한화,"3,200",-0.791
박한결,2021,한화,"3,100",
김지수,2021,한화,"3,100",-0.256
호세,로사도,2021,한화,"3,000"
김태욱,2021,한화,"3,000",
장지승,2021,한화,"3,000",-0.484
김승일,2021,한화,"3,000",
김병현,2021,한화,"3,000",
정인욱,2021,한화,"3,000",-0.022
조은,2021,한화,"3,000",
김기중,2021,한화,"3,000",0.327
조현진,2021,한화,"3,000",
박준범,2021,한화,"3,000",
배동현,2021,한화,"3,000",0.232
김규연,2021,한화,"3,000",
권용우,2021,한화,"3,000",
정민규,2021,한화,"3,000",-0.305
강상원,2021,한화,"3,000",-0.347
송호정,2021,한화,"3,000",-0.285
장규현,2021,한화,"3,000",-0.038
안창호,2021,한화,"3,000",
문승진,2021,한화,"3,000",
이도윤,2021,한화,"3,000",-0.377
대럴,케네디,2021,한화,"3,000"
이승관,2021,한화,"3,000",-1.042
안진,2021,한화,"3,000",
이종완,2021,한화,"3,000",
이준기,2021,한화,"3,000",
이충호,2021,한화,"2,900",-0.431
황영국,2021,한화,"2,900",-0.058
윤호솔,2021,한화,"2,900",0.267
박상언,2021,한화,"2,800",-0.024
윤대경,2021,한화,"2,800",1.504
김기탁,2021,한화,"2,700",-0.205
허관회,2021,한화,"2,700",-0.278
한승주,2021,한화,"2,700",
송윤준,2021,한화,"2,700",0.240
김건,2021,한화,"2,700",-0.169
박정현,2021,한화,"2,700",-0.335
최이경,2021,한화,"2,700",
임종찬,2021,한화,"2,700",-1.551
신지후,2021,한화,"2,700",-0.092
남지민,2021,한화,"2,700",-0.128
강재민,2021,한화,"2,700",3.118
수베로,2021,한화,0,
박병호,2021,넥센,"200,000",
브리검,2021,넥센,"90,000",
프레이타스,2021,넥센,"55,000",
요키시,2021,넥센,"55,000",
스미스,2021,넥센,"50,000",
이용규,2021,넥센,"40,000",
이정후,2021,넥센,"39,000",
크레익,2021,넥센,"37,100",
최원태,2021,넥센,"37,000",
서건창,2021,넥센,"35,000",
조상우,2021,넥센,"33,000",
이지영,2021,넥센,"30,000",
한현희,2021,넥센,"29,000",
박동원,2021,넥센,"22,500",
오주원,2021,넥센,"20,000",
김혜성,2021,넥센,"10,000",
양현,2021,넥센,"9,000",
이승호,2021,넥센,"8,500",
김태훈,2021,넥센,"8,000",
허정협,2021,넥센,"7,000",
김재현,2021,넥센,"7,000",
김성민,2021,넥센,"6,000",
이영준,2021,넥센,"5,500",
안우진,2021,넥센,"4,800",
박준태,2021,넥센,"4,500",
조성운,2021,넥센,"4,500",
임규빈,2021,넥센,"4,500",
주효상,2021,넥센,"4,300",
박정음,2021,넥센,"4,300",
문성현,2021,넥센,"4,200",
김선기,2021,넥센,"4,200",
박주현,2021,넥센,"4,000",
김웅빈,2021,넥센,"3,700",
김정인,2021,넥센,"3,200",
김정후,2021,넥센,"3,200",
이주형,2021,넥센,"3,000",
이재홍,2021,넥센,"3,000",
김시앙,2021,넥센,"3,000",
이병규,2021,넥센,"3,000",
김준형,2021,넥센,"3,000",
장재영,2021,넥센,"3,000",
정연제,2021,넥센,"3,000",
조범준,2021,넥센,"3,000",
김신회,2021,넥센,"3,000",
박동혁,2021,넥센,"3,000",
차재용,2021,넥센,"3,000",
최규보,2021,넥센,"3,000",
김병휘,2021,넥센,"3,000",
김성진,2021,넥센,"3,000",
김휘집,2021,넥센,"3,000",
김현우,2021,넥센,"3,000",
오윤성,2021,넥센,"3,000",
김은성,2021,넥센,"3,000",
문찬종,2021,넥센,"3,000",
양경식,2021,넥센,"3,000",
전병우,2021,넥센,"2,900",
김대한,2021,넥센,"2,700",
김동혁,2021,넥센,"2,700",
김동욱,2021,넥센,"2,700",
박관진,2021,넥센,"2,700",
조영건,2021,넥센,"2,700",
김주형,2021,넥센,"2,700",
박성우,2021,넥센,"2,700",
박주성,2021,넥센,"2,700",
정재원,2021,넥센,"2,700",
박주홍,2021,넥센,"2,700",
이명기,2021,넥센,"2,700",
양지율,2021,넥센,"2,700",
김수환,2021,넥센,"2,700",
윤정현,2021,넥센,"2,700",
이종민,2021,넥센,"2,700",
신준우,2021,넥센,"2,700",
김인범,2021,넥센,"2,700",
김재웅,2021,넥센,"2,700",
임지열,2021,넥센,"2,700",
변상권,2021,넥센,"2,700",
박준형,2021,넥센,"2,700",
박승주,2021,넥센,"2,700",
양의지,2021,NC,"200,000",5.721
알테어,2021,NC,"110,000",4.897
루친스키,2021,NC,"100,000",4.483
박석민,2021,NC,"70,000",1.514
박민우,2021,NC,"52,000",0.816
나성범,2021,NC,"50,000",4.065
파슨스,2021,NC,"32,000",3.714
이재학,2021,NC,"27,500",0.526
원종현,2021,NC,"26,000",0.911
이명기,2021,NC,"24,000",0.959
김태군,2021,NC,"20,000",0.757
구창모,2021,NC,"18,000",
임창민,2021,NC,"16,000",0.388
김진성,2021,NC,"16,000",-1.070
강윤구,2021,NC,"15,500",
노진혁,2021,NC,"14,000",3.172
권희동,2021,NC,"13,500",1.395
문경찬,2021,NC,"11,500",0.130
이용준,2021,NC,"10,000",-0.128
홍성민,2021,NC,"10,000",0.949
최금강,2021,NC,"10,000",0.405
지석훈,2021,NC,"10,000",0.041
임정호,2021,NC,"9,200",0.268
김건태,2021,NC,"9,000",0.050
김준완,2021,NC,"8,000",-0.018
이원재,2021,NC,"6,600",-0.521
김영규,2021,NC,"6,300",0.322
정범모,2021,NC,"5,500",0.058
전민수,2021,NC,"5,000",-0.005
손정욱,2021,NC,"4,600",-0.019
강진성,2021,NC,"3,800",-0.259
강동연,2021,NC,"3,400",-0.372
최정원,2021,NC,"3,300",0.797
도태훈,2021,NC,"3,200",-0.231
소이현,2021,NC,"3,100",-0.209
윤수강,2021,NC,"3,100",
배민서,2021,NC,"3,100",0.302
이재율,2021,NC,"3,100",-0.042
김정호,2021,NC,"3,000",
김주원,2021,NC,"3,000",0.653
이호중,2021,NC,"3,000",
김재중,2021,NC,"3,000",
이재용,2021,NC,"3,000",
김영중,2021,NC,"3,000",
임형원,2021,NC,"3,000",
김범준,2021,NC,"3,000",
이종준,2021,NC,"3,000",
한재환,2021,NC,"3,000",
한재승,2021,NC,"3,000",
최승민,2021,NC,"3,000",-0.284
최보성,2021,NC,"3,000",-0.154
권법수,2021,NC,"3,000",
천재환,2021,NC,"3,000",
조성현,2021,NC,"3,000",
김준상,2021,NC,"3,000",
김민수,2021,NC,"3,000",-0.144
박지한,2021,NC,"3,000",
김철호,2021,NC,"3,000",
박정수,2021,NC,"3,000",
오장한,2021,NC,"3,000",0.008
오태양,2021,NC,"3,000",-0.024
박시원,2021,NC,"3,000",-0.024
윤형준,2021,NC,"3,000",-0.030
이도현,2021,NC,"3,000",
김진우,2021,NC,"3,000",
이승헌,2021,NC,"3,000",-0.064
강태경,2021,NC,"2,700",0.006
박준영,2021,NC,"2,700",0.516
김태현,2021,NC,"2,700",-0.179
김태경,2021,NC,"2,700",0.127
송명기,2021,NC,"2,700",0.102
신민혁,2021,NC,"2,700",2.646
안인산,2021,NC,"2,700",0.011
김기환,2021,NC,"2,700",0.044
정구범,2021,NC,"2,700",
김진호,2021,NC,"2,700",-0.188
류진욱,2021,NC,"2,700",1.152
노시훈,2021,NC,"2,700",0.082
황재균,2021,kt,"120,000",2.406
호잉,2021,kt,"80,000",1.394
쿠에바스,2021,kt,"60,000",1.943
알몬테,2021,kt,"52,500",0.420
유한준,2021,kt,"50,000",1.793
데스파이네,2021,kt,"45,000",4.012
박경수,2021,kt,"40,000",0.459
안영명,2021,kt,"35,000",0.514
강백호,2021,kt,"21,000",5.750
이보근,2021,kt,"20,000",-0.879
주권,2021,kt,"15,000",1.375
장성우,2021,kt,"13,500",1.630
심우준,2021,kt,"13,000",1.989
신본기,2021,kt,"12,500",0.528
김재윤,2021,kt,"12,000",3.077
고영표,2021,kt,"12,000",5.238
배제성,2021,kt,"11,000",2.550
전유수,2021,kt,"10,000",0.088
김민혁,2021,kt,"9,000",0.918
박승욱,2021,kt,"8,000",-0.047
유원상,2021,kt,"8,000",-0.123
심재민,2021,kt,"8,000",1.165
박시영,2021,kt,"7,900",1.231
이홍구,2021,kt,"7,000",-0.399
조용호,2021,kt,"7,000",0.420
김민수,2021,kt,"6,500",1.178
허도환,2021,kt,"6,500",0.372
이대은,2021,kt,"5,000",0.544
배정대,2021,kt,"4,800",3.569
송민섭,2021,kt,"4,700",1.124
하준호,2021,kt,"4,500",-0.109
이창재,2021,kt,"4,200",0.685
강민국,2021,kt,"4,000",-0.074
문상철,2021,kt,"4,000",-0.089
안승한,2021,kt,"3,700",
류희운,2021,kt,"3,500",
이종혁,2021,kt,"3,400",
이정현,2021,kt,"3,300",-0.187
강민성,2021,kt,"3,300",
안현준,2021,kt,"3,200",
이상동,2021,kt,"3,200",-0.169
김성훈,2021,kt,"3,200",
김만수,2021,kt,"3,100",
이선우,2021,kt,"3,000",
정주원,2021,kt,"3,000",
정주후,2021,kt,"3,000",
지명성,2021,kt,"3,000",0.093
한승지,2021,kt,"3,000",
조한욱,2021,kt,"3,000",
조현우,2021,kt,"3,000",0.884
한차현,2021,kt,"3,000",-0.222
최성민,2021,kt,"3,000",
김병희,2021,kt,"3,000",1.035
김영현,2021,kt,"3,000",
김민서,2021,kt,"3,000",
김도현,2021,kt,"3,000",
김건형,2021,kt,"3,000",-0.011
박민석,2021,kt,"3,000",
권동진,2021,kt,"3,000",0.332
윤세훈,2021,kt,"3,000",
신범준,2021,kt,"3,000",
박준호,2021,kt,"3,000",
유준규,2021,kt,"3,000",
강현우,2021,kt,"3,000",
홍현빈,2021,kt,"2,900",-0.220
김태훈,2021,kt,"2,900",-0.444
문상인,2021,kt,"2,800",
최태성,2021,kt,"2,700",
천성호,2021,kt,"2,700",0.149
김대현,2021,kt,"2,700",
고영찬,2021,kt,"2,700",
김성균,2021,kt,"2,700",
윤준혁,2021,kt,"2,700",
윤종휘,2021,kt,"2,700",
소형준,2021,kt,"2,700",1.023
백선기,2021,kt,"2,700",
박규민,2021,kt,"2,700",
문상준,2021,kt,"2,700",
조대현,2021,kt,"2,700",
조병욱,2021,kt,"2,700",
이강준,2021,kt,"2,700",
김종성,2021,kt,"2,700",
전진영,2021,kt,"2,700",
