선수,연도,팀,연봉,WAR
이동현,2019,LG,"10,000",0.201
류제국,2019,LG,"10,000",0.591
윤진호,2019,LG,"6,000",-0.311
서상우,2019,LG,"5,300",-0.087
심수창,2019,LG,"5,000",-0.043
김재율,2019,LG,"4,800",-0.171
장시윤,2019,LG,"3,800",
김영준,2019,LG,"3,700",
임지섭,2019,LG,"3,500",0.015
윤형준,2019,LG,"3,300",
양원혁,2019,LG,"3,200",0.000
김태형,2019,LG,"2,900",
성동현,2019,LG,"2,800",
김기연,2019,LG,"2,800",
최현준,2019,LG,"2,700",
전준호,2019,LG,"2,700",-0.085
남호,2019,LG,"2,700",
임준형,2019,LG,"2,700",
이지강,2019,LG,"2,700",
이강욱,2019,LG,"2,700",
문보경,2019,LG,"2,700",
강정현,2019,LG,"2,700",0.153
레일리,2019,롯데,"117,000",4.080
톰슨,2019,롯데,"76,000",0.824
다익손,2019,롯데,"60,000",
아수아헤,2019,롯데,"55,100",0.873
윤길현,2019,롯데,"50,000",-0.781
윌슨,2019,롯데,"40,000",1.474
양상문,2019,롯데,"30,000",
문규현,2019,롯데,"18,000",-0.344
배영수,2019,롯데,"10,000",
고효준,2019,롯데,"9,000",0.703
나경민,2019,롯데,"5,500",-0.036
안중열,2019,롯데,"5,100",-0.307
박근홍,2019,롯데,"5,000",-0.022
황진수,2019,롯데,"4,000",-0.009
김사훈,2019,롯데,"3,900",-0.015
정성종,2019,롯데,"3,700",0.166
조홍석,2019,롯데,"3,600",-0.431
조무근,2019,롯데,"3,500",0.304
강민성,2019,롯데,"2,700",
김민수,2019,롯데,"2,700",-0.109
조현수,2019,롯데,"2,700",
이찬건,2019,롯데,"2,700",
박영완,2019,롯데,"2,700",
오윤석,2019,롯데,"2,700",-1.115
오영욱,2019,롯데,"2,700",
박용욱,2019,롯데,"2,700",
박진,2019,롯데,"2,700",-0.021
이재욱,2019,롯데,0,
정준혁,2019,롯데,0,-0.069
송창현,2019,롯데,0,
김재영,2019,한화,"7,100",-0.505
최윤석,2019,한화,"4,200",-0.026
김성훈,2019,한화,"3,600",0.163
김태연,2019,한화,"3,200",0.061
윤승열,2019,한화,"3,100",
김창혁,2019,한화,"3,000",-0.051
김인환,2019,한화,"3,000",-0.432
박준혁,2019,한화,"3,000",-0.085
이충호,2019,한화,"2,900",-0.160
이창열,2019,한화,"2,900",-0.053
정이황,2019,한화,"2,700",
이원석,2019,한화,"2,700",-0.102
김민기,2019,한화,"2,700",
문재현,2019,한화,"2,700",
김현우,2019,한화,"2,700",
허관회,2019,한화,"2,700",
이청현,2019,한화,0,
박정진,2019,한화,0,
샌즈,2019,넥센,"50,000",
송성문,2019,넥센,"7,500",
김지수,2019,넥센,"5,000",
하영민,2019,넥센,"4,500",
손동욱,2019,넥센,"2,800",
김종덕,2019,넥센,"2,700",
이찬석,2019,넥센,"2,700",
김종덕,2019,넥센,"2,700",
서의태,2019,넥센,"2,700",
예진원,2019,넥센,"2,700",
김인범,2019,넥센,"2,700",
김준연,2019,넥센,"2,400",
박성민,2019,넥센,0,
김상현,2019,넥센,0,
버틀러,2019,NC,"80,000",0.044
손시헌,2019,NC,"50,000",0.523
베탄코트,2019,NC,"50,000",0.051
스몰린스키,2019,NC,"25,000",0.923
이민호,2019,NC,"18,800",-0.045
프리드릭,2019,NC,"15,000",2.376
윤지웅,2019,NC,"5,800",0.006
민태호,2019,NC,"3,600",0.000
홍성무,2019,NC,"3,000",-0.085
박헌욱,2019,NC,"3,000",-0.114
신진호,2019,NC,"2,800",
박수현,2019,NC,"2,700",
최재익,2019,NC,"2,700",
김진형,2019,NC,"2,700",-0.357
노병훈,2019,NC,0,
이대형,2019,kt,"20,000",-0.030
엄상백,2019,kt,"8,000",-0.736
배우열,2019,kt,"4,000",
윤근영,2019,kt,"3,700",
김진곤,2019,kt,"3,300",-0.003
김태오,2019,kt,"3,300",-0.082
김용주,2019,kt,"3,100",
신병률,2019,kt,"3,100",
고명성,2019,kt,"2,800",-0.069
박준호,2019,kt,"2,700",
박주현,2019,kt,"2,700",
박시윤,2019,kt,"2,700",
김성훈,2019,kt,"2,700",
강민성,2019,kt,"2,700",
