순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR(need to drop),WPA
1590,이현호,16두,-0.11,41,0,0,1,0,2,0,0,47.0,37,37,223,63,17,1,5,20,1,5,32,0,7,7.09,5.35,1.77,72.1,93.9,-0.11,-1.46
1591,박경태,17K,-0.11,3,0,0,0,0,0,0,0,4.0,6,4,24,7,2,0,0,3,0,0,3,0,1,9.00,4.49,2.50,55.2,110.7,-0.11,-0.00
1592,김정후,20키,-0.11,4,0,0,0,0,0,0,0,3.0,4,4,20,7,0,0,1,4,0,0,3,0,0,12.00,9.89,3.67,39.3,46.4,-0.11,-0.19
1593,최원재,16k,-0.11,10,0,0,0,0,0,0,0,9.1,9,9,43,12,3,1,1,4,0,0,11,0,0,8.68,4.11,1.71,60.2,127.7,-0.11,-0.24
1594,남호,21두,-0.11,5,0,0,0,0,1,0,0,2.2,3,3,13,3,1,0,0,3,0,0,2,0,0,10.13,5.21,2.25,42.6,85.1,-0.11,-0.15
1595,박세웅,21삼,-0.11,4,0,0,0,0,0,0,0,3.0,4,3,18,5,0,1,1,3,0,1,2,0,0,9.00,10.33,2.67,50.2,44.2,-0.11,-0.10
1596,류희운,16k,-0.11,5,0,0,0,0,0,0,0,8.1,10,10,40,13,3,1,1,3,0,0,3,0,0,10.80,5.71,1.92,48.4,91.1,-0.11,-0.06
1597,장진용,15L,-0.12,11,0,0,9,1,3,0,0,32.1,26,23,150,43,7,2,5,7,0,5,20,0,0,6.40,5.50,1.55,73.3,83.8,-0.12,-0.73
1598,김찬호,17S,-0.12,5,0,0,0,0,0,0,0,5.1,7,7,32,10,5,0,0,5,0,1,6,0,1,11.81,4.86,2.81,42.6,102.3,-0.12,-0.02
1599,김건태,15넥,-0.12,13,0,0,1,0,2,0,1,15.1,14,12,79,20,5,0,2,10,0,3,11,0,4,7.04,6.42,1.96,70.7,77.3,-0.12,-0.53
1600,금민철,20K,-0.12,3,0,0,0,0,0,0,0,2.1,4,4,15,6,1,0,0,1,0,2,2,0,0,15.43,5.70,3.00,31.1,82.3,-0.12,-0.13
1601,오현택,21롯,-0.12,20,0,0,0,0,1,0,1,16.1,13,12,87,28,7,0,2,8,2,1,8,0,0,6.61,5.23,2.20,68.7,85.2,-0.12,-0.80
1602,김민우,18한,-0.12,23,0,0,20,5,9,0,0,99.1,79,72,468,133,28,1,19,41,0,8,73,1,5,6.52,6.33,1.75,81.2,84.5,-0.12,-1.78
1603,조근종,17k,-0.12,1,0,0,0,0,0,0,0,2.0,5,5,13,6,1,0,1,1,0,0,5,0,0,22.50,6.74,3.50,22.5,74.4,-0.12,-0.02
1604,고봉재,21두,-0.12,1,0,0,0,0,0,0,0,1.1,4,4,8,5,0,0,1,0,0,0,0,0,0,27.00,13.08,3.75,16.0,31.3,-0.12,0.00
1605,김기태,18삼,-0.12,1,0,0,0,0,0,0,0,1.2,5,5,10,4,0,0,3,0,0,1,2,0,0,27.00,26.63,2.40,19.6,20.3,-0.12,-0.01
1606,이용호,15두,-0.12,2,0,0,0,0,0,0,0,0.1,3,3,5,2,2,0,0,2,0,0,0,0,0,81.00,21.62,12.00,5.8,22.3,-0.12,-0.00
1607,박진태,17K,-0.12,38,0,0,2,0,1,3,2,57.2,45,42,270,76,12,1,5,19,3,10,24,0,0,6.55,5.38,1.65,75.8,92.5,-0.12,-0.37
1608,김건우,22S,-0.12,2,0,0,1,0,0,0,0,3.0,3,3,17,5,1,0,1,4,0,0,1,0,0,9.00,11.01,3.00,46.2,38.1,-0.12,-0.20
1609,박주홍,21한,-0.12,2,0,0,1,1,1,0,0,3.0,4,4,18,2,0,0,0,9,0,0,3,0,1,12.00,10.33,3.67,36.5,43.4,-0.12,-0.22
1610,홍건희,15K,-0.12,38,0,0,7,2,5,1,0,82.0,63,55,383,84,10,2,18,57,4,4,86,0,8,6.04,6.46,1.72,81.7,76.9,-0.12,-1.63
1611,김기훈,19K,-0.12,19,0,0,16,3,6,0,0,79.1,55,49,368,64,15,2,11,65,0,9,49,0,5,5.56,6.77,1.63,75.4,61.6,-0.12,-1.45
1612,유원상,21K,-0.12,11,0,0,0,1,1,0,1,13.0,10,9,60,15,2,0,0,6,0,0,13,0,3,6.23,2.72,1.62,72.1,164.4,-0.12,-0.08
1613,김종훈,17K,-0.12,1,0,0,0,0,0,0,0,1.0,4,4,9,4,1,0,1,2,0,0,2,0,1,36.00,18.74,6.00,13.8,26.7,-0.12,-0.01
1614,서의태,18넥,-0.12,1,0,0,0,0,0,0,0,0.2,4,4,6,1,0,0,0,2,0,1,1,0,1,54.00,14.33,4.50,9.5,36.2,-0.12,-0.00
1615,김태형,21L,-0.12,2,0,0,0,0,0,0,0,1.0,3,3,6,0,0,0,0,2,0,1,1,0,0,27.00,10.33,2.00,16.0,42.6,-0.12,0.01
1616,박지훈,17K,-0.12,18,0,0,0,1,1,0,4,14.0,12,11,66,16,1,1,1,9,0,1,10,0,1,7.07,5.38,1.79,70.3,92.5,-0.12,-0.18
1617,최성영,17N,-0.12,7,0,0,0,0,0,0,0,11.1,12,12,57,17,3,0,4,7,0,2,8,0,1,9.53,9.29,2.12,52.0,54.2,-0.12,-0.22
1618,최동환,15L,-0.13,17,0,0,0,0,0,0,0,20.2,19,19,101,32,5,0,7,6,1,2,21,0,2,8.27,7.00,1.84,56.7,63.4,-0.13,-0.15
1619,김명성,15두,-0.13,17,0,0,0,1,0,0,0,17.1,15,15,89,27,5,0,2,11,0,1,10,0,4,7.79,6.04,2.19,60.2,77.5,-0.13,-0.30
1620,강지광,21S,-0.13,1,0,0,0,0,0,0,0,1.0,4,4,10,3,0,0,0,4,0,0,1,0,0,36.00,13.33,7.00,12.5,33.5,-0.13,-0.00
1621,김태형,18L,-0.13,1,0,0,0,0,0,0,0,1.0,4,4,8,2,1,0,0,4,0,0,0,0,1,36.00,15.83,6.00,14.0,32.4,-0.13,-0.01
1622,이교훈,20두,-0.13,5,0,0,0,0,0,0,0,4.1,6,5,24,6,2,0,1,4,0,0,3,0,1,10.38,7.94,2.31,44.6,57.6,-0.13,-0.05
1623,김원중,16롯,-0.13,3,0,0,2,0,1,0,0,7.2,8,8,37,7,1,0,2,8,0,0,5,0,1,9.39,9.01,1.96,55.6,58.2,-0.13,-0.34
1624,박시영,17롯,-0.13,47,0,0,3,2,3,0,5,57.0,45,41,261,60,9,1,14,32,2,1,52,0,4,6.47,6.74,1.61,77.8,75.1,-0.13,-2.03
1625,이용준,21N,-0.13,2,0,0,0,0,0,0,0,1.2,4,4,12,3,0,0,0,4,0,0,1,0,2,21.60,9.33,4.20,21.0,48.4,-0.13,-0.02
1626,남지민,21한,-0.13,3,0,0,3,0,1,0,0,7.1,6,6,41,9,2,0,1,7,0,3,3,0,0,7.36,8.38,2.18,59.5,53.2,-0.13,-0.24
1627,김시현,18삼,-0.13,4,0,0,0,0,0,0,0,5.0,7,7,29,10,1,0,2,2,0,2,5,0,0,12.60,9.43,2.40,42.1,56.4,-0.13,0.03
1628,김택형,18S,-0.13,14,0,0,0,1,2,0,2,11.2,10,10,52,9,0,0,1,10,0,0,11,0,2,7.71,5.63,1.63,68.2,92.7,-0.13,-0.20
1629,임현준,16삼,-0.13,2,0,0,0,0,0,0,0,1.0,4,4,8,4,0,0,1,0,0,1,0,0,0,36.00,19.79,4.00,14.6,26.5,-0.13,-0.01
1630,하준영,18K,-0.13,15,0,0,0,0,0,0,0,14.2,15,15,67,16,0,0,3,8,0,1,12,0,3,9.20,6.70,1.64,55.8,76.9,-0.13,0.06
1631,엄상백,16k,-0.13,52,0,0,6,1,5,1,8,73.1,61,55,345,93,23,2,8,40,1,4,57,0,5,6.75,5.42,1.81,77.4,96.5,-0.13,-0.80
1632,장웅정,21한,-0.13,4,0,0,0,0,0,0,0,7.1,8,8,38,15,4,0,4,2,0,0,4,0,1,9.82,10.15,2.32,44.6,43.9,-0.13,-0.09
1633,나원탁,22롯,-0.13,7,0,0,0,0,0,0,0,6.0,7,6,34,9,1,0,1,5,0,2,8,0,0,9.00,6.34,2.33,46.2,64.2,-0.13,-0.02
1634,정용운,16K,-0.13,12,0,0,3,0,1,0,0,21.2,21,19,113,31,3,3,1,20,1,0,12,1,3,7.89,5.92,2.35,65.6,87.8,-0.13,-0.44
1635,최지광,17삼,-0.13,11,0,0,6,0,2,0,0,25.0,20,18,123,28,6,0,2,22,0,1,23,0,2,6.48,5.70,2.00,78.3,87.8,-0.13,-0.82
1636,김수완,15두,-0.13,9,0,0,2,0,0,0,0,15.1,15,15,80,22,6,1,4,9,0,3,13,0,0,8.80,7.66,2.02,53.2,59.3,-0.13,-0.21
1637,김경태,18한,-0.13,3,0,0,0,0,0,0,0,2.2,5,5,17,4,0,0,2,5,0,0,2,0,2,16.88,17.71,3.38,31.4,30.4,-0.13,-0.04
1638,김상수,22S,-0.13,8,0,0,0,0,0,1,0,8.0,8,8,37,9,2,1,2,4,0,1,3,0,0,9.00,7.71,1.63,46.2,54.5,-0.13,0.06
1639,박관진,20키,-0.13,1,0,0,0,0,1,0,0,0.1,1,1,3,1,0,0,0,1,0,0,1,0,0,27.00,6.56,6.00,17.5,71.3,-0.13,-0.36
1640,김현우,17삼,-0.13,8,0,0,0,0,0,0,0,10.2,13,11,52,15,3,1,4,3,0,2,11,0,2,9.28,7.95,1.69,54.7,64.1,-0.13,-0.07
1641,김진영,18한,-0.13,4,0,0,2,0,0,0,0,11.1,10,10,49,13,0,0,1,4,0,0,9,0,0,7.94,4.45,1.50,66.7,119.4,-0.13,-0.19
1642,송정인,22키,-0.14,1,0,0,0,0,0,0,0,2.0,5,5,13,4,2,0,0,3,0,0,0,0,0,22.50,7.84,3.50,17.8,51.6,-0.14,-0.00
1643,더모디,22N,-0.14,8,0,0,8,3,5,0,0,39.2,27,20,179,42,8,0,3,13,0,7,37,0,1,4.54,3.97,1.39,89.8,103.3,-0.14,-0.81
1644,김동준,15넥,-0.14,22,0,0,5,1,1,0,0,50.1,41,36,237,56,10,2,7,30,0,3,32,0,4,6.44,6.12,1.71,77.3,81.3,-0.14,-0.81
1645,강경학,21한,-0.14,1,0,0,0,0,0,0,0,0.2,4,4,8,3,1,0,0,2,0,1,0,0,0,54.00,16.83,7.50,8.1,26.6,-0.14,0.00
1646,이승관,22한,-0.14,7,0,0,0,0,0,0,0,5.1,6,6,28,8,1,0,0,4,0,1,3,0,0,10.13,5.03,2.25,40.0,81.1,-0.14,0.00
1647,이채호,21S,-0.14,3,0,0,0,0,0,0,0,5.0,7,4,27,8,0,0,2,3,0,0,3,0,1,7.20,9.13,2.20,62.3,50.2,-0.14,-0.01
1648,차재용,16롯,-0.14,2,0,0,0,0,0,0,0,2.2,6,6,14,3,0,0,1,4,0,0,0,0,3,20.25,13.17,2.63,25.8,39.9,-0.14,-0.03
1649,이준영,16K,-0.14,13,0,0,1,0,2,0,1,17.2,17,17,87,22,3,2,4,11,0,0,7,0,1,8.66,7.81,1.87,59.8,66.5,-0.14,-0.66
1650,고효준,18롯,-0.14,43,0,0,0,2,3,0,7,32.1,27,25,153,33,8,1,3,23,0,0,39,0,5,6.96,4.76,1.73,75.0,110.1,-0.14,-0.59
1651,한승주,20한,-0.14,1,0,0,1,0,0,0,0,1.2,3,3,10,3,0,0,1,2,0,0,2,0,0,16.20,12.56,3.00,29.2,38.2,-0.14,-0.22
1652,최성영,20N,-0.14,14,0,0,13,2,4,0,0,60.2,45,41,278,67,14,0,13,35,0,3,27,0,2,6.08,7.33,1.68,80.3,66.3,-0.14,-2.09
1653,안현준,20K,-0.14,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,2,0,0,0,0,1,108.00,21.56,12.00,4.4,22.0,-0.14,-0.00
1654,김지용,20L,-0.14,4,0,0,0,0,0,0,0,3.2,6,6,18,5,1,0,1,2,0,0,4,0,0,14.73,6.56,1.91,31.4,68.6,-0.14,0.01
1655,정성종,21롯,-0.14,12,0,0,0,0,0,0,0,12.0,12,11,65,19,1,0,2,8,0,1,4,0,2,8.25,7.08,2.25,55.1,63.1,-0.14,-0.10
1656,김세현,21S,-0.14,5,0,0,0,0,0,0,0,4.1,5,5,28,9,2,0,0,7,1,0,5,1,0,10.38,5.18,3.69,43.2,86.9,-0.14,-0.05
1657,이재학,22N,-0.14,26,0,0,17,3,8,0,0,91.0,56,48,406,75,14,2,5,54,0,8,72,1,6,4.75,4.51,1.42,85.8,90.9,-0.14,-0.27
1658,박신지,20두,-0.14,2,0,0,0,0,0,0,0,3.0,6,6,18,9,3,1,0,1,0,0,3,0,1,18.00,2.56,3.33,25.7,186.1,-0.14,-0.00
1659,배힘찬,15넥,-0.15,7,0,0,0,0,1,0,0,6.2,7,5,37,10,3,0,1,6,1,0,1,0,3,6.75,7.52,2.40,73.7,66.6,-0.15,-0.43
1660,김택형,19S,-0.15,26,0,0,0,2,1,0,2,23.1,16,15,115,20,4,0,1,24,0,2,27,0,6,5.79,4.99,1.89,73.6,84.6,-0.15,-0.43
1661,김동우,21롯,-0.15,5,0,0,0,0,0,0,0,5.0,7,6,30,10,0,0,1,5,0,0,3,0,2,10.80,7.73,3.00,42.1,57.8,-0.15,-0.02
1662,조현근,16삼,-0.15,3,0,0,0,0,0,0,0,5.1,8,8,31,12,4,0,2,3,0,1,5,0,0,13.50,9.04,2.81,39.1,57.9,-0.15,-0.03
1663,배재환,17N,-0.15,3,0,0,1,0,1,0,0,8.0,8,8,41,13,1,0,4,6,0,0,4,0,0,9.00,11.49,2.38,55.1,44.0,-0.15,-0.31
1664,심수창,15롯,-0.15,39,0,0,6,4,6,5,3,73.1,56,49,340,99,14,0,9,29,4,3,76,0,14,6.01,4.28,1.75,83.8,114.9,-0.15,-1.25
1665,최하늘,22삼,-0.15,14,0,0,5,1,4,0,1,33.2,23,23,156,42,5,0,5,15,0,2,18,1,0,6.15,5.71,1.69,67.9,72.6,-0.15,-0.32
1666,김태훈,17S,-0.15,21,0,0,6,2,2,0,3,41.1,34,30,205,61,12,2,8,19,1,3,34,0,4,6.53,6.13,1.94,77.1,83.0,-0.15,-1.12
1667,박세진,20K,-0.15,1,0,0,0,0,0,0,0,0.1,4,4,5,2,0,0,0,1,0,1,0,0,0,108.00,21.56,9.00,4.4,21.7,-0.15,-0.01
1668,김사율,17k,-0.15,19,0,0,5,3,3,0,2,34.2,30,28,165,51,11,1,7,8,0,1,28,0,0,7.27,5.52,1.70,69.7,90.3,-0.15,-0.97
1669,하영민,22키,-0.15,41,0,0,0,5,3,0,2,39.1,27,15,178,35,8,2,4,21,0,0,23,0,2,3.43,5.09,1.42,116.5,77.6,-0.15,-0.53
1670,정태승,20롯,-0.15,1,0,0,0,0,0,0,0,1.2,4,4,11,4,1,0,1,2,0,0,1,0,0,21.60,13.76,3.60,22.6,35.0,-0.15,-0.11
1671,정인욱,19삼,-0.15,12,0,0,2,0,2,0,0,21.2,17,17,106,24,9,0,1,15,0,2,15,0,3,7.06,4.97,1.80,61.5,85.1,-0.15,-0.19
1672,허준혁,15롯,-0.15,3,0,0,0,0,0,0,0,1.2,5,4,12,6,2,0,0,0,0,0,0,0,0,21.60,3.62,3.60,23.3,135.2,-0.15,0.00
1673,송창식,19한,-0.16,1,0,0,0,0,0,0,0,0.1,2,2,4,3,1,0,0,0,0,0,1,0,0,54.00,-2.60,9.00,7.7,-164.4,-0.16,-0.26
1674,이상영,19L,-0.16,3,0,0,0,0,0,0,0,2.2,5,5,16,9,2,0,1,0,0,1,1,0,0,16.88,8.65,3.38,24.3,45.6,-0.16,-0.01
1675,최지강,22두,-0.16,2,0,0,0,0,0,0,0,1.2,4,4,11,6,1,0,0,2,0,0,2,0,1,21.60,4.54,4.80,18.4,90.4,-0.16,-0.06
1676,차명진,21K,-0.16,4,0,0,3,0,1,0,0,10.2,9,9,57,12,3,0,1,13,0,1,6,0,0,7.59,7.36,2.34,58.6,60.5,-0.16,-0.41
1677,허준혁,22L,-0.16,6,0,0,0,0,0,0,0,4.2,6,5,27,11,1,1,3,2,0,0,4,0,0,9.64,11.27,2.79,41.2,33.4,-0.16,-0.04
1678,윤성환,20삼,-0.16,5,1,0,5,0,2,0,0,18.2,14,12,84,19,4,2,0,11,0,3,4,0,0,5.79,5.38,1.61,84.8,89.1,-0.16,-0.39
1679,김강률,20두,-0.16,30,0,0,0,2,2,0,0,28.0,22,11,141,36,6,2,1,20,0,4,28,0,0,3.54,4.59,2.00,131.0,102.1,-0.16,-0.30
1680,이충호,19한,-0.16,1,0,0,0,0,0,0,0,1.0,5,5,10,6,3,0,1,1,0,0,0,0,1,45.00,19.40,7.00,9.2,21.3,-0.16,0.00
1681,임규빈,21키,-0.16,5,0,0,0,0,0,0,0,8.2,10,10,43,13,6,0,3,4,0,0,6,0,0,10.38,7.83,1.96,42.7,53.9,-0.16,0.00
1682,윤강민,20S,-0.16,1,0,0,0,0,0,0,0,0.2,5,5,8,4,1,0,0,1,0,1,1,0,0,67.50,9.56,7.50,7.1,51.3,-0.16,-0.01
1683,양창섭,21삼,-0.16,9,0,0,0,1,1,0,1,15.0,11,11,73,21,5,0,3,8,0,0,13,0,1,6.60,5.80,1.93,68.4,78.7,-0.16,-0.40
1684,최민준,18S,-0.16,2,0,0,0,0,0,0,0,5.0,9,8,28,11,1,0,5,0,0,0,3,0,0,14.40,15.63,2.20,36.5,34.7,-0.16,0.01
1685,류희운,20K,-0.16,7,0,0,0,0,1,0,0,8.1,10,10,41,14,4,0,1,4,0,0,7,0,1,10.80,4.88,2.16,44.5,97.6,-0.16,-0.40
1686,최동환,21L,-0.16,8,0,0,0,0,0,0,0,5.2,6,6,28,6,1,0,0,4,0,2,2,0,0,9.53,5.80,1.77,45.3,76.1,-0.16,0.00
1687,전상현,16K,-0.16,8,0,0,1,0,2,0,1,13.1,13,12,67,19,3,1,3,8,0,0,11,0,0,8.10,6.87,2.03,63.9,75.9,-0.16,-0.70
1688,이건욱,17S,-0.16,2,0,0,0,0,0,0,0,1.1,5,5,11,4,2,0,1,3,0,0,1,0,0,33.75,18.74,5.25,14.9,27.3,-0.16,-0.02
1689,장재영,22키,-0.17,14,0,0,0,0,0,0,0,14.0,12,12,70,23,4,0,2,7,0,1,19,0,1,7.71,4.20,2.14,51.8,92.0,-0.17,-0.12
1690,이영준,18넥,-0.17,2,0,0,0,0,0,0,0,2.0,5,5,15,6,3,0,0,3,0,0,2,0,0,22.50,6.33,4.50,22.9,82.2,-0.17,-0.10
1691,신정락,20한,-0.17,16,0,0,0,0,1,0,0,12.0,12,12,57,15,3,1,2,7,0,2,14,0,2,9.00,5.64,1.83,52.5,84.9,-0.17,-0.23
1692,신재영,22S,-0.17,4,0,0,0,0,0,0,0,4.1,6,6,21,9,2,0,2,0,0,0,4,0,1,12.46,7.49,2.08,33.4,57.4,-0.17,-0.04
1693,박주성,19키,-0.17,4,0,0,0,0,0,0,0,4.0,6,6,25,7,1,0,1,6,0,0,1,0,1,13.50,10.65,3.25,30.7,38.4,-0.17,0.00
1694,손주영,18L,-0.17,4,0,0,3,0,2,0,0,11.2,11,11,62,13,3,0,0,14,0,2,7,0,1,8.49,6.75,2.31,59.4,76.2,-0.17,-0.33
1695,이상동,21K,-0.17,6,0,0,0,0,1,0,1,6.1,6,6,29,7,0,0,0,3,0,0,5,0,1,8.53,3.18,1.58,52.7,140.4,-0.17,-0.28
1696,양승철,20K,-0.17,15,0,0,1,0,0,0,0,28.2,26,25,144,41,9,0,4,24,0,3,13,0,3,7.85,7.29,2.27,61.2,65.7,-0.17,-0.27
1697,박재민,21롯,-0.17,5,0,0,0,0,0,0,0,2.2,5,5,13,3,1,0,1,2,0,0,2,0,0,16.88,8.96,1.88,26.9,49.9,-0.17,-0.03
1698,이충호,22한,-0.17,5,0,0,0,1,0,0,0,4.2,5,5,27,7,1,0,1,5,0,1,4,0,1,9.64,8.27,2.57,42.0,49.3,-0.17,-0.16
1699,김민기,22롯,-0.17,1,0,0,0,0,0,0,0,0.2,5,5,8,6,2,0,1,1,0,0,0,0,0,67.50,27.34,10.50,6.2,14.6,-0.17,-0.00
1700,윤지웅,16L,-0.17,59,0,0,0,4,2,0,11,44.0,33,32,196,48,5,1,4,18,2,4,37,0,1,6.55,4.66,1.50,77.7,107.6,-0.17,0.03
1701,차명진,20K,-0.17,1,0,0,0,0,0,0,0,0.1,5,5,6,3,0,0,0,0,0,2,0,0,0,135.00,21.56,9.00,3.6,22.2,-0.17,-0.01
1702,김도현,20한,-0.17,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,6.82,6.32,1.84,69.3,75.8,-0.17,-1.19
1703,김유영,21롯,-0.17,26,0,0,0,1,0,0,0,18.2,16,15,92,21,4,0,1,14,0,2,17,0,2,7.23,4.78,1.88,62.8,93.4,-0.17,-0.11
1704,조승수,16두,-0.17,7,0,0,0,0,0,0,0,8.1,10,10,46,13,1,0,2,4,0,4,2,0,1,10.80,9.31,2.04,47.3,53.3,-0.17,-0.16
1705,최동환,19L,-0.18,18,0,0,0,1,0,0,0,23.0,17,17,107,25,7,0,4,11,0,2,13,0,1,6.65,6.23,1.57,61.7,64.6,-0.18,-0.30
1706,이우석,19N,-0.18,6,0,0,0,0,0,0,1,5.1,6,6,26,7,2,0,0,5,0,0,4,0,0,10.13,4.72,2.25,41.6,89.4,-0.18,-0.20
1707,김기탁,20한,-0.18,5,0,0,0,0,0,0,0,7.0,10,7,40,13,4,0,1,5,0,0,3,0,0,9.00,6.70,2.57,52.5,71.6,-0.18,-0.03
1708,김용주,18K,-0.18,1,0,0,1,0,0,0,0,2.0,4,4,13,5,0,0,1,2,0,0,2,0,0,18.00,11.33,3.50,29.4,45.8,-0.18,-0.35
1709,김동주,22두,-0.18,10,0,0,0,0,0,0,0,16.2,14,14,85,23,1,0,5,9,0,0,13,0,2,7.56,7.30,1.92,52.6,52.8,-0.18,0.06
1710,김태현,21N,-0.18,6,0,0,0,0,0,0,0,5.1,8,7,32,5,0,0,0,7,0,4,3,0,3,11.81,8.40,2.25,38.4,53.2,-0.18,-0.04
1711,김유신,22K,-0.18,10,0,0,0,1,0,0,0,14.2,11,10,70,9,4,0,3,16,0,0,9,0,0,6.14,8.04,1.71,66.4,51.0,-0.18,0.02
1712,이종민,21키,-0.18,2,0,0,0,0,0,0,0,2.1,6,6,17,4,0,0,1,7,0,0,3,0,0,23.14,15.33,4.71,19.2,28.0,-0.18,-0.01
1713,최지광,18삼,-0.18,6,0,0,0,0,0,0,0,8.2,12,11,45,11,4,0,0,7,0,0,7,1,1,11.42,4.64,2.08,46.4,110.8,-0.18,-0.04
1714,유원상,19N,-0.18,15,0,0,1,0,3,1,0,20.2,15,12,93,21,5,1,2,9,0,1,14,0,1,5.23,4.76,1.45,80.6,88.7,-0.18,-0.55
1715,민성기,19N,-0.18,7,0,0,0,0,0,0,0,5.1,7,7,29,12,2,0,1,1,0,0,6,0,0,11.81,4.15,2.44,35.7,102.4,-0.18,-0.04
1716,오원석,20S,-0.18,8,0,0,1,0,1,0,0,9.2,10,6,50,12,1,0,1,6,0,1,9,1,1,5.59,5.21,1.86,86.3,93.5,-0.18,-0.21
1717,강동연,22N,-0.18,6,0,0,0,0,0,0,0,8.2,10,10,44,16,5,1,2,3,0,1,3,0,1,10.38,7.03,2.19,39.2,58.6,-0.18,-0.04
1718,김찬호,20S,-0.19,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,1,4,0,0,1,0,0,27.00,15.06,4.50,17.9,32.5,-0.19,-0.02
1719,이정현,21K,-0.19,2,0,0,1,0,1,0,0,8.2,9,9,38,12,3,0,3,5,0,0,1,0,0,9.35,9.33,1.96,48.1,47.3,-0.19,-0.33
1720,강지광,18S,-0.19,4,0,0,0,0,0,0,0,3.0,7,7,21,8,2,0,1,4,0,0,3,0,0,21.00,10.17,4.00,25.0,52.0,-0.19,-0.05
1721,김진호,21N,-0.19,1,0,0,1,0,1,0,0,1.0,3,3,7,2,0,0,0,3,0,0,1,0,1,27.00,10.33,5.00,16.8,43.8,-0.19,-0.23
1722,유승철,19K,-0.19,3,0,0,0,0,0,0,0,4.0,5,5,20,4,0,0,2,2,0,2,5,0,0,11.25,10.40,1.50,37.3,40.0,-0.19,-0.19
1723,장민재,20한,-0.19,24,0,0,10,2,7,0,0,57.1,44,43,267,86,19,2,5,13,0,2,32,0,1,6.75,4.36,1.73,70.0,109.8,-0.19,-2.07
1724,조영건,20키,-0.19,20,0,0,10,3,3,0,0,44.1,30,26,207,47,7,1,8,28,1,3,23,1,0,5.28,6.89,1.69,89.4,67.2,-0.19,-1.02
1725,마정길,17넥,-0.19,7,0,0,0,0,0,0,0,10.1,12,12,51,14,4,1,3,4,0,1,7,0,0,10.45,7.61,1.74,47.6,63.6,-0.19,-0.31
1726,이상화,16k,-0.19,16,0,0,0,0,0,0,0,32.2,32,29,160,55,15,0,7,10,0,0,24,0,1,7.99,6.03,1.99,65.4,86.5,-0.19,-0.27
1727,김건태,17넥,-0.19,5,0,0,0,1,0,0,0,6.0,8,8,32,13,2,0,1,2,0,0,5,0,0,12.00,5.24,2.50,41.4,93.0,-0.19,-0.37
1728,양선률,21S,-0.19,1,0,0,1,0,1,0,0,1.0,3,3,10,3,0,0,0,3,0,1,1,0,1,27.00,13.33,6.00,16.6,33.8,-0.19,-0.28
1729,한승혁,21롯,-0.19,7,0,0,0,0,0,0,0,4.0,6,6,25,6,1,0,1,5,0,1,5,0,2,13.50,8.58,2.75,33.7,52.1,-0.19,-0.21
1730,이민우,19K,-0.19,32,0,0,6,2,6,1,2,61.1,42,37,283,74,11,2,4,26,1,4,56,0,3,5.43,3.84,1.63,77.2,109.2,-0.19,-0.72
1731,김병현,15K,-0.19,23,0,0,8,0,5,0,2,49.0,38,38,232,67,12,0,7,18,1,11,38,1,0,6.98,5.64,1.74,70.7,87.9,-0.19,-1.60
1732,윤강민,15N,-0.19,2,0,0,0,0,0,0,0,1.0,5,5,8,2,0,0,0,3,0,1,1,0,0,45.00,13.62,5.00,10.6,36.1,-0.19,-0.04
1733,박치국,17두,-0.20,21,0,0,3,1,1,0,0,32.0,25,24,149,37,7,1,3,14,0,6,23,0,2,6.75,5.39,1.59,71.3,89.8,-0.20,-0.88
1734,박주홍,18한,-0.20,22,0,0,0,1,1,0,0,18.2,18,18,94,26,2,0,4,10,0,2,18,1,0,8.68,6.62,1.93,61.1,81.0,-0.20,-0.28
1735,김창훈,21롯,-0.20,6,0,0,0,0,0,0,0,8.0,10,10,41,13,4,0,1,6,0,0,6,0,0,11.25,5.71,2.38,40.4,78.2,-0.20,0.10
1736,박정수,19K,-0.20,3,0,0,0,0,0,0,0,5.0,7,7,27,10,2,0,0,4,0,1,2,0,0,12.60,5.60,2.80,33.3,74.8,-0.20,-0.09
1737,김선기,22키,-0.20,26,0,0,2,3,1,1,4,36.2,24,21,167,39,9,0,1,19,1,2,30,0,1,5.15,3.69,1.58,77.6,108.2,-0.20,-0.02
1738,이정민,15롯,-0.20,34,0,0,0,1,4,1,5,44.2,34,29,212,59,10,0,4,31,2,2,36,0,7,5.84,5.25,2.02,86.3,93.3,-0.20,-0.77
1739,전용주,19K,-0.20,4,0,0,0,0,0,0,0,3.0,6,5,21,6,1,0,1,6,0,0,1,0,1,15.00,13.07,4.00,27.6,31.3,-0.20,-0.03
1740,심수창,18한,-0.20,3,0,0,0,0,0,0,0,2.1,4,4,13,7,0,0,2,0,0,0,2,0,0,15.43,13.26,3.00,34.3,41.2,-0.20,-0.46
