순,이름,팀,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR(need to drop),WPA
983,이승현,22삼,0.19,58,0,0,0,2,4,1,14,47.2,28,24,212,43,10,1,5,21,2,3,57,0,6,4.53,3.70,1.34,92.1,112.0,0.19,-1.38
984,정수민,16N,0.19,15,0,0,11,3,3,0,0,48.0,34,33,223,59,8,1,4,29,0,5,31,0,2,6.19,5.71,1.83,82.3,90.5,0.19,-0.83
985,심동섭,17K,0.19,52,0,0,2,2,2,2,11,50.2,34,32,233,64,13,1,6,21,4,0,50,0,1,5.68,4.31,1.68,87.4,116.2,0.19,0.25
986,박종기,20두,0.19,8,0,0,5,1,2,0,0,26.0,16,16,117,30,6,0,3,14,0,0,20,0,1,5.54,5.13,1.69,83.6,89.9,0.19,0.11
987,송승준,19롯,0.19,11,0,0,1,0,1,0,0,14.1,7,7,64,16,3,0,2,6,0,0,13,0,0,4.40,4.66,1.54,95.4,90.4,0.19,-0.42
988,임창민,22두,0.19,32,0,0,0,0,0,2,6,27.1,15,12,124,26,1,0,3,10,0,3,21,0,1,3.95,4.66,1.32,100.7,84.9,0.19,-1.35
989,송창현,16한,0.19,11,0,0,0,0,0,0,0,10.2,6,6,46,9,2,0,0,6,0,0,11,0,1,5.06,3.42,1.41,103.7,152.2,0.19,-0.14
990,정성종,19롯,0.19,32,0,0,0,1,1,0,0,49.2,33,30,231,64,10,1,6,24,3,4,24,0,4,5.44,5.52,1.77,77.1,75.9,0.19,-0.09
991,임준섭,15K한,0.19,22,0,0,0,1,0,0,2,19.1,12,8,95,26,4,2,1,13,2,0,18,0,1,3.72,4.13,2.02,132.8,120.1,0.19,-0.43
993,하준영,19K,0.19,59,0,0,0,6,2,0,15,52.2,31,29,243,59,9,1,5,31,2,0,51,0,1,4.96,4.35,1.71,84.6,96.3,0.19,-1.62
995,김영규,19N,0.18,30,1,1,10,5,4,0,1,66.1,40,39,307,82,6,1,7,31,0,6,46,0,4,5.29,5.06,1.70,79.6,83.4,0.18,-0.63
996,윤중현,22K,0.18,47,0,0,0,3,1,0,5,53.2,32,30,240,63,8,0,4,14,0,5,27,0,1,5.03,4.36,1.44,81.0,93.9,0.18,-0.65
997,박진태,19K,0.18,2,0,0,2,0,1,0,0,8.1,4,4,42,10,1,0,0,6,0,3,5,0,0,4.32,5.44,1.92,97.1,77.2,0.18,-0.02
998,송창식,18한,0.18,12,0,0,0,1,0,0,1,12.2,7,7,58,15,4,0,2,4,0,1,8,0,3,4.97,5.81,1.50,106.5,91.8,0.18,-0.00
999,김강률,16두,0.18,25,0,0,0,0,2,0,4,28.0,18,16,125,31,5,2,2,17,0,2,21,0,7,5.14,5.26,1.71,99.4,96.4,0.18,0.04
1000,장원삼,18삼,0.18,8,0,0,8,3,1,0,0,38.0,27,26,173,47,13,1,4,13,0,1,27,0,1,6.16,4.89,1.58,86.1,107.2,0.18,-0.43
1001,최충연,22삼,0.18,38,0,0,0,0,1,0,0,38.1,24,20,177,39,10,1,3,20,3,5,29,0,3,4.70,4.56,1.54,88.9,90.0,0.18,-0.29
1002,김상수,20키,0.18,60,0,0,0,3,3,5,11,51.1,33,27,226,52,12,0,3,21,1,3,48,0,1,4.73,3.79,1.42,99.7,123.1,0.18,-0.11
1003,윤규진,18한,0.18,18,0,0,17,2,6,0,0,84.0,63,55,381,99,22,2,14,30,0,6,81,0,3,5.89,5.36,1.54,89.9,100.0,0.18,-1.53
1005,이재우,16한,0.17,15,0,0,3,0,1,0,0,25.1,20,17,122,34,5,1,9,14,1,3,18,0,0,6.04,8.88,1.90,87.0,59.4,0.17,-0.49
1006,임준섭,19한,0.17,34,0,0,6,1,3,0,1,49.1,30,23,230,56,14,1,1,28,0,1,26,0,6,4.20,4.38,1.70,98.7,95.9,0.17,-0.60
1007,윤명준,21두,0.17,45,0,0,0,1,0,0,1,45.2,28,24,208,53,6,0,3,20,2,4,26,1,1,4.73,4.49,1.60,91.2,96.7,0.17,-0.44
1008,고창성,18K,0.17,42,0,0,0,2,0,0,5,37.2,29,28,183,57,7,0,7,11,1,5,23,0,1,6.69,6.22,1.81,79.2,83.3,0.17,-0.93
1009,김종수,18한,0.17,3,0,0,0,0,0,0,0,5.0,1,1,18,3,0,0,1,0,0,0,1,0,0,1.80,6.03,0.60,294.4,88.3,0.17,-0.02
1010,임기준,16K,0.17,19,0,0,6,0,2,1,1,31.1,23,21,158,37,5,1,2,33,1,4,15,0,1,6.03,7.11,2.23,85.9,73.1,0.17,-1.13
1011,고창성,15N,0.17,6,0,0,0,0,0,0,0,9.2,4,4,47,11,3,0,1,4,0,2,3,0,1,3.72,6.20,1.55,128.6,78.9,0.17,-0.08
1012,엄상백,18K,0.17,55,0,0,0,1,8,2,12,46.1,33,28,211,51,9,1,4,17,5,8,44,0,3,5.44,4.35,1.47,97.4,119.7,0.17,-1.17
1014,유원상,15L,0.16,25,0,0,0,1,1,0,1,37.0,26,23,163,44,9,1,6,12,1,2,22,0,2,5.59,5.59,1.51,83.9,82.3,0.16,-0.98
1015,이태양,21S,0.16,40,0,0,14,5,10,0,4,103.2,66,66,456,123,23,1,25,32,1,1,62,0,2,5.73,6.20,1.50,78.3,73.8,0.16,-1.18
1016,김성훈,19한,0.16,15,0,0,1,0,1,0,0,22.1,12,12,104,24,5,0,3,15,0,1,26,0,6,4.84,4.97,1.75,85.7,83.6,0.16,-0.52
1017,이재희,21삼,0.16,5,0,0,5,0,1,0,0,21.2,13,13,95,24,3,1,2,10,0,0,17,0,2,5.40,4.35,1.57,83.6,103.7,0.16,-0.06
1018,이우찬,19L,0.16,30,0,0,13,5,4,0,2,91.0,55,49,398,78,14,1,5,66,1,4,58,0,5,4.85,5.12,1.58,84.7,80.1,0.16,-0.14
1019,임준섭,18한,0.16,10,0,0,0,1,0,0,0,8.1,4,4,34,8,2,0,1,6,0,1,6,0,0,4.32,6.47,1.68,122.7,82.2,0.16,-0.00
1020,고효준,15S,0.16,30,0,0,2,0,3,0,0,51.0,37,35,246,61,13,0,8,31,0,4,43,0,4,6.18,6.03,1.80,78.2,80.7,0.16,-1.05
1021,채드벨,20한,0.16,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,5.96,5.18,1.56,79.3,92.5,0.16,-1.01
1022,이현승,19두,0.16,9,0,0,0,0,1,0,2,6.0,2,2,22,4,1,0,0,0,0,0,4,0,0,3.00,2.07,0.67,136.8,202.5,0.16,0.28
1023,장민재,19한,0.16,26,1,0,22,6,8,0,0,119.1,76,72,526,150,25,1,14,27,0,6,103,0,3,5.43,4.03,1.48,76.3,102.7,0.16,-1.45
1024,이상화,20K,0.16,18,0,0,0,1,1,0,1,15.0,9,9,65,11,2,0,2,10,2,0,7,0,1,5.40,5.96,1.40,89.0,79.8,0.16,-0.12
1025,김동호,17삼,0.16,20,0,0,1,0,1,0,0,36.0,27,27,178,52,10,0,1,21,0,6,16,0,3,6.75,5.46,2.03,75.2,91.3,0.16,-0.65
1026,김경태,19한,0.16,17,0,0,0,0,0,0,0,11.0,5,5,54,14,4,0,0,8,0,0,10,0,2,4.09,3.77,2.00,101.3,111.8,0.16,-0.56
1027,심창민,21삼,0.16,59,0,0,0,3,2,0,16,51.1,32,29,238,47,12,0,8,32,0,6,58,1,2,5.08,5.32,1.54,88.8,85.3,0.16,-0.43
1028,이종혁,19K,0.16,5,0,0,0,0,0,0,0,5.1,1,1,25,6,1,1,0,3,0,1,4,0,0,1.69,4.15,1.69,245.3,100.0,0.16,-0.07
1029,정성종,18롯,0.16,10,0,0,0,0,1,0,0,19.0,13,13,85,19,3,0,2,8,0,1,12,0,2,6.16,5.36,1.42,84.7,97.4,0.16,-0.47
1030,배우열,18K,0.15,5,0,0,0,0,0,0,0,5.2,2,1,28,7,1,0,0,3,0,0,9,0,0,1.59,2.25,1.77,333.6,234.8,0.15,0.00
1031,임찬규,19L,0.15,30,0,0,13,2,5,0,2,88.2,51,49,392,84,20,3,10,46,0,7,72,0,7,4.97,5.04,1.47,82.5,80.3,0.15,-1.21
1032,강정현,19L,0.15,7,0,0,1,0,0,0,0,10.2,6,6,48,9,1,0,3,6,0,2,8,0,0,5.06,7.81,1.41,81.1,51.0,0.15,0.13
1033,유희관,20두,0.15,27,0,0,27,10,11,0,0,136.1,91,76,622,190,37,5,14,39,4,3,56,0,1,5.02,4.91,1.68,92.3,94.3,0.15,-2.34
1035,이민호,18N,0.15,50,0,0,0,5,4,14,0,50.0,34,26,224,52,9,0,8,19,1,3,42,1,2,4.68,5.49,1.42,110.9,95.8,0.15,-1.93
1036,문경찬,20KN,0.15,56,0,0,0,0,5,10,11,52.0,35,29,225,51,10,1,11,15,0,2,44,0,0,5.02,5.59,1.27,96.6,86.5,0.15,-0.63
1037,박희수,15S,0.15,14,0,0,1,0,0,0,2,10.0,6,6,51,13,2,0,3,8,0,1,12,0,0,5.40,7.82,2.10,89.4,62.3,0.15,-0.24
1038,박준표,16K,0.15,46,0,0,2,4,0,0,5,51.2,39,36,238,60,11,1,4,22,3,8,33,0,2,6.27,5.09,1.59,82.6,102.6,0.15,-0.20
1039,서진용,15S,0.15,18,0,0,0,0,0,0,0,21.1,14,14,95,25,7,0,4,6,2,0,24,0,3,5.91,4.37,1.45,81.8,111.7,0.15,0.02
1040,고효준,20롯,0.15,24,0,0,0,1,0,0,0,15.2,10,10,77,14,3,0,3,11,0,3,11,0,1,5.74,7.32,1.60,84.8,65.5,0.15,-0.46
1041,최성영,16N,0.15,7,0,0,0,0,0,0,0,4.2,1,1,21,8,1,0,0,2,0,0,4,1,0,1.93,3.36,2.14,264.0,153.3,0.15,-0.01
1042,김명찬,17K,0.15,6,0,0,0,0,0,0,1,5.0,2,2,22,5,0,0,0,2,0,0,2,0,0,3.60,4.14,1.40,138.0,120.3,0.15,0.15
1043,홍상삼,16두,0.14,11,0,0,0,0,1,5,1,12.0,7,7,54,12,1,0,0,9,0,0,17,0,0,5.25,3.21,1.75,97.4,161.5,0.14,0.56
1045,김시현,19삼,0.14,14,0,0,0,0,0,0,0,16.1,9,8,71,16,2,0,3,8,0,1,10,0,1,4.41,6.22,1.47,98.4,69.1,0.14,-0.08
1046,조민석,22N,0.14,18,0,0,0,0,1,0,0,16.0,9,8,76,17,1,0,2,12,0,2,14,0,2,4.50,5.84,1.81,90.5,70.4,0.14,-0.33
1047,이승현,21삼,0.14,41,0,0,0,1,4,0,7,39.1,24,23,174,35,8,0,3,23,0,3,46,0,5,5.26,3.97,1.48,85.8,113.2,0.14,-0.32
1048,정용준,16넥,0.14,5,0,0,0,0,0,0,0,9.0,5,4,40,8,1,1,1,5,0,0,3,0,1,4.00,6.24,1.44,131.3,82.9,0.14,-0.05
1049,김유영,20롯,0.14,12,0,0,0,0,0,0,0,7.1,4,4,31,4,0,0,0,7,2,0,5,0,1,4.91,4.24,1.50,99.2,112.5,0.14,-0.22
1050,박민규,16삼,0.14,6,0,0,0,0,0,0,0,6.1,3,3,29,7,1,0,0,5,0,0,4,0,1,4.26,4.90,1.90,123.7,106.0,0.14,-0.20
1051,정수민,18N,0.14,25,0,0,7,2,5,0,1,58.0,43,39,278,69,8,2,10,33,0,3,38,0,7,6.05,6.63,1.76,85.8,79.5,0.14,-1.15
1052,배장호,18롯,0.14,25,0,0,0,1,1,0,0,24.1,18,16,112,29,9,1,3,10,2,2,13,0,0,5.92,5.60,1.60,88.1,93.1,0.14,-1.04
1053,이케빈,19S,0.13,1,0,0,1,0,0,0,0,3.0,1,1,14,2,0,0,0,3,0,0,3,0,1,3.00,4.40,1.67,141.9,94.8,0.13,-0.03
1054,한기주,15K,0.13,7,0,0,0,0,0,0,0,8.1,4,3,39,11,1,1,0,5,0,0,4,0,0,3.24,4.46,1.92,152.2,110.6,0.13,-0.02
1055,남윤성,18S,0.13,6,0,0,0,0,1,0,0,8.2,5,5,40,12,1,0,1,4,0,0,3,0,0,5.19,6.03,1.85,101.3,87.1,0.13,-0.29
1056,안상빈,16k,0.13,11,0,0,0,0,0,0,0,12.0,8,8,57,11,4,0,2,9,0,2,12,0,1,6.00,6.71,1.67,87.1,77.9,0.13,-0.02
1057,윤호솔,22한,0.13,52,0,0,0,3,5,0,7,42.1,26,19,199,43,6,1,2,28,2,0,33,0,3,4.04,4.24,1.68,100.2,96.2,0.13,-0.91
1058,박윤철,19한,0.13,15,0,0,3,0,1,0,0,30.0,19,17,145,22,3,0,4,30,0,3,21,0,2,5.10,7.04,1.73,81.2,59.4,0.13,-0.21
1059,권휘,20두,0.13,14,0,0,0,0,1,0,1,13.2,8,8,63,16,2,0,1,6,0,2,10,0,2,5.27,4.80,1.61,87.9,96.9,0.13,-0.47
1060,이상민,21삼,0.13,30,0,0,0,1,1,0,3,24.2,15,13,110,28,6,1,2,14,0,0,14,0,1,4.74,4.95,1.70,95.2,90.8,0.13,0.31
1061,조현우,19K,0.13,7,0,0,0,0,0,0,0,7.2,3,3,35,6,2,0,0,5,0,1,9,0,2,3.52,3.40,1.44,117.5,122.0,0.13,0.01
1062,김진욱,21롯,0.13,39,0,0,5,4,6,0,8,45.2,32,32,227,42,9,0,3,49,3,3,45,0,15,6.31,5.44,1.99,72.1,82.0,0.13,-1.26
1063,문경찬,21N,0.13,35,0,0,0,0,1,0,4,31.0,20,17,142,25,6,0,6,20,1,0,25,0,1,4.94,6.07,1.45,92.0,74.8,0.13,-0.19
1064,오주원,18넥,0.13,61,0,0,0,3,6,1,15,52.1,37,36,226,61,11,0,8,13,3,1,36,0,1,6.19,5.08,1.41,83.2,100.3,0.13,-1.21
1065,박진우,20N,0.13,43,0,0,1,2,2,0,7,43.0,29,25,194,47,7,0,2,13,1,6,22,0,0,5.23,4.39,1.40,93.4,109.5,0.13,-0.38
1066,배우열,15k,0.13,12,0,0,0,0,0,0,1,16.0,10,10,70,21,2,2,2,4,0,0,17,0,2,5.63,3.87,1.56,89.3,126.5,0.13,-0.14
1067,이영준,17넥,0.13,10,0,0,0,1,0,0,0,8.1,5,5,43,10,1,0,0,4,0,2,4,0,0,5.40,4.94,1.68,92.1,101.6,0.13,-0.23
1068,김태경,21N,0.13,7,0,0,3,0,0,0,0,15.0,8,8,63,11,4,0,1,9,0,1,10,0,1,4.80,4.87,1.33,94.6,92.6,0.13,-0.05
1069,구창모,17N,0.13,31,0,0,25,7,10,0,0,115.0,80,68,524,138,20,1,18,50,1,5,118,0,9,5.32,5.13,1.64,93.2,97.6,0.13,-2.27
1070,이영준,22키,0.13,26,0,0,0,2,2,0,4,21.0,12,10,102,27,2,0,0,13,1,2,16,0,1,4.29,3.81,1.91,93.3,105.7,0.13,-1.38
1072,송신영,17한,0.13,5,0,0,0,0,0,0,0,6.1,3,3,26,6,1,0,0,0,0,2,6,0,0,4.26,2.79,0.95,117.9,179.9,0.13,-0.33
1073,민태호,15N,0.13,21,0,0,0,1,0,0,0,25.2,17,14,128,28,6,0,2,23,1,4,21,0,1,4.91,6.03,1.99,97.6,81.1,0.13,-0.10
1074,박성호,15한,0.12,16,0,0,0,0,0,0,1,20.2,14,11,96,24,4,0,2,11,1,1,12,0,1,4.79,5.31,1.69,104.0,92.6,0.12,-0.25
1075,윤희상,20S,0.12,4,0,0,1,0,0,0,0,3.0,1,1,11,1,0,0,0,2,0,0,2,0,0,3.00,4.22,1.00,160.8,113.4,0.12,-0.03
1076,신재웅,16S,0.12,35,0,0,0,0,1,0,4,18.0,12,11,91,16,1,0,4,17,1,3,17,0,3,5.50,7.96,1.83,94.9,66.1,0.12,-0.95
1077,김대우,21롯,0.12,39,0,0,0,2,2,0,9,35.1,22,20,160,32,7,0,4,24,0,4,31,0,5,5.09,5.43,1.59,89.2,82.3,0.12,-0.71
1078,김민수,15k,0.12,15,0,0,1,0,1,0,1,23.1,18,15,115,30,6,1,1,13,0,1,18,1,5,5.79,4.43,1.84,86.9,112.0,0.12,-0.28
1079,고영창,20K,0.12,48,0,0,0,1,1,1,2,58.0,46,44,275,88,19,0,3,17,2,5,23,2,6,6.83,4.47,1.81,70.3,106.9,0.12,-0.63
1080,김대우,22롯,0.12,10,0,0,0,0,0,0,1,10.0,5,5,43,6,2,1,0,8,0,0,8,0,4,4.50,4.14,1.40,92.5,99.2,0.12,-0.07
1081,유재유,17L,0.12,3,0,0,0,0,0,0,0,5.0,2,2,25,6,1,0,0,4,0,0,1,0,0,3.60,5.74,2.00,134.6,86.5,0.12,-0.01
1082,정동윤,18S,0.12,2,0,0,0,0,0,0,0,2.2,1,1,11,3,0,0,1,1,0,0,3,0,0,3.38,7.58,1.50,155.8,70.9,0.12,-0.09
1083,이승현,15L,0.11,15,0,0,0,0,0,0,0,15.1,10,10,71,14,2,1,1,10,0,1,21,0,0,5.87,3.88,1.57,80.0,122.7,0.11,-0.05
1084,강장산,15N,0.11,20,0,0,0,0,0,0,0,25.2,17,16,121,27,7,0,3,15,1,3,9,0,4,5.61,6.42,1.64,85.4,76.1,0.11,-0.36
1085,김종수,21한,0.11,49,0,0,0,1,1,0,6,46.2,29,25,208,34,10,0,7,32,0,3,38,0,2,4.82,5.90,1.41,90.8,75.5,0.11,-0.20
1086,임현준,17삼,0.11,11,0,0,0,0,0,0,0,10.2,7,6,48,11,3,0,0,4,0,2,4,0,0,5.06,4.67,1.41,100.2,106.3,0.11,-0.16
1087,서진용,18S,0.11,48,0,0,0,3,2,1,12,50.0,36,34,225,52,8,2,14,23,3,2,58,0,4,6.12,6.47,1.50,85.9,82.9,0.11,-0.01
1090,김재균,18N,0.11,4,0,0,1,0,0,0,0,5.2,3,2,29,3,0,1,0,9,0,0,4,0,0,3.18,7.19,2.12,163.4,73.2,0.11,-0.18
1091,신재웅,21S,0.11,8,0,0,0,0,0,0,0,8.1,4,4,37,6,1,0,0,5,0,0,9,1,0,4.32,2.97,1.32,103.9,151.0,0.11,0.03
1092,최승용,21두,0.11,15,0,0,2,0,0,0,2,18.1,10,8,83,20,3,1,3,10,0,1,16,0,0,3.93,5.51,1.64,109.8,77.2,0.11,-0.27
1094,임준섭,22한,0.11,5,0,0,0,0,0,0,0,3.2,1,1,18,5,1,0,0,1,0,1,0,0,2,2.45,4.98,1.64,164.9,82.1,0.11,-0.03
1095,박주성,21키,0.11,13,0,0,0,0,1,0,0,18.1,11,10,89,24,1,0,1,9,0,2,12,0,1,4.91,4.53,1.80,90.3,96.5,0.11,-0.51
1096,정동현,16K,0.11,9,0,0,3,1,2,0,0,18.0,13,12,79,20,7,0,2,6,1,2,4,0,0,6.00,5.96,1.44,86.3,87.3,0.11,-0.46
1097,임지섭,15L,0.11,8,0,0,8,1,2,0,0,31.2,23,22,144,18,2,0,3,36,0,2,37,0,9,6.25,6.11,1.71,75.1,77.5,0.11,-0.63
1098,민태호,16N,0.11,25,0,0,0,2,0,0,1,28.1,20,19,131,33,9,0,2,15,0,4,18,0,0,6.04,5.45,1.69,84.3,94.8,0.11,-0.06
1099,임찬규,16L,0.10,15,0,0,10,3,3,0,1,47.0,35,34,215,46,11,1,6,32,0,6,38,0,6,6.51,6.26,1.66,78.1,79.7,0.10,-0.35
1100,한선태,19L,0.10,6,0,0,0,0,0,0,0,7.1,3,3,29,6,0,0,0,1,0,1,4,0,0,3.68,3.13,0.96,111.5,132.8,0.10,0.01
1101,이혜천,15N,0.10,29,0,0,0,0,0,0,3,17.1,11,10,74,15,2,0,3,7,0,2,10,0,1,5.19,6.27,1.27,92.3,77.9,0.10,0.14
1102,송승준,20롯,0.10,22,0,0,1,2,2,0,1,24.2,17,17,119,30,5,2,2,14,2,3,25,0,3,6.20,4.41,1.78,78.5,108.6,0.10,-1.18
1103,전인환,18L,0.10,5,0,0,0,0,0,0,0,5.2,3,3,25,7,1,0,0,3,0,0,4,0,0,4.76,4.01,1.77,105.9,128.7,0.10,-0.00
1104,백정현,20삼,0.10,11,0,0,11,4,4,0,0,59.0,43,34,258,67,15,2,13,17,0,1,46,0,1,5.19,5.78,1.42,94.6,85.6,0.10,-0.87
1105,송명기,21N,0.10,24,0,0,24,8,9,0,0,123.1,83,81,574,147,39,2,12,58,1,9,102,1,2,5.91,4.55,1.66,76.8,99.3,0.10,-0.74
1106,김도규,21롯,0.10,43,0,0,0,2,1,0,5,42.0,28,27,182,41,5,1,3,22,1,0,39,0,2,5.79,3.90,1.50,78.6,114.2,0.10,0.51
1107,김현수,20K,0.10,15,0,0,4,1,2,0,0,32.1,27,26,167,41,7,3,3,31,0,2,19,0,1,7.24,6.65,2.23,66.3,72.1,0.10,-0.12
1108,김동혁,20키,0.10,8,0,0,0,0,1,0,0,8.2,5,5,36,8,1,1,1,1,0,1,6,0,1,5.19,4.36,1.04,90.9,106.2,0.10,-0.12
1109,한승혁,20롯,0.10,9,0,0,0,1,0,0,0,7.0,4,4,31,8,1,0,0,4,0,0,3,0,0,5.14,4.41,1.71,94.7,108.1,0.10,-0.00
1110,박주혁,22삼,0.10,8,0,0,0,0,0,0,0,6.2,3,1,29,5,0,0,1,4,0,0,3,0,1,1.35,6.19,1.35,309.2,67.0,0.10,-0.03
1111,홍성무,16k,0.10,8,0,0,0,0,0,0,0,9.0,6,4,40,11,3,1,2,1,0,0,12,0,0,4.00,4.35,1.33,130.6,121.0,0.10,-0.03
1112,손주영,17L,0.10,5,0,0,0,0,0,0,0,6.0,3,3,26,6,0,0,0,1,0,1,5,0,0,4.50,3.07,1.17,107.6,162.4,0.10,0.11
1113,윤길현,16롯,0.10,62,0,0,0,7,7,2,16,60.0,42,40,275,75,17,3,8,22,2,2,50,1,3,6.00,4.96,1.62,87.1,105.5,0.10,-2.99
1115,류진욱,22N,0.10,51,0,0,0,4,2,0,4,46.1,29,25,214,48,7,1,2,31,0,4,37,1,3,4.86,4.57,1.71,83.9,89.8,0.10,-0.45
1116,오석주,22L,0.10,4,0,0,0,0,0,0,0,3.2,1,1,15,4,0,1,1,0,0,0,2,0,0,2.45,5.79,1.09,161.9,65.8,0.10,-0.15
1117,서동민,20S,0.10,9,0,0,0,0,0,0,0,8.1,5,5,38,10,2,0,2,4,0,0,7,0,0,5.40,6.44,1.68,89.3,76.4,0.10,-0.01
1118,김성배,16롯두,0.09,39,0,0,0,0,1,1,5,37.1,26,25,184,59,8,1,5,19,0,2,27,0,1,6.03,5.77,2.09,85.6,88.2,0.09,-1.57
1120,강효종,22L,0.09,1,0,0,1,1,0,0,0,5.0,2,2,22,5,0,0,0,4,0,0,4,0,0,3.60,4.14,1.80,110.4,99.0,0.09,0.05
1122,김태오,18K,0.09,8,0,0,4,1,2,0,0,21.0,16,14,102,32,7,1,4,9,0,2,14,0,0,6.00,6.55,1.95,88.3,79.2,0.09,-0.53
1124,이병헌,22두,0.09,9,0,0,0,0,0,0,0,5.0,2,2,28,5,1,0,0,7,0,1,5,0,2,3.60,6.14,2.40,110.5,66.7,0.09,-0.06
1125,한승혁,21K,0.09,8,0,0,5,0,3,0,0,23.2,15,12,103,25,5,1,0,10,0,2,17,0,2,4.56,3.42,1.48,97.4,131.4,0.09,-0.33
1126,문경찬,22롯,0.09,38,0,0,0,1,2,0,1,40.1,27,26,184,51,11,0,7,13,1,1,31,1,2,5.80,5.02,1.59,71.7,80.5,0.09,-0.46
1127,김기표,15k,0.09,14,0,0,0,0,0,0,0,10.1,7,7,43,11,2,0,2,2,0,1,6,1,1,6.10,5.84,1.26,82.4,82.9,0.09,-0.23
1128,전유수,21K,0.09,11,0,0,0,1,0,0,0,10.2,6,4,46,9,1,0,1,6,0,0,9,0,0,3.38,4.55,1.41,133.1,97.6,0.09,-0.07
1129,전사민,22N,0.09,7,0,0,0,0,0,0,0,8.1,4,3,34,5,0,0,1,6,0,0,2,0,0,3.24,6.58,1.32,125.7,62.5,0.09,-0.04
1130,김대우,19삼,0.09,44,0,0,0,5,1,0,1,59.2,38,34,253,61,16,2,11,16,0,5,40,0,2,5.13,5.52,1.29,84.6,78.2,0.09,-0.42
1131,이정현,22K,0.09,3,0,0,0,0,0,0,0,3.2,1,1,18,3,0,0,1,4,0,1,1,0,0,2.45,10.43,1.91,167.8,38.9,0.09,0.01
1132,차재용,19롯,0.09,9,0,0,0,0,0,0,0,9.2,6,4,47,9,2,0,0,8,1,0,7,0,1,3.72,4.13,1.76,112.6,100.6,0.09,-0.03
1133,성재헌,20L,0.09,4,0,0,0,0,0,0,0,4.1,2,2,20,6,1,0,0,1,0,1,1,0,0,4.15,4.48,1.62,111.4,106.0,0.09,0.06
1134,박웅,22두,0.09,8,0,0,0,0,0,0,0,6.0,3,3,33,7,0,0,0,7,0,0,3,0,0,4.50,5.84,2.33,88.4,70.1,0.09,0.04
1135,김준,15K,0.09,6,0,0,0,0,0,0,0,4.1,2,1,20,6,2,0,0,2,0,0,1,0,0,2.08,4.54,1.85,237.5,108.2,0.09,-0.05
1137,백정현,22삼,0.08,24,0,0,24,4,13,0,0,124.2,76,72,562,154,27,2,22,37,1,9,70,0,9,5.20,5.59,1.53,80.3,74.6,0.08,-1.38
1138,김윤수,19삼,0.08,5,0,0,2,1,1,0,0,11.2,6,6,54,10,3,1,2,10,0,0,9,0,0,4.63,6.66,1.71,93.8,64.4,0.08,-0.32
1139,노시훈,21N,0.08,5,0,0,0,0,0,0,0,4.2,2,2,22,4,1,0,1,4,0,0,2,0,0,3.86,7.83,1.71,117.7,57.9,0.08,-0.03
1140,임정호,19N,0.08,6,0,0,0,0,1,0,0,4.2,2,2,19,3,0,0,0,2,0,0,6,0,0,3.86,2.12,1.07,109.3,201.0,0.08,0.14
1142,박정수,15K,0.08,19,0,0,4,0,3,0,0,42.1,31,26,197,47,12,1,4,19,0,6,25,2,4,5.53,5.43,1.56,89.2,90.8,0.08,-0.51
1143,이정담,16S,0.08,6,0,0,0,0,0,0,0,5.1,3,3,24,6,2,0,1,2,0,0,0,0,0,5.06,7.36,1.50,103.1,71.6,0.08,0.01
1144,황인준,20K,0.08,3,0,0,0,0,0,0,0,4.0,2,2,18,6,1,0,1,2,0,0,1,0,0,4.50,7.81,2.00,106.7,61.1,0.08,0.00
1145,강영식,16롯,0.08,24,0,0,0,0,2,0,5,11.2,8,7,55,13,2,0,2,9,0,0,11,0,0,5.40,6.45,1.89,96.8,81.1,0.08,-0.23
1147,박승주,17넥,0.08,1,0,0,0,0,0,1,0,3.0,1,1,12,0,0,0,0,3,0,1,0,0,1,3.00,7.74,1.00,165.8,64.9,0.08,0.01
1148,이상우,22K,0.07,2,0,0,0,0,0,0,0,3.1,1,1,14,3,1,0,0,2,0,0,1,0,0,2.70,4.54,1.50,152.5,89.3,0.07,-0.01
1150,손정욱,20N,0.07,16,0,0,0,0,0,0,0,12.0,8,7,58,16,2,0,1,5,0,1,5,0,0,5.25,5.31,1.75,93.1,90.9,0.07,0.14
1151,배장호,15롯,0.07,9,0,0,5,0,2,0,0,28.2,21,21,132,35,11,0,5,10,1,5,9,0,0,6.59,6.72,1.57,76.4,73.9,0.07,-0.63
1152,홍정우,20삼,0.07,30,0,0,0,0,0,0,1,30.0,23,22,139,37,4,1,5,12,0,1,29,0,1,6.60,5.09,1.63,74.3,96.7,0.07,-0.23
1153,이동걸,16한,0.07,5,0,0,0,0,0,0,0,5.0,3,3,23,6,1,0,2,2,0,0,1,0,1,5.40,9.79,1.60,97.3,54.0,0.07,-0.01
1154,손동현,20K,0.07,23,0,0,0,0,0,0,1,20.1,14,12,91,21,5,0,5,10,1,0,12,0,3,5.31,6.90,1.53,90.5,68.7,0.07,-0.06
1157,이재익,21삼,0.07,11,0,0,0,2,0,0,0,10.0,6,5,51,11,0,0,1,12,1,0,5,0,0,4.50,6.93,2.30,100.3,65.1,0.07,-0.22
