이름,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA,소속팀,연도,포지션,연봉
김민혁,-0.18,18,21,21,1,4,2,0,0,6,2,0,0,0,0,0,6,1,0,0,0.19,0.191,0.286,0.476,0.208,8.3,-0.25,두산,2017,XX,3000.0
임훈,-0.18,42,85,82,8,24,1,0,0,25,7,1,2,2,1,0,16,3,0,0,0.293,0.318,0.305,0.623,0.292,62.2,-0.58,LG,2017,RF,7000.0
강한울,-0.18,104,322,298,36,81,13,3,0,100,27,7,3,15,0,0,46,2,9,0,0.272,0.307,0.336,0.642,0.291,55.3,-0.74,KIA,2016,SS,
박준영,-0.18,32,51,46,4,7,4,0,0,11,3,1,0,2,3,0,17,2,0,0,0.152,0.235,0.239,0.474,0.23,24.6,-0.25,NC,2020,SS,2700.0
황선일,-0.18,13,25,23,1,4,2,0,0,6,2,1,0,1,1,0,6,1,0,0,0.174,0.24,0.261,0.501,0.236,22.3,-0.53,한화,2015,RF,0.0
이주형,-0.18,13,19,16,3,2,0,0,0,2,0,2,1,1,1,0,7,0,1,0,0.125,0.222,0.125,0.347,0.18,-6.5,-0.5,LG,2021,1B,
김태완,-0.18,34,52,46,4,9,2,0,1,14,9,0,0,5,0,1,15,2,0,1,0.196,0.269,0.304,0.574,0.257,33.1,-0.37,삼성,2016,XX,
김회성,-0.18,28,58,45,12,9,0,0,1,12,8,0,0,9,2,0,17,1,0,2,0.2,0.345,0.267,0.612,0.305,63.5,0.01,한화,2016,1B,5500.0
이진영,-0.18,70,240,220,27,44,12,1,8,82,31,2,2,17,0,0,90,4,0,3,0.2,0.254,0.373,0.627,0.283,71.1,-1.9,한화,2022,RF,
이성우,-0.18,88,134,120,10,29,5,0,0,34,5,1,0,8,1,0,16,4,4,1,0.242,0.292,0.283,0.576,0.26,41.7,-1.03,SSG,2018,C,
안중열,-0.18,19,29,28,2,5,1,0,0,6,3,0,0,1,0,0,9,0,0,0,0.179,0.207,0.214,0.421,0.2,-2.5,-0.2,롯데,2016,C,3000.0
강승호,-0.18,15,42,39,5,6,0,0,2,12,5,0,0,2,0,0,18,1,1,0,0.154,0.195,0.308,0.503,0.223,19.7,-0.38,SSG,2019,2B,
민병헌,-0.18,14,49,42,5,8,3,0,0,11,2,0,1,6,0,0,11,2,1,0,0.19,0.292,0.262,0.554,0.269,50.2,-0.2,롯데,2021,CF,
김재현,-0.18,46,20,19,13,2,0,1,0,4,0,7,1,0,1,0,6,0,0,0,0.105,0.15,0.211,0.361,0.164,-20.3,-0.03,SSG,2015,CF,4000.0
최준우,-0.18,66,207,182,23,43,4,0,3,56,14,1,1,19,0,0,28,3,5,1,0.236,0.307,0.308,0.615,0.285,60.3,-0.59,SSG,2020,2B,
김규남,-0.18,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.13,SSG,2021,LF,
김병희,-0.18,29,22,21,4,3,0,0,1,6,2,0,0,0,0,0,7,0,0,1,0.143,0.136,0.286,0.422,0.175,-10.9,-0.19,kt,2020,3B,3000.0
김용의,-0.18,114,210,179,35,39,5,3,0,50,17,8,3,24,2,1,38,1,4,1,0.218,0.316,0.279,0.595,0.282,65.1,-0.35,LG,2019,1B,10500.0
최영진,-0.18,43,91,80,5,15,4,0,2,25,10,2,2,8,2,0,20,2,1,0,0.188,0.278,0.313,0.59,0.276,64.3,-0.05,삼성,2022,3B,
송광민,-0.19,94,298,277,31,65,12,0,9,104,43,0,0,14,3,1,69,17,1,3,0.235,0.276,0.375,0.652,0.291,66.5,-1.29,한화,2020,3B,
김정혁,-0.19,46,118,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,0.236,0.299,0.321,0.62,0.288,53.1,-0.88,삼성,2016,3B,0.0
이성규,-0.19,15,20,17,4,2,0,0,0,2,0,0,0,1,1,0,9,0,1,0,0.118,0.211,0.118,0.328,0.167,-19.5,-0.34,삼성,2017,2B,
이흥련,-0.19,22,55,45,4,6,2,0,0,8,1,0,0,5,2,0,22,2,3,0,0.133,0.25,0.178,0.428,0.209,18.1,-0.48,SSG,2022,C,
이상호,-0.19,102,256,234,30,65,7,0,0,72,12,10,5,9,2,0,22,10,8,3,0.278,0.307,0.308,0.614,0.281,63.9,-1.34,NC,2019,2B,10000.0
조윤준,-0.19,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,-132.4,-0.07,LG,2015,C,3000.0
김재현,-0.19,8,14,14,3,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,0.135,-37.6,-0.06,SSG,2020,LF,
신성현,-0.19,17,25,23,3,2,0,0,1,5,2,1,0,2,0,0,5,2,0,0,0.087,0.16,0.217,0.377,0.178,4.4,-0.21,두산,2022,LF,4000.0
안중열,-0.19,73,145,136,10,26,6,1,2,40,4,0,1,6,2,0,41,2,1,0,0.191,0.236,0.294,0.53,0.246,40.6,-1.69,롯데,2019,C,
박윤,-0.19,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.091,0.167,0.091,0.258,0.141,-42.9,-0.06,키움,2016,1B,
권정웅,-0.19,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.09,삼성,2018,C,
나성용,-0.19,6,11,11,0,2,0,0,0,2,1,0,1,0,0,0,7,1,0,0,0.182,0.182,0.182,0.364,0.169,-16.7,-0.03,삼성,2017,DH,
이재율,-0.19,52,27,24,16,4,0,0,0,4,1,9,1,0,2,0,9,0,1,0,0.167,0.231,0.167,0.397,0.193,-1.6,-0.26,NC,2017,LF,3200.0
신용수,-0.19,17,20,20,4,2,0,0,1,5,2,0,0,0,0,0,4,0,0,0,0.1,0.1,0.25,0.35,0.151,-25.6,-0.24,롯데,2019,SS,2900.0
이진영,-0.19,11,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0.133,0.133,0.133,0.267,0.126,-42.1,-0.14,KIA,2019,RF,3400.0
김영환,-0.19,13,15,14,1,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0.071,0.133,0.071,0.205,0.111,-51.5,-0.39,kt,2019,XX,3300.0
오정복,-0.19,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.26,,2018,XX,
이창진,-0.19,105,293,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,0.209,0.308,0.285,0.593,0.287,63.8,-1.06,KIA,2021,CF,7000.0
강태율,-0.2,19,31,26,1,2,1,0,1,6,5,0,1,4,0,0,10,1,0,1,0.077,0.194,0.231,0.424,0.204,7.9,-0.52,롯데,2021,C,3300.0
이주찬,-0.2,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.09,롯데,2021,2B,
한동희,-0.2,87,226,211,24,49,13,1,4,76,25,0,1,12,2,0,58,7,0,1,0.232,0.279,0.36,0.639,0.282,55.3,-1.63,롯데,2018,3B,
김민하,-0.2,46,49,45,8,9,1,0,1,13,1,4,0,1,1,0,19,2,2,0,0.2,0.234,0.289,0.523,0.231,17.3,-0.9,롯데,2016,CF,3600.0
장운호,-0.2,7,12,10,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0.1,0.182,0.1,0.282,0.139,-31.9,-0.04,한화,2019,RF,3800.0
박석민,-0.2,16,58,47,3,7,2,0,0,9,2,0,0,9,1,0,8,3,1,0,0.149,0.298,0.191,0.49,0.251,48.2,-0.32,NC,2022,3B,70000.0
홍성호,-0.2,12,19,18,3,3,0,0,0,3,0,0,0,1,0,0,7,1,0,0,0.167,0.211,0.167,0.377,0.187,3.4,-0.28,두산,2022,RF,3000.0
장진혁,-0.2,50,48,42,9,9,4,1,0,15,2,1,2,4,2,0,11,0,0,0,0.214,0.313,0.357,0.67,0.304,69.2,0.03,한화,2018,LF,
송우현,-0.2,14,15,12,3,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0.0,0.2,0.0,0.2,0.149,-28.5,-0.16,키움,2020,RF,
크론,-0.2,67,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,4,0.222,0.255,0.42,0.675,0.3,78.7,-0.75,SSG,2022,1B,
신범수,-0.2,19,26,25,0,4,2,1,0,8,4,0,0,0,0,0,7,1,0,1,0.16,0.154,0.32,0.474,0.19,-5.9,-0.18,KIA,2018,C,3200.0
문선재,-0.2,15,6,6,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.167,0.167,0.167,0.333,0.157,-24.3,-0.06,KIA,2020,RF,4000.0
이재율,-0.21,33,45,41,8,7,1,1,0,10,1,3,1,2,2,0,10,0,0,0,0.171,0.244,0.244,0.488,0.23,26.6,0.06,NC,2018,LF,
신성현,-0.21,16,27,24,5,4,0,0,1,7,2,0,0,2,0,0,9,1,0,1,0.167,0.222,0.292,0.514,0.225,22.4,-0.28,두산,2018,1B,
윤해진,-0.21,28,38,35,4,6,1,0,1,10,2,0,0,0,1,0,8,0,1,1,0.171,0.189,0.286,0.475,0.203,1.4,-0.08,KIA,2015,SS,
이흥련,-0.21,71,108,105,16,25,7,0,1,35,17,2,1,1,1,0,22,1,1,0,0.238,0.252,0.333,0.586,0.261,40.6,-0.26,삼성,2015,C,
백승민,-0.21,19,45,42,4,10,1,0,0,11,4,0,0,2,0,0,12,2,0,1,0.238,0.267,0.262,0.529,0.25,44.1,-0.31,삼성,2019,1B,4500.0
이택근,-0.21,20,64,57,5,11,5,0,0,16,7,0,0,7,0,0,21,1,0,0,0.193,0.281,0.281,0.562,0.269,51.6,-0.11,키움,2020,LF,
나승엽,-0.21,60,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,1,0.204,0.289,0.274,0.563,0.276,55.7,-0.56,롯데,2021,1B,4000.0
김성윤,-0.21,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0,1,0.167,0.158,0.167,0.325,0.151,-25.2,-0.38,삼성,2021,CF,3800.0
박준태,-0.21,38,47,41,13,7,3,0,0,10,4,1,1,4,0,0,15,1,0,2,0.171,0.234,0.244,0.478,0.226,26.0,-0.58,키움,2019,RF,4500.0
채현우,-0.21,16,24,23,2,3,1,0,0,4,0,3,0,1,0,0,8,2,0,0,0.13,0.167,0.174,0.341,0.163,-18.7,-0.13,SSG,2020,LF,
서호철,-0.21,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.0,-0.05,NC,2020,3B,
장진혁,-0.21,19,37,32,2,5,0,1,0,7,1,2,1,5,0,0,6,0,0,0,0.156,0.27,0.219,0.489,0.244,36.7,-0.21,한화,2020,RF,
안주형,-0.21,18,23,20,2,3,0,0,0,3,2,0,0,1,0,0,6,0,1,1,0.15,0.182,0.15,0.332,0.154,-18.2,-0.25,삼성,2022,2B,3300.0
강상원,-0.21,35,49,37,7,4,0,0,0,4,2,3,0,9,1,0,11,0,2,0,0.108,0.298,0.108,0.406,0.229,26.0,-0.23,한화,2021,CF,3250.0
강경학,-0.21,26,39,33,3,5,0,0,0,5,1,1,0,5,1,0,13,0,0,0,0.152,0.282,0.152,0.434,0.237,31.3,-0.4,한화,2021,K2B,
한승택,-0.21,65,119,102,11,18,2,0,1,23,11,0,0,9,3,0,30,2,4,1,0.176,0.261,0.225,0.486,0.232,34.7,-0.82,KIA,2022,C,8500.0
김민우,-0.21,90,315,269,28,70,16,1,6,106,34,8,3,21,1,0,75,3,21,3,0.26,0.313,0.394,0.707,0.297,63.8,0.5,KIA,2015,2B,0.0
김경호,-0.21,56,110,105,17,30,3,1,0,35,9,1,4,3,0,0,16,2,1,1,0.286,0.303,0.333,0.636,0.292,67.2,-0.88,SSG,2020,LF,
임지열,-0.22,19,30,25,5,3,0,0,0,3,0,0,1,4,1,0,10,1,0,0,0.12,0.267,0.12,0.387,0.22,19.8,-0.14,키움,2021,LF,3200.0
이상훈,-0.22,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,-132.4,-0.17,삼성,2015,RF,3500.0
심우준,-0.22,122,251,236,36,57,9,1,3,77,17,17,1,8,0,0,40,5,5,2,0.242,0.264,0.326,0.591,0.264,37.0,-0.81,kt,2016,SS,5000.0
정진기,-0.22,50,140,126,14,30,2,2,2,42,15,7,1,7,1,1,34,2,4,2,0.238,0.279,0.333,0.613,0.27,51.2,-0.03,SSG,2020,RF,
김대한,-0.22,19,18,15,4,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0.0,0.167,0.0,0.167,0.12,-43.4,-0.19,두산,2019,CF,2800.0
정보근,-0.22,15,35,32,3,4,0,0,0,4,1,0,0,2,1,0,10,2,0,0,0.125,0.2,0.125,0.325,0.171,-9.9,-0.45,롯데,2019,C,2900.0
김영환,-0.22,37,49,48,4,11,0,0,1,14,7,1,0,1,0,0,11,0,0,0,0.229,0.245,0.292,0.537,0.245,29.5,-0.18,kt,2015,2B,3700.0
정현석,-0.22,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.2,한화,2016,LF,0.0
박정음,-0.22,16,17,16,1,1,0,0,1,4,1,0,0,0,1,0,4,0,0,0,0.063,0.118,0.25,0.368,0.153,-25.2,-0.62,키움,2018,RF,
홍성갑,-0.22,6,8,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,-130.7,-0.35,키움,2018,LF,
윤진호,-0.22,34,23,21,3,4,0,0,0,4,0,1,0,0,0,0,6,1,2,0,0.19,0.191,0.19,0.381,0.164,-28.3,0.03,LG,2016,SS,4000.0
윤병호,-0.22,14,37,33,3,6,1,0,0,7,0,1,0,2,1,0,10,0,1,0,0.182,0.25,0.212,0.462,0.217,14.5,-0.21,NC,2018,CF,
서예일,-0.22,31,21,19,3,2,0,0,0,2,0,0,0,2,0,0,8,1,0,0,0.105,0.191,0.105,0.296,0.161,-29.5,-0.18,두산,2016,SS,
박준태,-0.22,52,84,70,9,11,4,0,1,18,10,0,0,11,2,0,33,0,1,0,0.157,0.289,0.257,0.546,0.267,61.5,-0.55,키움,2022,RF,5000.0
배성근,-0.22,4,7,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.0,-0.18,롯데,2020,SS,3200.0
추재현,-0.22,13,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0.125,0.25,0.125,0.375,0.206,9.1,-0.3,롯데,2020,CF,2700.0
김경호,-0.22,32,27,26,4,5,1,0,0,6,2,0,0,0,0,0,7,0,1,0,0.192,0.192,0.231,0.423,0.189,1.4,-0.44,두산,2019,CF,2900.0
김성표,-0.22,17,18,17,5,2,0,0,0,2,0,2,0,1,0,0,5,0,0,0,0.118,0.167,0.118,0.284,0.145,-24.7,-0.21,삼성,2022,CF,
도태훈,-0.22,32,51,47,3,9,1,0,1,13,4,0,0,4,0,0,7,2,0,0,0.191,0.255,0.277,0.532,0.246,32.1,-0.27,NC,2017,3B,3000.0
박민,-0.22,18,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,0.171,0.237,0.2,0.437,0.22,18.8,-0.41,KIA,2021,SS,3500.0
김태훈,-0.22,44,91,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,0.23,0.256,0.333,0.589,0.271,52.0,0.21,kt,2021,RF,4100.0
이우성,-0.22,48,67,59,5,12,1,0,0,13,3,1,0,6,2,0,11,2,0,0,0.203,0.299,0.22,0.519,0.262,45.2,-0.31,KIA,2020,LF,4000.0
김태훈,-0.22,44,91,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,0.23,0.256,0.333,0.589,0.271,52.0,0.21,키움,2021,RF,19000.0
최경철,-0.23,109,215,183,23,38,7,1,3,56,19,3,1,14,8,0,55,1,9,1,0.208,0.291,0.306,0.597,0.269,49.6,-0.31,LG,2015,C,9000.0
한승택,-0.23,27,30,28,1,5,0,0,0,5,5,0,0,1,0,0,8,0,1,0,0.179,0.207,0.179,0.386,0.182,-16.1,0.12,KIA,2016,C,3100.0
박정음,-0.23,81,162,140,26,34,4,1,2,46,15,3,4,9,8,0,39,0,4,1,0.243,0.323,0.329,0.651,0.296,64.8,-0.03,키움,2017,CF,5500.0
정경운,-0.23,46,121,106,8,25,2,1,1,32,7,2,0,9,0,0,24,2,4,2,0.236,0.291,0.302,0.593,0.264,44.1,-1.42,한화,2017,SS,0.0
이병규,-0.23,19,48,44,5,9,0,1,0,11,5,0,0,4,0,0,14,0,0,0,0.205,0.271,0.25,0.521,0.248,31.7,-0.16,LG,2017,LF,
조윤준,-0.23,25,43,38,3,9,0,0,0,9,8,0,0,2,0,0,6,2,2,1,0.237,0.268,0.237,0.505,0.228,19.6,-0.14,LG,2017,C,0.0
김정혁,-0.23,17,20,18,3,3,0,0,0,3,1,0,0,1,0,0,3,0,1,0,0.167,0.211,0.167,0.377,0.177,-14.3,-0.35,삼성,2015,1B,3300.0
백승현,-0.23,14,30,30,1,5,1,0,0,6,0,1,0,0,0,0,10,1,0,0,0.167,0.167,0.2,0.367,0.17,-11.5,-0.59,LG,2019,3B,3400.0
이성우,-0.23,36,39,33,0,7,0,0,0,7,2,0,0,1,0,0,8,1,5,0,0.212,0.235,0.212,0.447,0.191,-0.1,-0.29,LG,2021,C,
김재성,-0.23,58,73,65,6,9,2,1,1,16,3,1,0,5,1,0,13,2,1,1,0.138,0.208,0.246,0.455,0.214,18.1,-0.74,LG,2021,C,
홍재호,-0.23,22,16,13,4,1,0,0,0,1,1,0,0,2,0,0,3,0,0,1,0.077,0.188,0.077,0.264,0.152,-34.6,-0.05,KIA,2016,2B,3700.0
김응민,-0.23,45,85,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,0.224,0.281,0.237,0.517,0.245,35.6,0.05,삼성,2020,C,3200.0
김호은,-0.23,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.4,-0.27,LG,2021,XX,4000.0
천재환,-0.23,29,36,35,4,5,1,0,1,9,1,1,0,0,1,0,11,1,0,0,0.143,0.167,0.257,0.424,0.194,9.2,-0.8,NC,2022,CF,3000.0
김창평,-0.23,18,53,45,4,8,2,0,0,10,3,0,0,4,1,0,11,1,3,0,0.178,0.26,0.222,0.482,0.225,27.3,-0.49,SSG,2019,2B,3000.0
서동욱,-0.23,32,56,49,3,10,3,0,0,13,2,0,0,5,1,0,15,1,0,1,0.204,0.286,0.265,0.551,0.26,42.0,-0.44,KIA,2018,1B,11100.0
최정용,-0.23,53,65,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,0.192,0.307,0.212,0.518,0.255,42.0,-0.66,KIA,2021,2B,3800.0
오영수,-0.24,11,16,15,0,2,0,0,0,2,0,0,1,1,0,0,5,0,0,0,0.133,0.188,0.133,0.321,0.16,-23.3,-0.42,NC,2018,DH,
김태완,-0.24,22,50,46,5,11,2,0,0,13,3,0,0,2,2,0,16,1,0,0,0.239,0.3,0.283,0.583,0.279,49.6,-0.36,한화,2015,DH,8000.0
송민섭,-0.24,114,51,41,21,8,1,1,1,14,5,4,3,5,1,0,13,0,3,1,0.195,0.292,0.341,0.633,0.274,54.1,-0.06,kt,2020,RF,4700.0
나지완,-0.24,31,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,0.16,0.324,0.173,0.496,0.272,53.2,-0.12,KIA,2021,LF,15000.0
김대륙,-0.24,58,59,49,5,7,1,2,0,12,5,0,0,5,3,0,20,0,1,1,0.143,0.259,0.245,0.504,0.241,26.3,-0.01,롯데,2016,SS,3400.0
서예일,-0.24,35,27,25,2,4,1,0,0,5,2,0,0,1,0,0,6,1,1,0,0.16,0.192,0.2,0.392,0.18,0.6,-0.2,두산,2022,2B,3300.0
오선진,-0.24,57,53,43,6,7,0,0,0,7,3,0,0,5,2,0,8,0,3,0,0.163,0.28,0.163,0.443,0.224,11.5,0.32,한화,2016,2B,7600.0
김대우,-0.24,12,22,20,1,4,2,0,0,6,4,0,0,1,0,0,10,0,1,0,0.2,0.238,0.3,0.538,0.232,21.7,-0.05,롯데,2017,DH,2900.0
윤해진,-0.24,34,34,30,5,5,0,0,1,8,2,0,0,2,0,0,6,0,1,1,0.167,0.212,0.267,0.479,0.211,3.0,-0.32,KIA,2016,2B,
김민준,-0.24,20,13,12,4,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0.083,0.154,0.083,0.237,0.13,-50.1,-0.19,키움,2016,RF,2700.0
김동한,-0.24,82,73,68,23,15,5,0,0,20,5,10,4,5,0,0,8,2,0,0,0.221,0.274,0.294,0.568,0.268,47.6,-0.64,롯데,2020,3B,
김지성,-0.24,20,21,21,2,3,0,0,1,6,2,0,0,0,0,0,9,1,0,0,0.143,0.143,0.286,0.429,0.181,-3.6,-0.31,LG,2015,SS,3800.0
문선재,-0.24,103,245,212,27,48,13,1,5,78,27,9,6,23,3,0,54,4,6,1,0.226,0.31,0.368,0.678,0.302,73.7,-0.81,LG,2015,CF,6500.0
루이즈,-0.25,27,94,84,10,13,4,1,1,22,6,1,0,9,0,0,13,5,0,1,0.155,0.234,0.262,0.496,0.235,39.5,-0.9,LG,2022,3B,
이해창,-0.25,4,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.23,한화,2022,C,
윤정빈,-0.25,13,10,10,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.11,삼성,2022,XX,3000.0
원혁재,-0.25,11,23,21,2,2,1,0,0,3,0,0,0,2,0,0,12,0,0,0,0.095,0.174,0.143,0.317,0.161,-13.2,-0.3,한화,2022,LF,3000.0
천성호,-0.25,66,77,69,9,14,3,0,0,17,1,1,1,7,1,0,15,0,0,0,0.203,0.286,0.246,0.532,0.261,44.2,-0.41,kt,2020,2B,2700.0
김규성,-0.25,70,52,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,0.18,0.196,0.28,0.476,0.213,22.3,-0.58,,2022,2B,
조수행,-0.25,66,29,29,16,8,0,0,0,8,3,2,3,0,0,0,6,0,0,0,0.276,0.276,0.276,0.552,0.26,33.5,0.06,두산,2016,LF,3600.0
정주현,-0.25,15,9,8,2,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0.0,0.0,-132.7,0.0,LG,2017,CF,5000.0
신준우,-0.25,56,51,42,7,7,3,0,0,10,4,0,1,4,3,0,21,1,1,1,0.167,0.28,0.238,0.518,0.256,42.9,-0.2,키움,2021,SS,4000.0
정훈,-0.25,91,340,294,39,72,8,0,3,89,32,4,1,32,2,0,66,6,6,6,0.245,0.317,0.303,0.62,0.29,73.4,-0.68,롯데,2022,1B,55000.0
최경모,-0.25,17,16,16,2,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0.063,0.063,0.125,0.188,0.082,-69.6,-0.05,SSG,2019,2B,
장운호,-0.26,42,141,114,17,29,4,0,2,39,8,5,2,10,6,0,27,4,11,0,0.254,0.346,0.342,0.688,0.3,63.9,-0.54,한화,2015,RF,4200.0
이지영,-0.26,105,336,302,31,72,10,2,0,86,26,4,3,20,5,1,40,16,6,3,0.238,0.294,0.285,0.579,0.266,46.3,-2.16,삼성,2017,C,21000.0
송민섭,-0.26,28,51,44,3,11,3,1,0,16,1,1,0,2,0,0,13,2,5,0,0.25,0.283,0.364,0.646,0.263,40.6,-0.69,kt,2015,LF,2700.0
이성규,-0.26,13,34,27,5,2,0,0,0,2,1,0,0,5,2,0,8,1,0,0,0.074,0.265,0.074,0.339,0.205,17.8,-0.14,삼성,2022,DH,5000.0
안치영,-0.26,21,22,18,4,3,1,0,0,4,0,1,2,1,1,0,6,0,2,0,0.167,0.25,0.222,0.472,0.209,6.0,-0.26,kt,2017,3B,3000.0
이대수,-0.26,14,15,12,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,1,0.0,0.133,0.0,0.133,0.1,-69.6,-0.27,SSG,2016,XX,35000.0
박헌도,-0.26,15,31,26,1,3,1,0,0,4,0,0,0,5,0,0,10,1,0,0,0.115,0.258,0.154,0.412,0.217,11.9,-0.29,롯데,2018,DH,
김태훈,-0.26,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.27,삼성,2022,1B,4100.0
김태훈,-0.26,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.27,키움,2022,1B,19000.0
전민수,-0.26,21,35,29,0,5,3,0,0,8,4,0,0,5,0,0,11,0,1,0,0.172,0.294,0.276,0.57,0.263,40.6,-0.32,,2018,LF,
김동명,-0.26,21,41,37,3,5,0,0,3,14,5,0,0,3,1,0,14,2,0,0,0.135,0.22,0.378,0.598,0.258,33.2,-0.46,kt,2016,DH,3100.0
강지광,-0.26,40,80,66,10,13,2,0,1,18,7,1,3,11,1,0,24,1,1,1,0.197,0.317,0.273,0.589,0.286,50.7,-0.48,키움,2016,LF,3000.0
김현민,-0.26,5,12,12,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.083,0.083,0.083,0.167,0.08,-72.6,-0.15,한화,2021,DH,3100.0
김민우,-0.26,19,47,41,3,8,1,0,0,9,4,1,0,5,0,0,12,1,1,0,0.195,0.283,0.22,0.502,0.247,26.2,-0.24,KIA,2016,2B,
강진성,-0.26,40,94,80,7,13,2,0,1,18,8,4,0,11,2,1,20,2,1,0,0.163,0.28,0.225,0.505,0.245,46.2,-0.49,두산,2022,1B,13000.0
김지수,-0.26,47,39,34,4,5,0,0,0,5,0,0,1,5,0,0,15,2,0,0,0.147,0.256,0.147,0.404,0.211,9.2,-0.32,키움,2018,2B,5000.0
조동화,-0.27,76,172,143,24,34,5,0,0,39,16,6,2,15,4,0,17,2,8,2,0.238,0.323,0.273,0.596,0.279,48.9,-0.2,SSG,2016,RF,30000.0
손주인,-0.27,20,35,31,2,6,0,0,1,9,4,0,1,2,0,0,6,3,2,0,0.194,0.242,0.29,0.533,0.235,31.3,-0.3,삼성,2019,1B,
오재원,-0.27,18,31,29,2,5,2,0,0,7,4,1,2,1,0,0,9,1,0,1,0.172,0.194,0.241,0.435,0.199,14.8,0.18,두산,2022,2B,
유서준,-0.27,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.8,-0.04,SSG,2016,DH,
나경민,-0.27,35,66,56,13,13,2,0,0,15,3,3,3,8,0,0,18,0,1,1,0.232,0.323,0.268,0.591,0.286,54.1,-0.34,롯데,2016,LF,3600.0
이성열,-0.27,46,140,119,15,25,8,0,2,39,20,1,0,18,1,0,36,2,0,2,0.21,0.314,0.328,0.642,0.308,79.0,0.32,한화,2021,DH,
백동훈,-0.27,41,52,47,8,8,2,0,0,10,2,0,1,3,2,0,16,0,0,0,0.17,0.25,0.213,0.463,0.23,30.7,-0.39,두산,2019,RF,3600.0
장시윤,-0.27,17,31,29,2,8,0,0,0,8,2,0,1,0,0,0,9,1,2,0,0.276,0.276,0.276,0.552,0.241,29.3,-0.24,키움,2015,3B,3300.0
