선수,연도,팀,연봉,WAR
신현철,2016,kt,"3,000",0.142
김태훈,2016,kt,"3,000",
김만수,2016,kt,"2,900",-0.026
안정광,2016,kt,"2,900",
이창진,2016,kt,"2,900",
이해창,2016,kt,"2,900",-1.187
조현우,2016,kt,"2,800",
이지찬,2016,kt,"2,800",
정주후,2016,kt,"2,700",-0.019
박세진,2016,kt,"2,700",0.359
김도영,2016,kt,"2,700",
이윤학,2016,kt,"2,700",
류희운,2016,kt,"2,700",-0.114
정다운,2016,kt,"2,700",
전민수,2016,kt,"2,700",1.021
장현우,2016,kt,"2,700",
송민섭,2016,kt,"2,700",
한승지,2016,kt,"2,700",
임도혁,2016,kt,"2,700",
서의태,2016,kt,"2,700",
남태혁,2016,kt,"2,700",-0.416
김태오,2016,kt,"2,700",
강승훈,2016,kt,"2,700",
김강,2016,kt,0,
모상기,2016,kt,0,
밴와트,2016,kt,0,0.766
마리몬,2016,kt,0,1.059
김상현,2016,kt,0,-0.361
마르테,2016,kt,0,2.688
김주원,2016,kt,0,
로위,2016,kt,0,0.301
이병훈,2016,kt,0,
피노,2016,kt,0,-0.383
