선수,연도,팀,연봉,WAR
노진용,2016,삼성,0,
정현욱,2016,삼성,0,
박제윤,2016,삼성,0,
니퍼트,2016,두산,"120,000",5.969
장원준,2016,두산,"100,000",5.669
보우덴,2016,두산,"65,000",4.776
에반스,2016,두산,"55,000",3.560
오재원,2016,두산,"55,000",1.762
양의지,2016,두산,"42,000",4.874
김재호,2016,두산,"41,000",4.409
유희관,2016,두산,"40,000",4.135
이현승,2016,두산,"40,000",0.236
민병헌,2016,두산,"35,000",4.038
정수빈,2016,두산,"28,000",0.541
홍상삼,2016,두산,"22,000",0.142
허경민,2016,두산,"20,000",1.270
김성배,2016,두산,"18,000",
이원석,2016,두산,"15,000",0.311
이용찬,2016,두산,"14,500",0.256
윤명준,2016,두산,"11,500",1.205
최주환,2016,두산,"11,000",0.077
오현택,2016,두산,"11,000",0.042
함덕주,2016,두산,"10,000",0.029
오재일,2016,두산,"9,500",3.991
허준혁,2016,두산,"7,500",0.327
이흥련,2016,두산,"7,500",
변진수,2016,두산,"7,300",
박건우,2016,두산,"7,000",4.709
이현호,2016,두산,"6,800",-0.110
고원준,2016,두산,"6,800",
최재훈,2016,두산,"6,800",-0.082
김강률,2016,두산,"6,200",0.179
정진호,2016,두산,"5,200",0.234
김재환,2016,두산,"5,000",5.365
임진우,2016,두산,"3,700",
박세혁,2016,두산,"3,000",0.114
남경호,2016,두산,"3,000",
최영진,2016,두산,"3,000",
류지혁,2016,두산,"3,000",1.218
안규영,2016,두산,"3,000",-0.017
최병욱,2016,두산,"3,000",
국해성,2016,두산,"3,000",0.543
김진형,2016,두산,"3,000",
조승수,2016,두산,"2,900",-0.174
이원재,2016,두산,"2,800",
이우성,2016,두산,"2,800",-0.060
장민익,2016,두산,"2,800",
김인태,2016,두산,"2,800",-0.272
강동연,2016,두산,"2,800",-0.095
조수행,2016,두산,"2,700",-0.215
채지선,2016,두산,"2,700",
황경태,2016,두산,"2,700",
최용제,2016,두산,"2,700",-0.070
한주성,2016,두산,"2,700",
이동원,2016,두산,"2,700",
고봉재,2016,두산,"2,700",-0.020
홍성호,2016,두산,"2,700",
홍영현,2016,두산,"2,700",-0.066
정진철,2016,두산,"2,700",-0.017
신창희,2016,두산,"2,700",
문진제,2016,두산,"2,700",
서예일,2016,두산,"2,700",-0.117
성영훈,2016,두산,"2,700",
이용호,2016,두산,"2,700",0.017
이찬기,2016,두산,"2,700",
이영하,2016,두산,"2,700",
장승현,2016,두산,"2,700",
전용훈,2016,두산,"2,700",
정덕현,2016,두산,"2,700",
양구렬,2016,두산,"2,700",
홍성흔,2016,두산,0,-0.153
고영민,2016,두산,0,0.050
오석,2016,두산,0,
박성민,2016,두산,0,0.032
오장훈,2016,두산,0,
노유성,2016,두산,0,
진야곱,2016,두산,0,0.492
김명성,2016,두산,0,
정재훈,2016,두산,0,1.624
최정,2016,SK,"100,000",5.495
김광현,2016,SK,"85,000",3.688
켈리,2016,SK,"75,000",5.945
김강민,2016,SK,"60,000",2.476
박정권,2016,SK,"40,000",1.811
이대수,2016,SK,"35,000",-0.233
조동화,2016,SK,"30,000",-0.537
이재원,2016,SK,"28,000",1.912
채병용,2016,SK,"25,000",1.672
김승회,2016,SK,"22,000",0.216
나주환,2016,SK,"20,000",0.320
박재상,2016,SK,"20,000",0.088
이명기,2016,SK,"18,000",-0.116
김성현,2016,SK,"18,000",2.639
신재웅,2016,SK,"16,500",0.122
박희수,2016,SK,"14,000",1.940
임준혁,2016,SK,"13,000",
전유수,2016,SK,"13,000",0.225
윤희상,2016,SK,"12,000",2.397
정의윤,2016,SK,"12,000",1.791
박정배,2016,SK,"8,000",0.319
박종훈,2016,SK,"7,000",0.694
한유섬,2016,SK,"6,500",0.046
문광은,2016,SK,"6,000",-0.301
최승준,2016,SK,"4,200",0.624
박민호,2016,SK,"4,000",0.519
김재현,2016,SK,"4,000",1.368
백인식,2016,SK,"3,800",
허웅,2016,SK,"3,300",
허웅35,2016,SK,"3,300",
서진용,2016,SK,"3,000",0.336
임치영,2016,SK,"3,000",
김민식,2016,SK,"3,000",0.729
최정민,2016,SK,"3,000",0.433
유서준,2016,SK,"2,900",-0.262
문승원,2016,SK,"2,900",-0.073
최수빈,2016,SK,"2,700",
최정용,2016,SK,"2,700",0.066
정동윤,2016,SK,"2,700",
정영일,2016,SK,"2,700",0.393
하성진,2016,SK,"2,700",
허웅,2016,SK,"2,700",
허웅96,2016,SK,"2,700",
조한욱,2016,SK,"2,700",0.093
조성모,2016,SK,"2,700",0.052
임석진,2016,SK,"2,700",-0.077
김대유,2016,SK,"2,700",
김동엽,2016,SK,"2,700",0.461
김민재,2016,SK,"2,700",
김주한,2016,SK,"2,700",1.301
김찬호,2016,SK,"2,700",
노관현,2016,SK,"2,700",
박세웅,2016,SK,"2,700",
박승욱,2016,SK,"2,700",0.511
김사윤,2016,SK,"2,700",
이현석,2016,SK,"2,700",-0.113
이정담,2016,SK,"2,700",0.079
이건욱,2016,SK,"2,700",-0.057
박종욱,2016,SK,"2,700",
안상현,2016,SK,"2,700",
고메즈,2016,SK,0,2.287
윤석주,2016,SK,0,
라라,2016,SK,0,-0.675
이상백,2016,SK,0,
원용묵,2016,SK,0,
김기현,2016,SK,0,-0.216
세든,2016,SK,0,-0.242
박용택,2016,LG,"80,000",3.195
이병규9,2016,LG,"80,000",
이동현,2016,LG,"60,000",0.451
허프,2016,LG,"55,000",2.066
정상호,2016,LG,"50,000",-0.332
정성훈,2016,LG,"50,000",1.131
소사,2016,LG,"50,000",2.625
히메네스,2016,LG,"50,000",5.356
우규민,2016,LG,"40,000",0.760
봉중근,2016,LG,"30,000",0.343
오지환,2016,LG,"25,000",4.440
류제국,2016,LG,"18,000",3.696
이병규7,2016,LG,"15,600",
이병규,2016,LG,"15,600",0.050
임훈,2016,LG,"13,000",-0.409
윤지웅,2016,LG,"12,500",-0.173
임정우,2016,LG,"12,500",2.055
손주인,2016,LG,"12,000",2.170
진해수,2016,LG,"9,500",0.731
최경철,2016,LG,"9,000",-0.411
유강남,2016,LG,"8,100",0.856
유원상,2016,LG,"7,500",0.020
양석환,2016,LG,"7,000",0.422
문선재,2016,LG,"6,500",1.174
김용의,2016,LG,"6,000",1.979
신승현,2016,LG,"6,000",0.433
서상우,2016,LG,"6,000",0.481
채은성,2016,LG,"5,500",1.799
정찬헌,2016,LG,"5,100",0.276
정주현,2016,LG,"5,000",-1.182
장진용,2016,LG,"5,000",-0.554
여건욱,2016,LG,"5,000",
임찬규,2016,LG,"4,800",0.104
안익훈,2016,LG,"4,100",0.106
황목치승,2016,LG,"4,000",-0.073
김지용,2016,LG,"4,000",1.919
백창수,2016,LG,"4,000",0.248
김지성,2016,LG,"3,800",-0.091
이승현,2016,LG,"3,700",0.042
최성훈,2016,LG,"3,500",-0.379
최동환,2016,LG,"3,500",0.559
임지섭,2016,LG,"3,500",
윤진호,2016,LG,"3,300",-0.169
이범준,2016,LG,"3,000",
장준원,2016,LG,"3,000",-0.026
박성준,2016,LG,"3,000",0.029
조윤준,2016,LG,"3,000",0.052
강병의,2016,LG,"3,000",
이진석,2016,LG,"2,900",
김재율,2016,LG,"2,900",
이준형,2016,LG,"2,800",-0.045
이천웅,2016,LG,"2,800",0.689
전호영,2016,LG,"2,700",
이형종,2016,LG,"2,700",-0.260
최민창,2016,LG,"2,700",
홍창기,2016,LG,"2,700",-0.116
전인환,2016,LG,"2,700",0.292
이창호,2016,LG,"2,700",
배민관,2016,LG,"2,700",0.046
박지규,2016,LG,"2,700",
박재욱,2016,LG,"2,700",-0.079
김호은,2016,LG,"2,700",
김태영,2016,LG,"2,700",
김창혁,2016,LG,"2,700",
김주성,2016,LG,"2,700",
김재성,2016,LG,"2,700",
김단우,2016,LG,"2,700",-0.025
김기연,2016,LG,"2,700",
배재준,2016,LG,"2,700",
강승호,2016,LG,"2,700",-0.310
이영재,2016,LG,"2,700",
이동규,2016,LG,"2,700",
천원석,2016,LG,"2,700",
윤여운,2016,LG,"2,700",
유재유,2016,LG,"2,700",-0.292
유경국,2016,LG,"2,700",0.023
양원혁,2016,LG,"2,700",
나규호,2016,LG,"2,400",
김광삼,2016,LG,0,
이정윤,2016,LG,0,
이희성,2016,LG,0,
한희,2016,LG,0,
코프랜드,2016,LG,0,-0.379
정규식,2016,LG,0,
이민재,2016,LG,0,
양효준,2016,LG,0,
신민재,2016,LG,0,
린드블럼,2016,롯데,"120,000",2.690
강민호,2016,롯데,"100,000",5.024
손승락,2016,롯데,"70,000",1.418
레일리,2016,롯데,"63,000",3.522
손아섭,2016,롯데,"60,000",5.150
윤길현,2016,롯데,"50,000",0.097
황재균,2016,롯데,"50,000",6.073
최준석,2016,롯데,"40,000",0.731
송승준,2016,롯데,"40,000",-0.768
정대현,2016,롯데,"32,000",0.242
강영식,2016,롯데,"30,000",0.077
정훈,2016,롯데,"21,000",0.538
전준우,2016,롯데,"20,500",-0.161
노경은,2016,롯데,"20,000",
박종윤,2016,롯데,"16,000",-0.230
이명우,2016,롯데,"15,000",-0.952
박헌도,2016,롯데,"8,000",0.267
이우민,2016,롯데,"7,000",-0.198
오승택,2016,롯데,"7,000",
김문호,2016,롯데,"7,000",2.342
이정민,2016,롯데,"6,500",2.371
박세웅,2016,롯데,"5,600",0.952
신본기,2016,롯데,"5,500",1.066
조정훈,2016,롯데,"5,200",
배장호,2016,롯데,"4,600",0.629
김민하,2016,롯데,"4,000",-0.250
안중열,2016,롯데,"4,000",-0.184
진명호,2016,롯데,"3,800",
이재곤,2016,롯데,"3,800",
김대우,2016,롯데,"3,800",0.009
이여상,2016,롯데,"3,600",-0.236
김원중,2016,롯데,"3,600",-0.127
손용석,2016,롯데,"3,400",-0.107
김주현,2016,롯데,"3,300",-0.092
김동한,2016,롯데,"3,200",
김대륙,2016,롯데,"3,200",-0.211
문규현,2016,롯데,"3,000",1.070
박한길,2016,롯데,"3,000",-0.047
김준태,2016,롯데,"3,000",0.450
이인복,2016,롯데,"2,900",
김재유,2016,롯데,"2,900",-0.247
김재유,2016,롯데,"2,900",-0.247
김사훈,2016,롯데,"2,900",-0.048
구승민,2016,롯데,"2,900",
강승현,2016,롯데,"2,900",-0.059
강동수,2016,롯데,"2,900",
차재용,2016,롯데,"2,800",-0.141
박진형,2016,롯데,"2,800",0.744
김유영,2016,롯데,"2,800",-0.331
황진수,2016,롯데,"2,800",-0.293
김상호,2016,롯데,"2,800",0.125
김성호,2016,롯데,"2,700",
김영일,2016,롯데,"2,700",
한승혁,2016,롯데,"2,700",
김성재,2016,롯데,"2,700",-0.007
이지모,2016,롯데,"2,700",
임지유,2016,롯데,"2,700",
장국헌,2016,롯데,"2,700",
김남길,2016,롯데,"2,700",
오윤석,2016,롯데,"2,700",
나경민,2016,롯데,"2,700",-0.213
배제성,2016,롯데,"2,700",
박종무,2016,롯데,"2,700",
박시영,2016,롯데,"2,700",0.757
최승훈,2016,롯데,"2,700",
양형진,2016,롯데,"2,700",
이석훈,2016,롯데,"2,700",
강동관,2016,롯데,"2,700",-0.046
김호준,2016,롯데,"2,700",
이준형,2016,롯데,0,
안준영,2016,롯데,0,
이경우,2016,롯데,0,-0.053
아두치,2016,롯데,0,1.340
허준혁,2016,롯데,0,
이예찬,2016,롯데,0,
조준영,2016,롯데,0,
맥스웰,2016,롯데,0,0.506
안태경,2016,롯데,0,
정종진,2016,롯데,0,
백왕중,2016,롯데,0,
박정현,2016,롯데,0,
오현근,2016,롯데,0,0.078
이진영,2016,롯데,0,
유정민,2016,롯데,0,
이성민,2016,롯데,0,-0.418
로저스,2016,한화,"170,000",0.726
김태균,2016,한화,"160,000",5.205
정우람,2016,한화,"120,000",3.259
로사리오,2016,한화,"100,000",2.893
이용규,2016,한화,"70,000",3.972
정근우,2016,한화,"70,000",4.317
배영수,2016,한화,"55,000",
송은범,2016,한화,"45,000",0.400
권혁,2016,한화,"45,000",2.787
조인성,2016,한화,"40,000",-1.508
박정진,2016,한화,"30,000",0.634
안영명,2016,한화,"28,000",-0.499
이성열,2016,한화,"25,000",0.789
심수창,2016,한화,"25,000",0.372
김경언,2016,한화,"20,000",0.084
마에스트리,2016,한화,"20,000",-0.995
송신영,2016,한화,"19,000",0.308
최진행,2016,한화,"18,500",0.242
윤규진,2016,한화,"17,000",0.235
송창식,2016,한화,"16,000",1.210
차일목,2016,한화,"15,000",-0.773
장민석,2016,한화,"10,000",-1.154
송광민,2016,한화,"10,000",3.415
정현석,2016,한화,"9,500",-0.241
이재우,2016,한화,"9,000",0.173
임준섭,2016,한화,"8,500",
오선진,2016,한화,"8,000",-0.092
김태완,2016,한화,"8,000",0.309
허도환,2016,한화,"7,500",0.202
안승민,2016,한화,"7,000",
이태양,2016,한화,"6,500",2.385
강경학,2016,한화,"6,500",-0.943
이종환,2016,한화,"6,200",-0.176
정범모,2016,한화,"6,000",-0.099
최윤석,2016,한화,"5,700",-0.423
김회성,2016,한화,"5,500",-0.117
이양기,2016,한화,"5,400",-0.104
이동걸,2016,한화,"5,200",0.072
정대훈,2016,한화,"5,100",0.514
장운호,2016,한화,"4,200",-0.083
김민우,2016,한화,"3,800",-0.830
장민재,2016,한화,"3,700",2.411
주현상,2016,한화,"3,700",-0.022
정재원,2016,한화,"3,700",0.049
신성현,2016,한화,"3,700",0.242
이준수,2016,한화,"3,300",
이창열,2016,한화,"3,200",
하주석,2016,한화,"3,200",-0.599
김범수,2016,한화,"3,200",-0.040
송창현,2016,한화,"3,100",0.190
김경태,2016,한화,"3,000",0.033
김원석,2016,한화,"3,000",-0.048
김용주,2016,한화,"3,000",-0.390
윤승열,2016,한화,"2,900",
이도윤,2016,한화,"2,800",
양성우,2016,한화,"2,800",0.271
김주현,2016,한화,"2,700",-0.078
김지수,2016,한화,"2,700",
강상원,2016,한화,"2,700",
김재영,2016,한화,"2,700",-0.258
김인환,2016,한화,"2,700",
문재현,2016,한화,"2,700",
장진혁,2016,한화,"2,700",
지시완,2016,한화,"2,700",0.001
권용우,2016,한화,"2,700",
김병근,2016,한화,"2,700",
김찬균,2016,한화,"2,700",
엄태용,2016,한화,"2,700",
염진우,2016,한화,"2,700",
박한결,2016,한화,"2,700",
박상언,2016,한화,"2,700",
이시원,2016,한화,"2,700",0.026
김태연,2016,한화,"2,700",
박준혁,2016,한화,"2,400",0.086
이시찬,2016,한화,0,
송주호,2016,한화,0,-1.035
서캠프,2016,한화,0,-0.060
카스티요,2016,한화,0,0.708
고동진,2016,한화,0,
구본범,2016,한화,0,
권용관,2016,한화,0,-0.064
방윤준,2016,한화,0,
이희근,2016,한화,0,
길태곤,2016,한화,0,
박노민,2016,한화,0,0.009
김기현,2016,한화,0,
윤중환,2016,한화,0,
박성호,2016,한화,0,
황선일,2016,한화,0,
밴헤켄,2016,넥센,"65,000",2.672
대니돈,2016,넥센,"60,000",3.311
이택근,2016,넥센,"50,000",1.798
채태인,2016,넥센,"30,000",-0.104
한현희,2016,넥센,"30,000",
서건창,2016,넥센,"26,000",4.454
김민성,2016,넥센,"22,000",3.654
마정길,2016,넥센,"20,000",1.158
조상우,2016,넥센,"17,000",
김세현,2016,넥센,"16,000",2.991
김하성,2016,넥센,"16,000",3.842
윤석민,2016,넥센,"16,000",2.867
양훈,2016,넥센,"15,000",-0.991
박동원,2016,넥센,"14,000",1.356
문성현,2016,넥센,"11,000",
강윤구,2016,넥센,"10,500",-0.094
오주원,2016,넥센,"8,800",1.093
오재영,2016,넥센,"8,800",0.000
이보근,2016,넥센,"8,400",1.065
금민철,2016,넥센,"7,900",0.250
고종욱,2016,넥센,"7,700",1.878
김상수,2016,넥센,"6,000",1.417
유재신,2016,넥센,"6,000",-0.254
하영민,2016,넥센,"5,500",0.691
김지수,2016,넥센,"5,500",0.624
김택형,2016,넥센,"4,400",-0.521
김재현,2016,넥센,"4,400",-0.367
임병욱,2016,넥센,"4,000",0.764
박윤,2016,넥센,"4,000",-0.340
김정훈,2016,넥센,"3,400",
장시윤,2016,넥센,"3,300",-0.084
장영석,2016,넥센,"3,300",-0.079
홍성갑,2016,넥센,"3,200",-0.287
김정인,2016,넥센,"3,000",0.110
이상민,2016,넥센,"3,000",
송성문,2016,넥센,"3,000",
김동준,2016,넥센,"3,000",
허정협,2016,넥센,"3,000",-0.177
임태준,2016,넥센,"2,900",
임지열,2016,넥센,"2,700",
이찬석,2016,넥센,"2,700",
김수산,2016,넥센,"2,700",
임동휘,2016,넥센,"2,700",
김성현,2016,넥센,"2,700",
황덕균,2016,넥센,"2,700",0.441
채상현,2016,넥센,"2,700",
강지광,2016,넥센,"2,700",-0.353
김규민,2016,넥센,"2,700",
최원태,2016,넥센,"2,700",-0.317
김민준,2016,넥센,"2,700",-0.228
주효상,2016,넥센,"2,700",-0.133
정용준,2016,넥센,"2,700",0.140
김웅빈,2016,넥센,"2,700",0.003
송우현,2016,넥센,"2,700",
김한별,2016,넥센,"2,700",
신재영,2016,넥센,"2,700",5.077
안준모,2016,넥센,"2,700",
안현석,2016,넥센,"2,700",
김성택,2016,넥센,"2,700",
박주현,2016,넥센,"2,700",0.611
박종윤,2016,넥센,"2,700",0.053
박정음,2016,넥센,"2,700",1.023
안정훈,2016,넥센,"2,700",
유재훈,2016,넥센,"2,700",0.013
김윤환,2016,넥센,"2,700",0.038
김해수,2016,넥센,"2,700",
윤영삼,2016,넥센,"2,500",
코엘로,2016,넥센,0,1.749
맥그레거,2016,넥센,0,1.356
최민섭,2016,넥센,0,
문우람,2016,넥센,0,
정회찬,2016,넥센,0,0.042
김응수,2016,넥센,0,
이정훈,2016,넥센,0,-0.031
유선정,2016,넥센,0,
신명수,2016,넥센,0,
지재옥,2016,넥센,0,0.175
박석민,2016,NC,"75,000",3.854
이호준,2016,NC,"75,000",1.709
해커,2016,NC,"60,000",4.885
이종욱,2016,NC,"50,000",2.272
손시헌,2016,NC,"40,000",3.551
나성범,2016,NC,"30,000",4.857
김태군,2016,NC,"21,000",-0.404
이재학,2016,NC,"20,000",2.228
박민우,2016,NC,"19,000",4.013
김종호,2016,NC,"17,500",0.403
임창민,2016,NC,"17,400",3.255
김진성,2016,NC,"15,000",1.520
지석훈,2016,NC,"14,000",-0.942
이민호,2016,NC,"13,500",1.028
모창민,2016,NC,"12,500",1.074
조영훈,2016,NC,"11,000",1.339
최금강,2016,NC,"9,200",1.341
이훈,2016,NC,"8,000",
원종현,2016,NC,"8,000",2.311
임정호,2016,NC,"7,700",-0.027
김선규,2016,NC,"6,000",0.329
손정욱,2016,NC,"5,600",
김성욱,2016,NC,"5,500",1.378
노건우,2016,NC,"5,500",
권희동,2016,NC,"5,100",0.050
고창성,2016,NC,"5,000",
노진혁,2016,NC,"4,300",
이상호,2016,NC,"4,000",0.150
조평호,2016,NC,"3,500",-0.061
민성기,2016,NC,"3,300",
박진우,2016,NC,"3,200",
강장산,2016,NC,"3,000",-0.080
박광열,2016,NC,"3,000",0.072
김태진,2016,NC,"3,000",0.032
김준완,2016,NC,"3,000",1.196
심규범,2016,NC,"2,900",
윤병호,2016,NC,"2,900",-0.049
강민국,2016,NC,"2,700",-0.387
황윤호,2016,NC,"2,700",-0.141
구창모,2016,NC,"2,700",1.537
장현식,2016,NC,"2,700",1.844
최상인,2016,NC,"2,700",
최성영,2016,NC,"2,700",0.145
조원빈,2016,NC,"2,700",
이우석,2016,NC,"2,700",
정수민,2016,NC,"2,700",0.194
이형범,2016,NC,"2,700",
도태훈,2016,NC,"2,700",-0.088
문석종,2016,NC,"2,700",
박민석,2016,NC,"2,700",1.009
류진욱,2016,NC,"2,700",
박세웅,2016,NC,"2,700",0.008
박준영,2016,NC,"2,700",-0.401
배재환,2016,NC,"2,700",0.294
강구성,2016,NC,"2,700",-0.070
김준현,2016,NC,"2,700",
윤수호,2016,NC,"2,700",
김찬형,2016,NC,"2,700",
이재율,2016,NC,"2,700",-0.122
용덕한,2016,NC,0,-0.118
테임즈,2016,NC,0,5.677
최재혁,2016,NC,0,
임서준,2016,NC,0,0.031
스튜어트,2016,NC,0,3.294
차화준,2016,NC,0,
정성민,2016,NC,0,
김학성,2016,NC,0,-0.257
이창섭,2016,NC,0,
이진영,2016,kt,"60,000",1.551
유한준,2016,kt,"60,000",3.440
피어밴드,2016,kt,"35,000",
이대형,2016,kt,"30,000",0.614
박경수,2016,kt,"23,000",4.453
김사율,2016,kt,"20,000",0.300
박기혁,2016,kt,"15,000",-0.411
장시환,2016,kt,"8,900",-0.296
조무근,2016,kt,"8,500",-0.529
최대성,2016,kt,"8,500",
오정복,2016,kt,"8,000",0.208
김재윤,2016,kt,"7,200",1.020
홍성용,2016,kt,"7,000",0.292
윤요섭,2016,kt,"6,500",0.253
장성우,2016,kt,"6,500",
정대현,2016,kt,"6,300",-0.560
윤근영,2016,kt,"6,200",-0.099
엄상백,2016,kt,"6,000",-0.129
하준호,2016,kt,"6,000",-0.442
이상화,2016,kt,"5,000",-0.191
심재민,2016,kt,"4,700",0.527
김연훈,2016,kt,"4,700",-0.823
최원재,2016,kt,"4,600",-0.112
김사연,2016,kt,"4,500",-0.127
고영표,2016,kt,"4,400",0.470
이창재,2016,kt,"4,400",0.621
김동명,2016,kt,"4,000",-0.335
박용근,2016,kt,"4,000",-0.336
정성곤,2016,kt,"3,900",-0.010
김종민,2016,kt,"3,800",-0.524
안상빈,2016,kt,"3,700",0.133
김영환,2016,kt,"3,700",-0.144
주권,2016,kt,"3,600",2.667
홍성무,2016,kt,"3,600",0.099
배우열,2016,kt,"3,600",0.835
배정대,2016,kt,"3,500",-0.505
심우준,2016,kt,"3,500",-0.017
김진곤,2016,kt,"3,500",-0.168
김선민,2016,kt,"3,200",-0.100
김민수,2016,kt,"3,200",0.044
유민상,2016,kt,"3,200",0.238
채선관,2016,kt,"3,000",-0.032
