이름,WAR,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WPA,소속팀,연도,연봉
이종석,-0.21,2,0,0,0,0,0,0,0,4.0,8,7,24,10,2,0,2,2,0,0,3,0,0,15.75,10.12,3.0,31.3,48.7,-0.15,KIA,2015,2700.0
신정락,-0.21,63,0,0,0,3,5,10,12,59.0,42,35,265,61,8,2,4,24,3,10,58,0,5,5.34,4.23,1.44,90.7,115.0,-1.42,LG,2017,10500.0
이윤학,-0.21,2,0,0,0,0,0,0,0,3.0,8,8,20,9,3,0,2,2,0,0,4,0,0,24.0,11.62,3.67,20.9,41.2,-0.06,kt,2015,2700.0
안규영,-0.21,5,0,0,0,0,0,0,0,5.1,8,8,31,7,3,1,0,8,0,0,4,0,0,13.5,6.74,2.81,35.7,73.4,-0.1,두산,2017,
문대원,-0.21,4,0,0,0,0,0,0,0,5.2,9,6,30,12,3,0,2,2,0,0,0,0,0,9.53,9.2,2.47,48.6,49.1,-0.12,두산,2020,2700.0
김기중,-0.21,5,0,0,3,0,2,0,0,12.0,10,8,63,14,2,0,4,11,0,1,8,0,0,6.0,9.34,2.08,67.5,43.7,-0.58,한화,2022,3900.0
미란다,-0.21,3,0,0,3,0,0,0,0,7.2,7,7,43,2,2,0,0,18,0,1,8,0,1,8.22,8.69,2.61,48.4,47.2,-0.28,두산,2022,
조제영,-0.21,4,0,0,1,0,1,0,0,6.0,7,7,31,6,1,0,1,7,0,1,6,0,1,10.5,7.72,2.17,44.1,59.7,-0.4,두산,2020,3100.0
박세진,-0.21,4,0,0,3,0,2,0,0,11.1,12,12,56,16,5,0,0,6,0,2,8,0,4,9.53,4.44,1.94,53.2,111.9,-0.36,kt,2017,3100.0
김단우,-0.21,33,0,0,0,4,0,0,3,32.1,24,21,158,37,7,2,6,23,1,1,28,0,3,5.85,6.37,1.86,79.2,71.7,-0.45,LG,2020,
김기태,-0.21,23,0,0,0,3,0,0,0,29.1,25,23,131,36,8,1,11,10,0,0,23,0,1,7.06,7.95,1.57,70.0,61.9,-0.25,삼성,2015,4000.0
윤호솔,-0.21,6,0,0,0,0,1,0,0,6.0,8,7,32,8,3,0,2,6,1,0,4,0,1,10.5,9.06,2.33,45.0,53.0,-0.39,한화,2020,2900.0
정찬헌,-0.21,61,0,0,0,8,7,7,3,61.2,43,40,280,75,14,1,5,25,8,4,57,0,7,5.84,3.96,1.62,83.0,121.7,-1.05,LG,2017,9500.0
박정준,-0.21,2,0,0,0,0,0,0,0,1.2,6,6,13,3,1,0,0,5,0,0,0,0,0,32.4,12.4,4.8,12.7,33.2,-0.0,두산,2019,
홍정우,-0.21,7,0,0,0,0,0,0,0,5.1,8,6,34,10,2,1,2,4,0,1,2,0,0,10.13,10.34,2.63,42.9,41.9,-0.06,삼성,2019,3000.0
이교훈,-0.21,11,0,0,0,0,0,0,0,8.1,10,10,43,13,3,0,2,3,0,1,8,0,0,10.8,5.97,1.92,39.9,70.2,-0.06,두산,2021,3300.0
최영환,-0.21,6,0,0,1,0,1,0,0,10.0,11,7,53,19,3,0,4,3,0,1,7,0,1,6.3,8.56,2.2,77.3,56.4,-0.47,롯데,2020,3400.0
송창식,-0.21,63,0,0,0,5,6,0,15,73.1,56,54,331,77,20,2,13,33,4,5,64,0,2,6.63,5.69,1.5,75.9,89.3,-2.46,한화,2017,24000.0
소이현,-0.21,10,0,0,0,0,0,0,0,10.2,12,8,59,13,3,0,1,12,0,0,10,0,1,6.75,6.05,2.34,67.3,74.8,-0.22,NC,2021,
권혁,-0.21,57,0,0,0,2,2,1,11,36.2,23,20,155,36,7,0,3,7,0,2,21,0,0,4.91,4.06,1.17,83.6,100.2,0.02,두산,2019,20000.0
김대유,-0.21,3,0,0,0,0,0,0,0,2.1,6,6,14,5,1,0,0,1,0,1,1,0,0,23.14,5.27,2.57,20.0,89.7,-0.04,LG,2020,4500.0
진승현,-0.22,10,0,0,0,0,0,0,0,9.0,9,9,48,12,2,0,2,7,0,1,11,0,1,9.0,6.45,2.11,46.2,62.9,0.11,롯데,2022,3000.0
이우석,-0.22,3,0,0,0,0,1,0,0,1.2,4,4,11,1,0,0,0,3,0,2,1,0,0,21.6,11.14,2.4,18.9,36.8,-0.19,NC,2022,3300.0
장민익,-0.22,3,0,0,0,0,0,0,0,2.0,6,6,14,5,0,0,3,2,0,1,2,0,0,27.0,25.83,3.5,18.7,18.7,-0.08,두산,2018,
장현식,-0.22,21,0,0,0,3,2,2,1,26.2,22,22,126,31,5,0,7,17,1,0,24,0,3,7.43,7.25,1.8,69.9,72.9,-0.87,NC,2018,
박진형,-0.22,22,0,0,0,2,1,0,0,16.0,14,14,81,25,6,2,1,10,1,0,23,0,0,7.88,2.96,2.19,57.7,150.5,-0.43,롯데,2021,
배우열,-0.22,26,0,0,0,0,2,0,3,34.1,33,33,177,58,18,3,7,9,0,4,33,0,3,8.65,5.6,1.95,58.6,89.1,-0.6,kt,2017,4700.0
한차현,-0.22,3,0,0,0,0,0,0,0,3.2,8,8,23,10,0,0,3,2,0,0,3,0,0,19.64,13.97,3.27,22.9,31.6,0.0,kt,2021,3100.0
금민철,-0.22,14,0,0,14,1,4,0,0,57.0,38,32,263,66,7,1,5,25,0,7,26,0,4,5.05,5.32,1.6,81.9,77.5,-0.9,kt,2019,15000.0
나균안,-0.22,23,0,0,7,1,2,1,1,46.1,36,33,223,62,13,0,4,24,0,0,27,1,1,6.41,4.84,1.86,70.9,92.1,-0.74,롯데,2021,5800.0
장지수,-0.23,13,0,0,0,0,0,0,0,16.1,16,14,80,23,2,1,2,7,0,2,6,1,1,7.71,5.91,1.84,54.4,70.5,-0.07,,2019,
채병용,-0.23,4,0,0,0,0,0,1,1,3.2,4,4,21,7,2,0,1,3,0,1,3,0,0,9.82,8.59,2.73,43.3,50.5,-0.19,SSG,2019,
김재열,-0.23,14,0,0,0,0,1,0,2,17.1,16,14,89,23,6,0,3,12,1,3,13,0,0,7.27,6.73,2.02,66.0,71.0,0.0,KIA,2020,2700.0
윤성빈,-0.23,1,0,0,1,0,1,0,0,0.1,3,3,4,0,0,0,0,3,0,0,0,0,1,81.0,30.4,9.0,5.2,13.7,-0.13,롯데,2019,2800.0
송명기,-0.23,25,0,0,22,5,7,0,0,107.2,67,54,496,116,21,4,14,54,0,15,106,0,9,4.51,4.98,1.58,90.2,82.5,-0.51,NC,2022,13000.0
이준형,-0.23,4,0,0,2,0,2,0,0,5.2,7,4,35,7,0,0,1,9,1,1,5,0,4,6.35,8.91,2.82,75.7,53.5,-0.5,kt,2015,
남재현,-0.23,9,0,0,0,0,0,0,0,7.2,11,10,48,16,1,0,1,9,1,0,8,0,1,11.74,6.47,3.26,42.3,76.8,-0.0,KIA,2017,
임대한,-0.23,12,0,0,0,2,1,0,1,13.2,11,8,65,12,5,0,1,9,2,1,8,0,1,5.27,4.88,1.54,79.2,84.3,-0.66,삼성,2022,
정대현,-0.23,17,0,0,10,3,8,0,0,66.1,55,52,306,91,18,1,13,23,1,3,27,0,3,7.06,6.6,1.72,71.6,75.3,-1.58,kt,2017,
김진호,-0.23,36,0,0,0,4,0,1,0,42.2,30,29,196,53,6,0,7,20,0,1,35,0,10,6.12,5.31,1.71,66.6,77.6,-0.76,NC,2022,3000.0
김민규,-0.23,31,0,0,6,2,3,0,1,56.1,40,38,262,64,10,0,9,28,0,4,39,0,3,6.07,5.73,1.63,71.0,74.4,-0.67,두산,2021,
김세현,-0.23,40,0,0,0,1,6,4,0,40.0,32,30,191,56,13,2,4,17,4,2,32,0,1,6.75,4.66,1.83,76.0,110.9,-2.12,,2018,
박종기,-0.23,22,0,0,5,0,4,0,0,59.2,42,38,274,69,10,1,3,29,0,3,33,0,3,5.73,4.49,1.64,75.3,97.3,-1.66,두산,2021,
조병현,-0.23,3,0,0,3,0,0,0,0,6.2,7,6,33,7,3,0,1,5,0,1,8,0,1,8.1,5.58,1.8,55.4,81.8,-0.45,SSG,2021,
박준표,-0.23,32,0,0,0,2,4,0,4,32.0,24,21,158,42,9,1,3,17,0,9,18,0,0,5.91,5.86,1.84,75.3,75.9,-1.48,KIA,2021,12500.0
홍건희,-0.23,11,0,0,1,0,1,0,0,16.2,20,19,88,32,8,1,4,7,1,1,13,0,0,10.26,6.65,2.34,50.0,77.4,-0.3,,2018,
김사윤,-0.23,31,0,0,0,3,0,0,2,27.0,21,21,128,23,5,2,2,24,0,4,23,0,3,7.0,5.71,1.74,58.2,71.8,-0.25,KIA,2022,3200.0
조영건,-0.24,1,0,0,1,0,1,0,0,0.1,3,3,7,3,0,0,0,3,0,0,1,0,0,81.0,24.4,18.0,5.1,17.0,-0.33,키움,2019,2700.0
이창재,-0.24,38,0,0,0,0,1,0,3,33.0,30,25,151,38,8,0,8,12,1,2,32,0,3,6.82,6.01,1.52,73.7,80.7,-0.62,kt,2015,4400.0
오윤성,-0.24,6,0,0,0,0,1,0,0,7.2,10,10,42,9,1,1,0,9,0,1,4,0,1,11.74,6.6,2.35,42.4,76.1,-0.55,키움,2017,2900.0
세든,-0.24,12,0,0,12,5,5,0,0,62.0,52,37,283,76,10,0,8,17,0,1,43,0,8,5.37,4.95,1.5,97.2,106.0,-1.64,SSG,2016,
노건우,-0.24,20,0,0,4,1,2,0,0,32.2,29,26,158,35,7,1,6,29,1,1,36,0,7,7.16,6.68,1.96,72.5,78.8,-1.11,NC,2018,
변진수,-0.24,10,0,0,0,0,0,0,0,10.2,12,12,52,16,5,0,2,2,0,4,8,1,0,10.13,6.46,1.69,49.9,77.5,-0.34,두산,2018,
김진호,-0.24,3,0,0,3,0,1,0,0,10.1,10,10,54,14,0,0,5,8,0,1,7,0,1,8.71,11.1,2.13,56.1,44.1,-0.55,NC,2020,2700.0
심동섭,-0.24,54,0,0,0,5,2,1,13,37.2,30,27,182,45,3,0,5,21,0,4,33,0,2,6.45,5.76,1.75,80.3,90.7,-0.08,KIA,2016,11000.0
정찬헌,-0.24,20,0,0,20,5,6,0,0,87.1,55,52,390,106,21,0,13,28,2,6,42,0,3,5.36,5.41,1.53,74.6,72.6,-1.37,키움,2022,28000.0
문광은,-0.24,6,0,0,0,0,1,0,0,6.2,9,9,35,11,1,0,3,5,0,0,5,0,0,12.15,10.43,2.4,41.5,46.9,0.03,LG,2018,
김유신,-0.24,10,0,0,2,0,0,0,0,13.0,14,14,57,13,2,1,0,6,0,1,6,0,0,9.69,4.53,1.46,53.0,114.3,-0.46,,2018,
김세현,-0.24,10,0,0,0,0,2,0,0,8.2,8,6,48,11,4,0,0,9,1,2,5,0,0,6.23,5.71,2.31,67.3,73.5,-1.09,SSG,2019,12000.0
스파크맨,-0.24,19,0,0,19,2,4,0,0,84.2,55,50,386,97,14,1,6,43,1,4,89,0,5,5.31,3.79,1.65,78.3,107.8,-0.88,롯데,2022,
임현준,-0.25,7,0,0,0,0,0,0,0,6.1,10,8,33,11,3,1,3,2,0,0,6,0,1,11.37,8.83,2.05,43.4,55.8,0.02,삼성,2015,3300.0
허윤동,-0.25,1,0,0,1,0,1,0,0,3.2,6,5,22,8,2,0,1,1,0,1,3,0,0,12.27,6.88,2.46,36.8,66.8,-0.38,삼성,2021,4700.0
장원준,-0.25,32,0,0,0,0,1,1,4,18.2,15,14,95,20,3,0,1,18,0,2,8,0,1,6.75,6.39,2.04,63.9,68.5,-0.3,두산,2021,5000.0
정영일,-0.25,29,0,0,0,2,2,2,2,23.1,20,17,114,31,5,0,6,11,1,3,17,1,3,6.56,7.11,1.8,73.6,69.2,-0.45,SSG,2020,
신재웅,-0.25,24,0,0,0,2,0,0,0,19.1,20,20,93,26,3,2,5,14,0,0,11,0,0,9.31,7.95,2.07,51.8,61.6,-0.1,SSG,2020,
이승호,-0.25,1,0,0,1,0,1,0,0,1.0,4,4,7,3,1,0,0,1,0,0,1,0,0,36.0,4.62,4.0,13.3,106.0,-0.23,NC,2015,
이대은,-0.25,20,0,0,4,0,4,1,0,29.1,23,19,142,36,6,0,4,13,3,5,15,0,8,5.83,5.84,1.67,82.4,81.2,-2.73,kt,2020,5000.0
문광은,-0.25,46,0,0,0,2,4,2,5,44.2,36,35,199,51,8,0,5,20,2,4,41,0,7,7.05,4.83,1.59,71.4,104.7,-0.23,SSG,2017,6000.0
조병욱,-0.26,9,0,0,4,0,1,0,0,28.1,24,24,131,39,4,0,4,13,0,1,11,0,0,7.62,6.1,1.84,63.0,77.8,-0.51,kt,2020,2700.0
김진성,-0.26,50,0,0,0,3,2,0,5,45.1,38,36,207,56,9,4,13,19,1,2,38,1,3,7.15,7.21,1.65,72.6,73.3,-0.76,NC,2018,
황재규,-0.26,2,0,0,0,0,0,0,0,3.2,11,10,24,10,1,0,1,2,0,1,2,0,0,24.55,8.7,3.27,21.4,60.5,-0.02,한화,2016,
김태훈,-0.26,9,0,0,0,0,0,1,2,5.1,6,6,30,6,1,0,2,10,0,0,1,0,0,10.13,13.46,3.0,41.1,31.0,-0.11,SSG,2022,
노건우,-0.26,5,0,0,0,0,0,0,0,3.2,5,5,21,8,3,0,1,1,0,0,1,0,1,12.27,7.22,2.46,34.3,58.5,-0.12,NC,2019,
김정인,-0.26,2,0,0,0,0,0,0,0,1.0,6,6,12,6,3,0,0,3,0,0,1,0,0,54.0,10.56,9.0,8.7,44.8,-0.07,키움,2020,3200.0
김재영,-0.26,11,0,0,2,0,0,0,0,11.1,14,13,58,18,3,0,2,8,0,3,4,0,0,10.32,8.29,2.29,50.9,63.3,-0.09,한화,2016,3000.0
홍성무,-0.26,7,0,0,0,0,1,0,0,6.1,9,9,35,11,3,0,1,6,0,0,4,0,0,12.79,7.37,2.68,39.6,67.6,-0.46,kt,2017,3000.0
이재익,-0.26,42,0,0,0,3,2,0,7,33.1,25,22,149,41,7,0,4,9,0,1,21,0,0,5.94,4.54,1.5,70.3,91.5,-0.78,삼성,2022,3700.0
김학성,-0.26,4,0,0,1,0,0,0,0,4.1,7,7,27,11,1,0,0,3,0,1,0,0,0,14.54,6.56,3.23,35.0,79.1,-0.31,NC,2016,
정수민,-0.27,10,0,0,7,1,2,0,0,30.1,24,23,151,34,5,1,6,27,1,1,22,0,1,6.82,7.12,2.01,65.8,63.8,-0.59,SSG,2021,
박근홍,-0.27,60,0,0,0,0,2,0,9,41.0,34,34,192,42,5,0,5,27,1,4,40,0,3,7.46,5.62,1.68,70.6,92.7,-0.33,삼성,2016,10000.0
김상수,-0.27,2,0,0,1,0,1,0,0,5.0,8,6,30,10,3,0,1,5,0,0,2,0,0,10.8,8.42,3.0,46.1,59.2,-0.41,키움,2015,6000.0
여건욱,-0.27,25,0,0,0,1,3,1,2,27.2,24,22,124,36,8,1,8,4,0,3,18,0,2,7.16,6.77,1.45,64.7,66.3,-0.94,LG,2020,
구준범,-0.27,1,0,0,1,0,0,0,0,2.0,5,5,12,2,0,0,2,3,0,1,1,0,0,22.5,21.33,2.5,20.1,21.7,-0.37,삼성,2021,3200.0
이우찬,-0.27,3,0,0,0,0,0,0,0,0.2,4,4,9,3,2,0,0,3,0,1,0,0,1,54.0,21.83,9.0,9.3,23.5,-0.16,LG,2018,
서균,-0.27,7,0,0,0,0,0,0,0,4.1,8,7,27,10,4,0,0,3,0,0,3,0,0,14.54,4.1,3.0,28.5,102.8,-0.08,한화,2019,4500.0
정현욱,-0.27,17,0,0,0,1,0,1,3,21.0,19,17,97,22,3,0,4,10,1,4,18,0,2,7.29,6.41,1.52,69.8,76.7,0.08,LG,2016,
최지민,-0.27,6,0,0,0,0,0,0,0,6.0,9,9,36,12,2,0,1,5,0,1,7,0,1,13.5,6.17,2.83,30.2,66.6,-0.15,KIA,2022,3000.0
한기주,-0.27,29,0,0,5,4,3,1,1,56.2,48,48,278,81,12,1,11,30,3,5,27,0,1,7.62,7.06,1.96,67.9,73.7,-2.26,KIA,2016,6000.0
김현준,-0.27,12,0,0,0,0,1,0,0,14.2,14,9,72,19,7,0,0,5,2,2,9,0,0,5.52,3.13,1.64,73.8,128.6,-0.42,삼성,2022,3300.0
이우찬,-0.28,15,0,0,5,0,1,0,0,34.0,25,21,161,36,3,1,3,25,0,1,27,0,0,5.56,5.19,1.79,77.6,83.5,-0.54,LG,2021,5000.0
레온,-0.28,2,0,0,2,0,1,0,0,8.0,10,10,40,16,5,0,2,1,0,1,7,0,0,11.25,6.04,2.13,46.9,86.6,-0.51,삼성,2016,
박근홍,-0.28,24,0,0,0,0,0,0,1,15.1,17,16,76,13,0,1,2,14,1,3,14,0,4,9.39,6.74,1.76,54.0,74.5,-0.15,삼성,2017,8000.0
핀토,-0.28,30,0,0,30,6,15,0,0,162.0,121,111,766,198,35,1,19,90,3,11,112,2,11,6.17,5.51,1.78,78.2,88.3,-2.27,SSG,2020,
허준혁,-0.28,1,0,0,1,0,1,0,0,1.2,5,5,12,4,1,0,0,3,0,0,1,0,0,27.0,8.03,4.2,18.7,64.1,-0.3,두산,2018,8500.0
김윤식,-0.28,23,0,0,11,2,4,0,2,67.2,50,47,308,87,16,1,7,24,0,6,38,1,2,6.25,5.11,1.64,74.0,90.5,-1.24,LG,2020,2700.0
이강준,-0.28,13,0,0,0,0,0,0,1,9.2,11,11,57,9,0,0,1,20,0,0,6,0,1,10.24,9.65,3.0,40.6,42.3,-0.15,롯데,2022,
시스코,-0.28,17,0,0,5,0,6,0,2,39.0,34,27,185,43,4,2,5,25,1,4,42,0,11,6.23,5.28,1.74,80.7,93.3,-1.87,kt,2015,
김단우,-0.28,4,0,0,0,0,0,0,0,3.2,8,5,23,7,4,0,2,3,0,1,4,0,1,12.27,11.51,2.73,35.1,36.1,-0.06,LG,2021,
애디튼,-0.28,15,0,0,13,2,7,0,0,70.0,54,46,324,85,18,2,7,25,0,5,60,0,5,5.91,4.61,1.57,85.2,109.1,-1.14,롯데,2017,
이영하,-0.28,35,0,0,11,5,6,1,2,78.2,58,55,364,81,18,0,9,57,0,1,53,0,7,6.29,5.68,1.75,68.5,75.8,-1.63,두산,2021,16000.0
한승혁,-0.28,36,0,0,0,1,1,1,3,39.0,32,31,186,46,10,1,4,23,2,1,42,0,10,7.15,4.61,1.77,69.5,108.4,-0.85,KIA,2017,6500.0
이원준,-0.28,2,0,0,1,0,1,0,0,2.1,5,5,14,3,0,0,1,4,0,0,2,0,0,19.29,12.4,3.0,22.1,35.0,-0.25,SSG,2019,
윤강민,-0.28,6,0,0,0,0,0,0,0,5.2,11,11,36,14,3,0,1,5,0,2,4,0,1,17.47,8.42,3.35,29.7,62.6,-0.09,NC,2018,
남하준,-0.28,11,0,0,0,1,1,0,1,10.1,11,10,55,18,4,0,4,6,0,1,6,0,1,8.71,9.24,2.32,46.8,44.5,-0.38,KIA,2022,3300.0
유재유,-0.29,7,0,0,1,0,1,0,0,6.2,10,10,36,10,1,2,2,7,0,0,3,1,1,13.5,9.94,2.55,37.7,49.2,-0.31,LG,2016,3000.0
양지율,-0.29,4,0,0,0,0,0,0,0,5.1,10,9,30,12,2,0,0,1,0,0,3,0,1,15.19,2.84,2.44,27.3,147.1,0.0,키움,2019,2700.0
김성진,-0.29,45,0,0,0,1,3,0,2,40.2,30,24,185,40,13,0,4,23,2,0,29,0,3,5.31,4.73,1.55,83.5,91.2,-1.01,키움,2021,5000.0
김승현,-0.29,14,0,0,0,1,1,0,0,12.2,12,9,61,11,2,0,0,9,0,1,4,0,1,6.39,5.14,1.58,67.9,81.7,-0.17,삼성,2019,
김범수,-0.29,45,0,0,16,5,9,1,1,103.0,70,65,485,115,19,3,15,61,1,10,85,0,9,5.68,5.68,1.71,72.9,73.1,-1.5,한화,2019,6500.0
이승헌,-0.29,1,0,0,1,0,1,0,0,0.2,4,4,8,3,2,0,0,3,0,0,1,0,1,54.0,13.84,9.0,7.7,29.6,-0.33,롯데,2022,
김윤동,-0.29,11,0,0,0,1,2,4,0,11.0,8,8,55,12,1,1,1,11,2,0,12,0,1,6.55,4.86,2.09,64.1,86.4,0.09,KIA,2019,13000.0
고영창,-0.29,24,0,0,0,0,2,0,6,23.1,19,15,108,30,6,0,0,10,0,2,6,0,0,5.79,4.36,1.71,76.9,102.5,-0.44,KIA,2021,4200.0
서덕원,-0.29,24,0,0,0,1,0,0,1,32.2,28,27,148,36,8,1,7,14,0,0,24,0,5,7.44,5.94,1.53,59.8,74.4,-0.82,KIA,2021,3600.0
장시환,-0.3,40,0,0,7,3,12,6,3,75.1,62,53,365,93,24,2,7,43,5,9,67,0,11,6.33,5.09,1.81,82.5,103.2,-3.59,kt,2016,
벨레스터,-0.3,3,0,0,3,0,3,0,0,12.1,14,11,66,20,4,0,1,12,0,0,5,0,2,8.03,6.95,2.6,65.7,74.8,-0.71,삼성,2016,
임대한,-0.3,12,0,0,0,0,0,0,0,14.0,17,14,81,26,3,0,3,15,0,0,13,0,2,9.0,7.88,2.93,56.4,64.1,-0.22,삼성,2017,
신재영,-0.3,7,0,0,0,0,0,0,0,5.0,8,7,34,13,4,1,2,4,0,0,1,0,0,12.6,10.76,3.4,37.4,42.6,-0.49,키움,2020,
문광은,-0.3,17,0,0,0,1,1,0,1,17.0,18,18,85,30,5,1,6,7,0,0,13,2,0,9.53,8.09,2.18,54.8,65.5,-1.16,SSG,2016,4500.0
정우람,-0.3,50,0,0,0,1,4,15,1,44.2,29,28,199,47,5,0,5,20,2,5,32,0,0,5.64,4.9,1.5,77.6,91.0,-1.27,한화,2021,80000.0
임준형,-0.31,10,0,0,5,1,3,0,1,30.0,22,20,140,36,4,0,2,14,0,3,26,0,1,6.0,4.17,1.67,66.2,95.7,-0.96,LG,2022,
장필준,-0.31,2,0,0,1,0,0,0,0,4.0,7,7,22,10,2,0,2,0,0,0,4,0,0,15.75,8.12,2.5,31.3,60.7,-0.39,삼성,2015,2800.0
찰리,-0.31,12,0,0,12,4,5,0,0,53.1,39,34,245,67,14,1,8,19,0,7,29,0,1,5.74,5.94,1.61,83.5,82.2,-1.42,NC,2015,
이태양,-0.31,16,0,0,12,3,6,0,0,59.0,49,47,275,79,16,1,12,26,1,2,29,0,2,7.17,6.77,1.78,70.1,74.9,-1.66,한화,2017,7300.0
황덕균,-0.32,13,0,0,0,0,1,0,0,15.0,16,16,75,26,2,0,4,3,1,2,5,0,1,9.6,7.34,1.93,51.8,65.9,-0.42,키움,2017,
최원태,-0.32,17,0,0,11,2,3,0,0,61.0,51,49,293,89,11,1,6,23,0,6,42,0,4,7.23,5.12,1.84,72.6,101.2,-1.71,키움,2016,4500.0
김주한,-0.32,7,0,0,0,1,0,0,1,6.0,10,9,34,9,2,0,2,6,0,0,5,0,0,13.5,9.5,2.5,38.9,55.8,-0.01,SSG,2018,
하영민,-0.32,9,0,0,1,0,2,0,0,16.1,18,14,89,30,3,0,3,7,0,1,10,0,0,7.71,6.47,2.27,66.8,78.9,-0.62,키움,2018,4500.0
최영환,-0.32,1,0,0,1,0,1,0,0,2.2,6,6,18,8,2,0,0,1,0,1,1,0,0,20.25,4.84,3.38,20.6,84.6,-0.34,롯데,2022,4700.0
장원삼,-0.32,8,0,0,3,0,2,0,0,14.2,13,13,68,20,4,0,3,3,0,2,7,0,0,7.98,6.13,1.57,51.5,65.2,-0.5,LG,2019,
권오준,-0.32,17,0,0,0,0,2,0,1,16.0,18,15,72,22,3,1,3,3,0,0,10,0,0,8.44,5.31,1.56,58.1,93.0,-0.41,삼성,2020,
박정준,-0.32,7,0,0,0,0,0,0,0,4.2,10,10,29,8,2,0,0,6,0,1,3,0,1,19.29,7.01,3.0,27.2,74.0,-0.24,키움,2016,2700.0
킹엄,-0.32,2,0,0,2,0,2,0,0,10.2,11,8,52,16,4,0,1,4,0,0,6,0,1,6.75,4.77,1.88,71.5,101.6,-0.55,SSG,2020,
이창재,-0.32,4,0,0,0,0,1,0,0,1.1,5,5,12,5,1,0,0,2,0,1,2,0,0,33.75,7.09,5.25,12.2,56.5,-0.41,,2022,
하준호,-0.32,20,0,0,0,0,1,0,0,16.1,16,15,77,16,2,0,2,16,0,1,15,0,1,8.27,6.22,1.96,49.8,65.3,-0.37,kt,2022,5000.0
박진형,-0.33,13,0,0,0,3,2,0,1,13.0,12,9,69,23,3,3,1,8,0,1,11,0,0,6.23,5.22,2.39,83.7,100.0,-1.4,롯데,2018,
김유영,-0.33,46,0,0,0,0,1,1,3,34.1,32,25,171,37,9,1,3,30,1,0,31,0,8,6.55,5.66,1.95,79.7,92.1,-1.21,롯데,2016,3400.0
안우진,-0.33,20,0,0,5,2,4,0,1,41.1,35,33,198,46,5,0,6,28,0,3,46,2,5,7.19,5.74,1.79,71.7,88.9,-1.53,키움,2018,
강윤구,-0.33,22,0,0,1,0,1,0,3,16.0,15,15,79,21,4,0,3,14,1,1,15,0,0,8.44,6.52,2.19,53.9,68.6,-0.91,NC,2021,
최금강,-0.33,19,0,0,4,0,1,0,1,37.1,36,35,183,51,10,0,8,22,0,2,18,1,3,8.44,7.58,1.96,61.5,69.6,-0.79,NC,2018,
김윤수,-0.33,20,0,0,1,0,0,0,1,19.0,18,14,101,25,5,0,2,17,0,1,25,0,4,6.63,4.91,2.21,68.1,91.6,-0.65,삼성,2021,6500.0
김정인,-0.33,11,0,0,6,1,2,0,0,31.2,26,25,151,34,6,1,6,18,0,2,21,0,2,7.11,6.36,1.64,62.4,67.4,-0.79,키움,2021,4000.0
이민우,-0.33,25,0,0,5,1,1,0,0,44.2,33,31,206,60,9,2,3,17,0,3,23,0,1,6.25,4.53,1.72,64.9,90.1,-0.92,한화,2022,4800.0
배재준,-0.34,19,0,0,12,3,4,0,0,62.0,42,36,282,61,17,1,3,33,0,8,44,0,3,5.23,4.6,1.52,78.6,89.1,-0.63,LG,2019,5700.0
박시영,-0.34,36,0,0,0,1,1,0,1,30.1,27,27,145,32,7,0,5,23,0,1,21,0,1,8.01,6.69,1.81,60.8,71.7,-1.17,롯데,2020,
김건태,-0.34,16,0,0,0,0,0,0,0,18.1,15,9,86,22,8,0,2,12,2,2,16,0,1,4.42,4.98,1.86,92.2,82.8,-0.07,NC,2022,
노운현,-0.34,5,0,0,0,0,1,0,0,4.0,7,5,28,10,1,0,0,3,0,1,3,0,1,11.25,4.84,3.25,35.6,83.4,-0.41,키움,2022,3000.0
박주현,-0.34,2,0,0,0,0,0,0,0,2.1,9,9,19,9,0,0,1,3,0,0,0,0,2,34.71,13.16,5.14,14.3,36.9,-0.31,키움,2017,4000.0
김선기,-0.34,21,0,0,0,0,1,0,1,22.2,22,20,120,34,7,0,5,16,1,0,21,0,3,7.94,6.83,2.21,64.9,74.4,-0.93,키움,2018,
최하늘,-0.34,2,0,0,1,0,1,0,0,2.0,6,6,13,4,0,0,2,2,0,1,1,0,0,27.0,19.9,3.0,15.5,21.3,-0.35,롯데,2019,2700.0
정영일,-0.34,9,0,0,0,0,0,0,0,8.0,12,9,44,12,4,0,3,6,0,1,2,0,2,10.13,10.74,2.25,49.7,47.5,-0.4,SSG,2017,3000.0
남재현,-0.34,5,0,0,1,0,1,0,1,8.0,13,13,44,10,2,0,2,10,0,0,5,0,1,14.63,9.08,2.5,30.4,48.8,0.04,,2021,
류희운,-0.35,1,0,0,1,0,1,0,0,2.1,6,6,17,8,2,0,0,2,0,0,1,0,2,23.14,5.12,4.29,17.9,81.2,-0.31,kt,2019,3500.0
이재민,-0.35,2,0,0,0,0,0,0,0,2.0,8,8,15,3,1,0,0,5,0,1,0,0,0,36.0,12.34,4.0,11.2,33.0,-0.06,한화,2022,3000.0
황동재,-0.35,1,0,0,0,0,0,0,0,1.1,8,8,16,8,2,0,1,4,0,0,3,0,0,54.0,17.81,9.0,9.1,27.9,-0.33,삼성,2020,2700.0
