선수,연도,팀,연봉,WAR
김승준,2022,롯데,"3,000",
김용완,2022,롯데,"3,000",
박승욱,2022,롯데,"3,000",-0.026
이태오,2022,롯데,"3,000",
이민석,2022,롯데,"3,000",-0.366
이강준,2022,롯데,"3,000",-0.283
윤동희,2022,롯데,"3,000",-0.204
엄장윤,2022,롯데,"3,000",
신학진,2022,롯데,"3,000",
민성우,2022,롯데,"3,000",
김민기,2022,롯데,0,-0.171
김건우,2022,롯데,0,
황성빈,2022,롯데,0,0.352
최재훈,2022,한화,"100,000",1.848
정우람,2022,한화,"80,000",0.474
터크먼,2022,한화,"70,000",4.378
킹험,2022,한화,"70,000",
카펜터,2022,한화,"35,000",0.642
라미레즈,2022,한화,"27,500",1.022
하주석,2022,한화,"20,090",2.118
김민우,2022,한화,"19,100",1.992
정은원,2022,한화,"19,080",2.945
강재민,2022,한화,"15,000",0.825
노수광,2022,한화,"12,840",0.012
노시환,2022,한화,"12,000",2.267
윤대경,2022,한화,"9,730",-1.371
김범수,2022,한화,"9,680",0.660
장시환,2022,한화,"8,700",0.320
김종수,2022,한화,"7,900",-0.104
장민재,2022,한화,"7,600",2.375
이성곤,2022,한화,"6,400",-0.355
윤호솔,2022,한화,"6,350",0.132
김태연,2022,한화,"5,600",0.634
김재영,2022,한화,"5,500",-0.370
신정락,2022,한화,"5,400",0.525
장운호,2022,한화,"5,350",0.222
주현상,2022,한화,"5,080",-0.471
정범모,2022,한화,"4,700",
송윤준,2022,한화,"4,100",0.026
임준섭,2022,한화,"4,000",0.107
김기중,2022,한화,"3,900",-0.215
임종찬,2022,한화,"3,600",-0.134
박정현,2022,한화,"3,500",0.870
김기탁,2022,한화,"3,500",
황영국,2022,한화,"3,400",
이도윤,2022,한화,"3,400",-0.321
허관회,2022,한화,"3,370",-0.070
유로결,2022,한화,"3,300",-1.039
이원석,2022,한화,"3,300",-0.468
이시원,2022,한화,"3,300",
남지민,2022,한화,"3,300",-1.222
강상원,2022,한화,"3,250",0.000
장규현,2022,한화,"3,200",
이충호,2022,한화,"3,200",-0.171
장지승,2022,한화,"3,200",
김인환,2022,한화,"3,200",0.858
박상언,2022,한화,"3,200",0.142
박윤철,2022,한화,"3,200",-0.094
윤산흠,2022,한화,"3,100",1.026
김현민,2022,한화,"3,100",
송호정,2022,한화,"3,100",
이승관,2022,한화,"3,100",-0.139
정민규,2022,한화,"3,100",-0.351
신지후,2022,한화,"3,100",
조은,2022,한화,"3,000",
조현진,2022,한화,"3,000",
정이황,2022,한화,"3,000",
노석진,2022,한화,"3,000",
유상빈,2022,한화,"3,000",0.045
허인서,2022,한화,"3,000",-0.165
권광민,2022,한화,"3,000",0.126
한승주,2022,한화,"3,000",-0.076
김겸재,2022,한화,"3,000",
김규연,2022,한화,"3,000",-0.053
김민기,2022,한화,"3,000",
김준석,2022,한화,"3,000",
최현준,2022,한화,"3,000",
문동주,2022,한화,"3,000",-0.005
문승진,2022,한화,"3,000",
유민,2022,한화,"3,000",
이상혁,2022,한화,"3,000",
원혁재,2022,한화,"3,000",-0.358
이성민,2022,한화,"3,000",
이성원,2022,한화,"3,000",
양경모,2022,한화,"3,000",
안창호,2022,한화,"3,000",
이재민,2022,한화,"3,000",-0.347
이종완,2022,한화,"3,000",
이준기,2022,한화,"3,000",
신현수,2022,한화,"3,000",
변우혁,2022,한화,"3,000",0.104
박준영,2022,한화,"3,000",-0.464
민승기,2022,한화,"3,000",
전승우,2022,한화,"3,000",
최이경,2022,한화,"3,000",
요키시,2022,넥센,"90,000",
이정후,2022,넥센,"75,000",
푸이그,2022,넥센,"70,000",
이용규,2022,넥센,"40,000",
김혜성,2022,넥센,"32,000",
최원태,2022,넥센,"31,000",
박동원,2022,넥센,"31,000",
이지영,2022,넥센,"30,000",
정찬헌,2022,넥센,"28,000",
애플러,2022,넥센,"27,500",
한현희,2022,넥센,"25,000",
김태훈,2022,넥센,"19,000",
안우진,2022,넥센,"15,000",
김재웅,2022,넥센,"10,400",
양현,2022,넥센,"10,000",
이승호,2022,넥센,"8,500",
송성문,2022,넥센,"7,500",
김웅빈,2022,넥센,"7,000",
전병우,2022,넥센,"7,000",
김재현,2022,넥센,"6,500",
김선기,2022,넥센,"6,300",
김동혁,2022,넥센,"6,000",
이영준,2022,넥센,"6,000",
김성민,2022,넥센,"6,000",
강민국,2022,넥센,"5,000",
박준태,2022,넥센,"5,000",
김준완,2022,넥센,"5,000",
김성진,2022,넥센,"5,000",
변상권,2022,넥센,"4,800",
김주형,2022,넥센,"4,500",
김준형,2022,넥센,"4,200",
윤정현,2022,넥센,"4,100",
신준우,2022,넥센,"4,000",
하영민,2022,넥센,"4,000",
예진원,2022,넥센,"4,000",
김정인,2022,넥센,"4,000",
박주성,2022,넥센,"4,000",
김휘집,2022,넥센,"3,900",
문성현,2022,넥센,"3,500",
김수환,2022,넥센,"3,400",
조영건,2022,넥센,"3,400",
임지열,2022,넥센,"3,200",
박주현,2022,넥센,"3,200",
양지율,2022,넥센,"3,200",
박승주,2022,넥센,"3,200",
박주홍,2022,넥센,"3,200",
장재영,2022,넥센,"3,100",
김동욱,2022,넥센,"3,100",
김현우,2022,넥센,"3,000",
이재홍,2022,넥센,"3,000",
이종민,2022,넥센,"3,000",
이주형,2022,넥센,"3,000",
정연제,2022,넥센,"3,000",
김대한,2022,넥센,"3,000",
주승빈,2022,넥센,"3,000",
김시앙,2022,넥센,"3,000",
정재원,2022,넥센,"3,000",
김리안,2022,넥센,"3,000",
주승우,2022,넥센,"3,000",
김민수,2022,넥센,"3,000",
노운현,2022,넥센,"3,000",
백진수,2022,넥센,"3,000",
박준형,2022,넥센,"3,000",
송정인,2022,넥센,"3,000",
양경식,2022,넥센,"3,000",
박관진,2022,넥센,"3,000",
박정훈,2022,넥센,"3,000",
박찬혁,2022,넥센,"3,000",
오윤성,2022,넥센,"3,000",
윤석원,2022,넥센,"3,000",
이세호,2022,넥센,"3,000",
이병규,2022,넥센,"3,000",
이명종,2022,넥센,"3,000",
이명기,2022,넥센,"3,000",
박수종,2022,넥센,"2,700",
배현호,2022,넥센,"2,700",
오성민,2022,넥센,"2,700",
류하성,2022,넥센,"1,500",
김창현,2022,넥센,0,
박건우,2022,NC,"190,000",4.271
루친스키,2022,NC,"160,000",4.376
손아섭,2022,NC,"150,000",2.470
양의지,2022,NC,"100,000",4.975
박석민,2022,NC,"70,000",-0.168
마티니,2022,NC,"44,000",3.309
파슨스,2022,NC,"44,000",1.043
박민우,2022,NC,"41,000",2.280
이용찬,2022,NC,"40,000",2.931
심창민,2022,NC,"28,000",-0.528
원종현,2022,NC,"27,000",2.019
노진혁,2022,NC,"23,000",3.037
구창모,2022,NC,"19,000",3.963
이재학,2022,NC,"18,000",-0.144
더모디,2022,NC,"18,000",-0.137
이명기,2022,NC,"17,500",-0.395
송명기,2022,NC,"13,000",-0.234
홍성민,2022,NC,"12,500",
신민혁,2022,NC,"12,000",0.483
권희동,2022,NC,"11,000",0.327
임정호,2022,NC,"10,500",0.534
이민호,2022,NC,"10,000",
김영규,2022,NC,"9,500",1.837
류진욱,2022,NC,"7,500",0.096
박준영,2022,NC,"7,000",0.090
김주원,2022,NC,"6,000",2.519
정진기,2022,NC,"5,500",-0.059
김건태,2022,NC,"5,300",-0.340
전민수,2022,NC,"5,000",-0.054
김응민,2022,NC,"4,900",-0.396
김기환,2022,NC,"4,500",0.838
정현,2022,NC,"4,300",
강동연,2022,NC,"4,200",-0.184
하준영,2022,NC,"4,000",0.320
손정욱,2022,NC,"4,000",
윤형준,2022,NC,"4,000",-0.207
도태훈,2022,NC,"4,000",-0.132
박대온,2022,NC,"4,000",-0.831
김태경,2022,NC,"3,300",1.263
이우석,2022,NC,"3,300",-0.223
최승민,2022,NC,"3,300",-0.069
강태경,2022,NC,"3,200",
최보성,2022,NC,"3,200",
전사민,2022,NC,"3,000",0.088
김시훈,2022,NC,"3,000",1.879
임지민,2022,NC,"3,000",
김재균,2022,NC,"3,000",
이현우,2022,NC,"3,000",
김정호,2022,NC,"3,000",
정구범,2022,NC,"3,000",-0.055
김수윤,2022,NC,"3,000",-0.089
김녹원,2022,NC,"3,000",
이한,2022,NC,"3,000",
한재승,2022,NC,"3,000",0.265
한건희,2022,NC,"3,000",
하준수,2022,NC,"3,000",0.020
조효원,2022,NC,"3,000",
최우재,2022,NC,"3,000",
천재환,2022,NC,"3,000",-0.413
조민석,2022,NC,"3,000",0.140
이준혁,2022,NC,"3,000",
이주형,2022,NC,"3,000",
오승택,2022,NC,"3,000",
김한별,2022,NC,"3,000",-0.308
안인산,2022,NC,"3,000",
노상혁,2022,NC,"3,000",
노시훈,2022,NC,"3,000",
서의태,2022,NC,"3,000",
박성재,2022,NC,"3,000",
서호철,2022,NC,"3,000",0.208
오영수,2022,NC,"3,000",-0.030
오장한,2022,NC,"3,000",
오태양,2022,NC,"3,000",-0.060
김준상,2022,NC,"3,000",
이재용,2022,NC,"3,000",0.116
이인혁,2022,NC,"3,000",
김진우,2022,NC,"3,000",
이용준,2022,NC,"3,000",-0.490
김진호,2022,NC,"3,000",-0.228
박동수,2022,NC,"3,000",0.026
김태현,2022,NC,"3,000",
서준교,2022,NC,"3,000",
강인권,2022,NC,0,
쿠에바스,2022,kt,"80,000",0.326
데스파이네,2022,kt,"70,000",0.989
라모스,2022,kt,"65,000",0.107
박병호,2022,kt,"60,000",4.517
강백호,2022,kt,"55,000",0.092
장성우,2022,kt,"50,000",3.362
황재균,2022,kt,"40,000",2.809
고영표,2022,kt,"30,000",4.497
주권,2022,kt,"29,500",1.137
박경수,2022,kt,"29,000",-0.783
김재윤,2022,kt,"28,000",2.323
배제성,2022,kt,"27,000",0.802
심우준,2022,kt,"26,000",1.898
배정대,2022,kt,"26,000",2.554
조용호,2022,kt,"24,000",3.153
소형준,2022,kt,"20,000",4.280
박시영,2022,kt,"12,000",0.195
김민수,2022,kt,"11,500",4.014
신본기,2022,kt,"11,500",-0.276
조현우,2022,kt,"9,500",0.024
오윤석,2022,kt,"9,000",0.952
김민혁,2022,kt,"9,000",0.508
안영명,2022,kt,"8,500",0.068
심재민,2022,kt,"8,200",0.856
송민섭,2022,kt,"8,100",-0.407
전유수,2022,kt,"8,000",-0.101
엄상백,2022,kt,"8,000",3.311
정성곤,2022,kt,"7,500",
김성훈,2022,kt,"7,000",
이창재,2022,kt,"6,700",-0.317
문상철,2022,kt,"6,600",0.026
김준태,2022,kt,"6,500",1.852
하준호,2022,kt,"5,000",-0.320
김병희,2022,kt,"4,700",-0.426
천성호,2022,kt,"4,400",
권동진,2022,kt,"4,200",-0.254
김태훈,2022,kt,"4,100",-0.219
홍현빈,2022,kt,"4,000",0.582
이정현,2022,kt,"3,500",0.087
김태오,2022,kt,"3,400",0.066
조병욱,2022,kt,"3,400",
류희운,2022,kt,"3,300",
정주후,2022,kt,"3,200",
지명성,2022,kt,"3,200",0.036
문상인,2022,kt,"3,200",-0.048
안현준,2022,kt,"3,200",
고명성,2022,kt,"3,100",0.003
한차현,2022,kt,"3,100",
신병률,2022,kt,"3,100",
김만수,2022,kt,"3,100",
안치영,2022,kt,"3,000",
한지웅,2022,kt,"3,000",
고성민,2022,kt,"3,000",
김건형,2022,kt,"3,000",
신범준,2022,kt,"3,000",
김병준,2022,kt,"3,000",
정정우,2022,kt,"3,000",
김민서,2022,kt,"3,000",
조대현,2022,kt,"3,000",-0.092
김한별,2022,kt,"3,000",
송현제,2022,kt,"3,000",
권성준,2022,kt,"3,000",
안현민,2022,kt,"3,000",
안광준,2022,kt,"3,000",
김성균,2022,kt,"3,000",
박영현,2022,kt,"3,000",0.975
우종휘,2022,kt,"3,000",
유준규,2022,kt,"3,000",-0.117
윤준혁,2022,kt,"3,000",
이상우,2022,kt,"3,000",0.074
최동희,2022,kt,"3,000",
박주현,2022,kt,"2,700",
한기원,2022,kt,"2,700",
전진영,2022,kt,"2,700",-0.025
임도혁,2022,kt,"2,700",
김대현,2022,kt,"2,700",
박시윤,2022,kt,0,
백선기,2022,kt,0,
김영현,2022,kt,0,
문상준,2022,kt,0,0.002
양승혁,2022,kt,0,-0.162
김도영,2022,kt,0,
이종혁,2022,kt,0,
윤강찬,2022,kt,0,
전용주,2022,kt,0,
최성민,2022,kt,0,
