순,이름,팀,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
2656,이은총,15KRF,-0.29,11,38,35,3,6,1,0,0,7,3,0,0,1,1,0,7,0,1,0,.171,.216,.200,.416,.196,-3.0,-0.29,-0.22
2657,장운호,16한LF,-0.29,51,85,76,7,18,2,1,0,22,11,0,0,4,2,0,16,1,3,0,.237,.293,.289,.582,.268,40.4,-0.29,-0.05
2658,우동균,17삼LF,-0.29,8,13,12,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,.000,.077,.000,.077,.056,-95.2,-0.29,-0.26
2659,이주형,22키DH,-0.29,32,85,71,7,12,0,0,1,15,8,0,0,10,3,0,27,0,0,1,.169,.294,.211,.505,.257,55.7,-0.29,-0.39
2660,홍성갑,16넥LF,-0.29,44,68,62,4,14,0,1,0,16,7,1,0,1,5,0,18,2,0,0,.226,.294,.258,.552,.271,39.8,-0.29,-0.11
2661,장영석,20K3B,-0.29,11,37,31,1,4,0,0,0,4,2,0,0,4,1,0,7,3,0,1,.129,.243,.129,.372,.202,5.5,-0.29,-0.58
2662,권동진,22K2B,-0.29,46,40,38,9,5,1,1,0,8,4,4,0,1,0,0,16,0,1,0,.132,.154,.211,.364,.163,-12.6,-0.29,-0.26
2663,오선우,21KLF,-0.29,9,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,.067,.125,.067,.192,.106,-57.0,-0.29,-0.32
2664,이창진,18KKLF,-0.30,20,30,29,5,5,1,0,0,6,0,0,1,0,1,0,3,2,0,0,.172,.200,.207,.407,.189,-6.6,-0.30,-0.37
2665,양우현,20삼2B,-0.30,7,24,23,0,3,0,0,0,3,0,0,0,1,0,0,5,1,0,0,.130,.167,.130,.297,.148,-28.0,-0.30,-0.33
2666,장운호,21한RF,-0.30,102,338,285,36,67,10,0,0,77,28,3,6,36,7,0,77,7,7,3,.235,.332,.270,.603,.295,71.0,-0.30,-1.65
2667,김사연,17kCF,-0.30,34,52,51,5,11,2,0,0,13,3,2,0,0,0,0,11,0,1,0,.216,.216,.255,.471,.209,5.2,-0.30,0.33
2668,오재원,19두2B,-0.30,98,204,177,30,29,8,1,3,48,18,6,2,25,0,0,50,3,2,0,.164,.267,.271,.539,.257,51.4,-0.30,-1.55
2669,박승욱,17SSS,-0.30,73,184,158,25,32,3,2,3,48,11,0,4,16,4,0,57,1,5,1,.203,.291,.304,.594,.269,47.7,-0.30,-1.25
2670,장지승,21한RF,-0.30,24,72,61,7,11,1,0,1,15,5,2,0,7,1,0,24,4,2,1,.180,.271,.246,.517,.249,40.1,-0.30,-0.70
2671,고종욱,18넥LF,-0.30,102,351,330,47,92,22,0,6,132,54,17,4,15,1,1,96,2,1,4,.279,.309,.400,.709,.309,74.1,-0.30,1.03
2672,이성곤,19삼RF,-0.30,13,28,28,1,5,3,0,0,8,0,0,0,0,0,0,6,0,0,0,.179,.179,.286,.464,.209,13.3,-0.30,-0.12
2673,이병규,22키1B,-0.30,24,40,38,7,7,1,1,0,10,5,1,0,2,0,0,11,0,0,0,.184,.225,.263,.488,.228,32.1,-0.30,-0.21
2674,조동찬,18삼1B,-0.30,28,59,54,5,12,1,0,1,16,2,0,0,4,0,0,14,2,1,0,.222,.276,.296,.572,.258,40.1,-0.30,-0.57
2675,이성곤,22한1B,-0.31,41,117,99,6,19,5,0,0,24,5,1,1,17,0,0,32,0,0,1,.192,.308,.242,.550,.273,64.0,-0.31,-0.47
2676,김재현,16넥C,-0.31,56,82,72,8,13,2,0,0,15,8,0,0,7,1,0,14,1,2,0,.181,.263,.208,.471,.231,14.9,-0.31,-0.13
2677,김헌곤,20삼RF,-0.31,97,283,254,26,63,8,0,3,80,34,7,5,22,3,0,31,7,1,3,.248,.312,.315,.627,.295,67.7,-0.31,-1.15
2678,전병우,22키1B,-0.31,115,231,197,14,40,7,0,5,62,21,0,0,17,7,0,68,5,9,1,.203,.288,.315,.603,.275,68.2,-0.31,-0.01
2679,김인태,17두RF,-0.31,31,44,43,5,8,1,0,2,15,4,0,0,1,0,0,11,0,0,0,.186,.205,.349,.553,.237,33.2,-0.31,-0.45
2680,이우민,16롯CF,-0.31,52,98,83,19,16,5,0,1,24,8,2,2,7,4,0,16,3,4,0,.193,.287,.289,.576,.266,38.7,-0.31,-0.16
2681,손용석,16롯3B,-0.31,51,99,90,8,22,5,0,0,27,9,0,0,1,4,0,18,7,2,2,.244,.278,.300,.578,.265,39.6,-0.31,-0.08
2682,최항,22SDH,-0.31,15,24,20,0,2,0,0,0,2,1,0,0,2,1,0,7,0,0,1,.100,.208,.100,.308,.170,-8.9,-0.31,-0.24
2683,윤진호,18L2B,-0.31,102,61,53,13,11,3,0,0,14,4,0,1,2,2,0,14,2,4,0,.208,.263,.264,.527,.230,22.0,-0.31,-0.81
2684,안정광,15S3B,-0.31,10,19,19,0,2,0,0,0,2,1,0,0,0,0,0,7,0,0,0,.105,.105,.105,.211,.098,-65.1,-0.31,-0.27
2685,정민규,22한1B,-0.31,9,24,23,3,3,0,0,0,3,0,0,0,0,1,0,11,0,0,0,.130,.167,.130,.297,.149,-21.7,-0.31,-0.14
2686,강승호,16LSS,-0.31,18,41,38,4,7,3,0,0,10,3,0,0,2,0,0,12,0,0,1,.184,.220,.263,.483,.222,10.3,-0.31,-0.39
2687,김병희,22K1B,-0.31,41,85,74,8,15,2,0,1,20,6,0,3,7,3,0,26,2,0,1,.203,.294,.270,.564,.274,63.0,-0.31,-0.37
2688,김성훈,19삼2B,-0.32,65,88,77,14,14,1,1,1,20,5,4,3,7,0,0,11,0,4,0,.182,.250,.260,.510,.233,31.0,-0.32,-0.22
2689,정현석,17한RF,-0.32,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.32,-0.41
2690,김재현,18넥C,-0.32,116,234,202,22,46,7,0,3,62,18,0,0,12,8,0,58,2,9,3,.228,.293,.307,.600,.265,45.5,-0.32,-0.70
2691,오선진,18한3B,-0.32,56,148,133,14,30,4,0,1,37,9,3,0,7,5,0,33,2,3,0,.226,.290,.278,.568,.261,42.0,-0.32,-0.69
2692,임훈,18LLF,-0.32,54,88,83,10,19,3,0,2,28,7,0,0,3,0,0,15,3,2,0,.229,.256,.337,.593,.256,41.5,-0.32,-0.44
2693,남태혁,16k1B,-0.32,16,48,44,2,9,3,0,0,12,2,1,0,3,0,0,18,3,0,1,.205,.250,.273,.523,.244,23.5,-0.32,-0.58
2694,김준태,15롯C,-0.32,27,31,26,0,4,0,0,0,4,0,0,0,4,0,0,12,1,1,0,.154,.267,.154,.421,.215,14.3,-0.32,-0.39
2695,이진석,16SCF,-0.32,41,45,43,6,8,1,1,0,11,2,0,0,2,0,0,19,1,0,0,.186,.222,.256,.478,.222,13.3,-0.32,-0.36
2696,정경운,18한2B,-0.32,22,16,15,1,1,0,0,0,1,2,0,0,0,0,0,7,1,0,1,.067,.063,.067,.129,.057,-92.5,-0.32,-0.42
2697,홍현빈,21KLF,-0.32,43,12,11,8,2,0,0,0,2,0,0,1,0,0,0,8,0,1,0,.182,.182,.182,.364,.160,-24.0,-0.32,0.13
2698,임종찬,20한RF,-0.33,52,119,108,5,25,5,0,1,33,12,0,1,9,1,0,38,2,1,0,.231,.297,.306,.602,.283,61.5,-0.33,-0.49
2699,김태연,17한3B,-0.33,12,22,21,1,1,0,0,1,4,2,0,0,1,0,0,11,0,0,0,.048,.091,.190,.281,.120,-55.1,-0.33,-0.31
2700,문상철,16k3B,-0.33,48,87,80,9,16,7,0,1,26,7,1,0,4,2,0,26,2,0,1,.200,.253,.325,.578,.263,36.5,-0.33,-0.57
2701,나원탁,18롯C,-0.33,20,24,24,0,3,0,0,0,3,1,0,0,0,0,0,10,0,0,0,.125,.125,.125,.250,.115,-55.1,-0.33,-0.15
2702,이성우,16KC,-0.33,55,89,76,9,16,1,0,0,17,6,0,0,5,3,0,10,3,4,1,.211,.282,.224,.506,.241,22.7,-0.33,-0.62
2703,정상호,16LC,-0.33,77,159,132,12,24,5,0,1,32,10,0,1,17,4,0,39,2,4,2,.182,.290,.242,.533,.258,35.1,-0.33,-1.11
2704,이성우,19LC,-0.33,54,74,64,2,10,3,0,0,13,6,0,0,4,3,0,11,2,3,0,.156,.239,.203,.443,.212,18.9,-0.33,-0.26
2705,한상훈,15한3B,-0.33,35,75,61,7,14,4,0,0,18,8,0,3,8,1,0,18,1,5,0,.230,.329,.295,.624,.281,51.8,-0.33,-0.21
2706,안권수,20두RF,-0.33,68,41,37,10,10,0,0,0,10,3,2,1,2,0,0,5,1,1,1,.270,.300,.270,.570,.265,48.2,-0.33,-0.21
2707,정병곤,18삼SS,-0.33,6,16,15,1,1,0,0,0,1,2,0,0,0,0,0,5,1,0,1,.067,.063,.067,.129,.057,-92.2,-0.33,-0.28
2708,정상호,19LC,-0.33,22,24,24,1,2,1,0,0,3,2,0,0,0,0,0,11,3,0,0,.083,.083,.125,.208,.094,-62.6,-0.33,-0.21
2709,김주형,15K1B,-0.34,45,88,83,2,19,3,0,2,28,3,0,0,3,2,0,22,3,0,0,.229,.273,.337,.610,.278,51.1,-0.34,-0.77
2710,이양기,17한LF,-0.34,17,48,44,0,10,1,0,0,11,3,0,0,2,0,0,10,1,2,0,.227,.261,.250,.511,.230,21.9,-0.34,-0.46
2711,백용환,21K한C,-0.34,39,102,86,10,12,1,0,4,25,4,0,0,11,3,0,26,4,2,0,.140,.260,.291,.551,.262,47.7,-0.34,0.42
2712,루츠,15두3B,-0.34,8,30,27,2,3,0,0,1,6,3,0,0,2,0,0,6,1,0,1,.111,.167,.222,.389,.175,-8.2,-0.34,-0.31
2713,홍종표,20K2B,-0.34,40,88,80,7,20,3,0,0,23,7,0,2,4,0,0,13,1,3,1,.250,.282,.288,.570,.259,43.2,-0.34,-1.01
2714,이영욱,18KCF,-0.34,14,16,16,0,2,0,0,0,2,1,1,0,0,0,0,4,0,0,0,.125,.125,.125,.250,.115,-54.7,-0.34,-0.20
2715,도태훈,22N3B,-0.34,90,163,139,18,30,7,0,2,43,13,0,0,13,1,0,23,5,7,3,.216,.282,.309,.591,.265,58.6,-0.34,-1.80
2716,최정용,20K2B,-0.34,38,59,56,5,11,1,0,1,15,5,0,0,2,0,0,15,0,1,0,.196,.224,.268,.492,.224,19.9,-0.34,-0.04
2717,이우성,21KLF,-0.34,65,100,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,.200,.303,.259,.562,.277,56.7,-0.34,-0.38
2718,박승규,20삼RF,-0.34,91,196,182,24,47,11,0,1,61,14,4,5,7,3,0,32,4,4,0,.258,.297,.335,.632,.288,63.6,-0.34,-0.48
2719,이성우,15KC,-0.34,79,134,117,8,26,8,0,1,37,16,0,0,9,0,1,20,5,5,3,.222,.271,.316,.588,.255,36.3,-0.34,-0.22
2720,조용호,18SLF,-0.34,16,14,13,4,1,0,0,0,1,0,0,1,0,0,0,5,0,1,0,.077,.077,.077,.154,.066,-87.9,-0.34,-0.20
2721,김재유,16롯CF,-0.35,21,30,27,8,4,0,0,0,4,1,2,3,1,1,0,7,1,1,0,.148,.207,.148,.355,.177,-17.7,-0.35,-0.26
2722,이해창,19KC,-0.35,30,43,40,0,5,0,0,0,5,0,0,0,2,1,0,11,0,0,0,.125,.186,.125,.311,.161,-17.8,-0.35,-0.89
2723,박승규,22삼CF,-0.35,62,83,74,10,16,2,0,0,18,4,2,0,3,0,0,15,0,5,1,.216,.244,.243,.487,.217,24.6,-0.35,-0.67
2724,하준호,18KLF,-0.35,15,26,22,2,3,1,0,1,7,2,0,0,0,0,0,14,0,4,0,.136,.136,.318,.455,.155,-29.8,-0.35,-0.20
2725,김진형,19N1B,-0.35,11,23,20,2,3,1,0,0,4,2,0,0,0,0,0,4,1,1,2,.150,.136,.200,.336,.139,-32.3,-0.35,-0.35
2726,황목치승,16LSS,-0.35,48,39,39,7,7,3,0,0,10,4,2,2,0,0,0,9,0,0,0,.179,.180,.256,.436,.195,-7.3,-0.35,-0.47
2727,김기환,21NLF,-0.35,62,149,140,19,29,7,2,3,49,13,15,4,8,0,0,45,1,1,0,.207,.250,.350,.600,.275,55.2,-0.35,-0.39
2728,이원재,21N1B,-0.36,31,69,65,3,15,2,0,0,17,7,1,0,1,1,0,11,1,1,1,.231,.250,.262,.512,.241,34.8,-0.36,-0.56
2729,오준혁,15한KLF,-0.36,32,86,80,11,17,2,0,2,25,10,1,1,2,1,0,22,4,1,2,.213,.235,.313,.548,.242,26.9,-0.36,-0.07
2730,남태혁,20SDH,-0.36,35,72,66,3,13,1,0,1,17,11,0,0,6,0,0,22,2,0,0,.197,.264,.258,.522,.250,37.4,-0.36,-0.38
2731,송준석,22삼RF,-0.36,17,32,29,3,4,0,0,0,4,1,0,0,1,1,0,5,1,1,0,.138,.194,.138,.332,.164,-11.5,-0.36,-0.56
2732,홍현빈,20KLF,-0.36,40,24,18,5,0,0,0,0,0,1,0,1,5,0,1,5,0,1,0,.000,.217,.000,.217,.128,-41.9,-0.36,-0.14
2733,임재철,15롯LF,-0.36,38,63,52,6,8,2,0,1,13,3,2,1,7,1,0,16,1,3,0,.154,.267,.250,.517,.239,26.8,-0.36,-0.49
2734,이인행,15KSS,-0.37,20,33,30,0,6,0,0,0,6,0,0,0,2,0,0,9,0,1,0,.200,.250,.200,.450,.214,8.7,-0.37,-0.40
2735,배성근,22롯2B,-0.37,22,41,39,3,5,1,0,0,6,0,0,0,2,0,0,12,3,0,0,.128,.171,.154,.325,.159,-16.5,-0.37,-0.70
2736,조인성,17한C,-0.37,16,29,29,1,4,0,0,0,4,0,0,0,0,0,0,9,1,0,0,.138,.138,.138,.276,.128,-46.6,-0.37,-0.32
2737,이진영,16KRF,-0.37,17,33,29,4,4,0,0,0,4,2,1,1,3,0,0,10,1,1,0,.138,.219,.138,.357,.182,-15.8,-0.37,-0.50
2738,최정용,22K2B,-0.37,30,23,22,5,2,0,0,0,2,0,0,0,0,0,0,6,0,1,0,.091,.091,.091,.182,.082,-67.7,-0.37,-0.37
2739,최민재,21롯LF,-0.37,21,27,25,2,2,1,0,0,3,2,2,0,2,0,0,8,1,0,0,.080,.148,.120,.268,.139,-35.2,-0.37,-0.47
2740,이재원,20LRF,-0.37,16,22,20,1,1,0,0,0,1,0,0,0,2,0,0,11,0,0,0,.050,.136,.050,.186,.109,-53.6,-0.37,-0.24
2741,정진호,19두RF,-0.37,66,110,96,13,20,0,0,1,23,3,5,2,11,0,0,24,2,3,0,.208,.290,.240,.529,.254,47.1,-0.37,-1.24
2742,이현석,20SC,-0.37,58,109,101,7,18,2,0,2,26,7,1,0,4,2,0,30,4,2,0,.178,.224,.257,.482,.222,18.2,-0.37,-0.55
2743,박지규,18L2B,-0.37,26,53,47,6,8,2,0,1,13,5,2,0,3,0,0,17,2,2,1,.170,.216,.277,.492,.210,11.0,-0.37,-0.38
2744,허정협,21키LF,-0.37,28,51,45,4,7,0,0,0,7,2,0,0,6,0,0,10,1,0,0,.156,.255,.156,.411,.218,19.0,-0.37,0.11
2745,이시원,21한CF,-0.37,33,62,53,8,10,1,0,0,11,2,2,2,3,2,0,12,2,4,0,.189,.259,.208,.466,.221,21.5,-0.37,-0.51
2746,김사훈,18롯C,-0.38,56,79,74,7,17,3,0,0,20,6,0,0,1,1,0,22,0,3,0,.230,.250,.270,.520,.229,20.3,-0.38,-0.69
2747,김태훈,15kDH,-0.38,22,44,43,3,9,1,0,1,13,2,0,0,0,0,0,16,1,0,1,.209,.205,.302,.507,.221,13.6,-0.38,-0.38
2748,윤형준,22N1B,-0.38,35,69,67,5,14,1,0,1,18,5,1,0,1,1,0,21,1,0,0,.209,.232,.269,.501,.234,38.4,-0.38,-0.70
2749,박대온,21NC,-0.38,42,95,85,4,18,1,0,0,19,5,0,0,4,0,0,21,0,4,2,.212,.242,.224,.465,.216,18.3,-0.38,-0.60
2750,김한별,22NSS,-0.38,24,23,21,0,2,0,0,0,2,0,0,1,0,0,0,6,0,2,0,.095,.095,.095,.191,.082,-66.8,-0.38,-0.39
2751,하준호,17kLF,-0.38,101,226,196,31,44,11,1,3,66,18,9,5,21,4,0,57,3,4,1,.224,.311,.337,.648,.293,62.0,-0.38,-0.58
2752,김휘집,21키3B,-0.38,34,89,70,9,9,1,0,1,13,8,1,0,13,2,0,23,0,3,1,.129,.279,.186,.465,.238,33.6,-0.38,-0.48
2753,최경철,16LC,-0.38,29,52,45,3,7,2,0,0,9,2,0,0,4,1,0,16,0,2,0,.156,.240,.200,.440,.212,3.9,-0.38,-0.20
2754,강진성,18NLF,-0.38,45,75,68,5,16,3,0,0,19,1,0,0,4,0,0,17,3,2,1,.235,.274,.279,.553,.248,35.2,-0.38,-1.00
2755,이우민,15롯CF,-0.38,75,174,141,18,32,4,0,4,48,18,2,0,10,6,0,43,2,17,0,.227,.306,.340,.646,.271,48.5,-0.38,-0.46
2756,정현,19KS2B,-0.38,27,44,37,3,3,0,0,0,3,2,1,1,6,0,0,16,1,0,1,.081,.205,.081,.286,.163,-15.9,-0.38,-0.39
2757,이해승,22삼SS,-0.38,46,106,99,11,23,3,0,0,26,5,0,0,1,0,0,29,1,6,0,.232,.240,.263,.503,.222,28.3,-0.38,-0.34
2758,김인환,19한1B,-0.38,18,46,42,1,9,1,0,0,10,2,0,0,2,0,0,9,0,0,2,.214,.239,.238,.477,.224,28.1,-0.38,-0.33
2759,김지수,21한RF,-0.38,11,25,24,0,2,1,0,0,3,0,0,0,1,0,0,14,0,0,0,.083,.120,.125,.245,.121,-45.5,-0.38,-0.30
2760,김석환,22KLF,-0.39,51,107,94,15,14,2,0,3,25,7,0,0,10,3,0,32,1,0,0,.149,.252,.266,.518,.250,47.0,-0.39,-1.07
2761,최진행,18한LF,-0.39,57,154,136,14,29,3,0,7,53,13,0,1,15,3,0,53,5,0,0,.213,.305,.390,.695,.307,69.2,-0.39,-0.26
2762,오선우,19KRF,-0.39,27,57,53,5,8,1,1,1,14,4,0,0,3,1,0,24,0,0,0,.151,.211,.264,.475,.223,22.9,-0.39,-0.75
2763,나주환,21K3B,-0.39,19,32,31,0,5,0,0,0,5,3,0,0,0,0,0,12,2,0,1,.161,.156,.161,.318,.150,-27.9,-0.39,-0.50
2764,최선호,16삼CF,-0.40,60,27,26,11,3,1,0,0,4,3,1,2,1,0,0,11,0,0,0,.115,.148,.154,.302,.145,-39.7,-0.40,-0.38
2765,변상권,21키LF,-0.40,72,171,159,19,38,5,4,0,51,20,0,0,9,0,0,40,2,0,3,.239,.275,.321,.596,.279,56.1,-0.40,0.62
2766,이학주,22롯SS,-0.40,91,260,232,29,48,11,1,3,70,15,2,4,16,2,0,54,3,9,1,.207,.263,.302,.565,.256,49.3,-0.40,-1.92
2767,김영환,20KK2B,-0.40,14,18,16,0,0,0,0,0,0,0,1,1,1,0,0,5,0,1,0,.000,.059,.000,.059,.041,-99.2,-0.40,-0.14
2768,한동희,19롯3B,-0.41,59,207,187,12,38,9,0,2,53,9,1,0,18,0,0,57,3,0,2,.203,.271,.283,.554,.263,52.4,-0.41,-1.93
2769,김사훈,17롯C,-0.41,57,89,76,1,14,3,0,0,17,8,1,0,6,1,0,21,2,5,1,.184,.250,.224,.474,.215,10.6,-0.41,-0.97
2770,신명철,15k1B,-0.41,89,168,134,12,28,2,2,2,40,18,1,0,27,0,2,37,5,6,1,.209,.340,.299,.638,.292,59.4,-0.41,-0.66
2771,이용규,22키LF,-0.41,86,326,271,34,54,6,0,0,60,21,12,2,45,7,0,42,7,1,2,.199,.326,.221,.548,.278,67.7,-0.41,0.64
2772,송민섭,18KLF,-0.41,47,29,27,7,4,0,0,0,4,0,2,1,1,0,0,8,1,1,0,.148,.179,.148,.327,.152,-31.6,-0.41,-0.38
2773,이해창,21한C,-0.41,20,60,54,4,9,3,0,0,12,4,0,1,1,1,0,13,0,3,1,.167,.193,.222,.415,.187,-1.2,-0.41,-0.85
2774,구본혁,20L3B,-0.42,125,98,86,20,14,0,1,1,19,7,0,0,7,2,0,18,2,3,0,.163,.242,.221,.463,.220,19.9,-0.42,-0.22
2775,정진호,21한LF,-0.42,50,167,145,9,33,9,0,0,42,15,4,1,15,1,1,22,5,4,2,.228,.301,.290,.590,.277,58.7,-0.42,-0.73
2776,이명기,16SLF,-0.42,99,326,287,29,78,7,4,1,96,22,14,8,23,4,0,37,3,10,2,.272,.332,.334,.667,.306,66.5,-0.42,-1.68
2777,박성한,18SSS,-0.42,42,59,52,3,7,1,0,0,8,2,0,0,7,0,0,16,0,0,0,.135,.237,.154,.391,.201,2.6,-0.42,-0.37
2778,박찬호,16KSS,-0.42,69,46,42,9,7,0,0,0,7,3,2,0,3,0,0,9,2,1,0,.167,.222,.167,.389,.192,-9.1,-0.42,-0.05
2779,이홍구,21KC,-0.43,37,58,55,4,9,0,0,1,12,7,0,0,2,0,1,28,4,0,1,.164,.190,.218,.408,.184,-6.2,-0.43,-0.48
2780,모터,20키3B,-0.43,10,37,35,4,4,0,0,1,7,3,0,0,1,0,0,10,0,0,1,.114,.135,.200,.335,.149,-24.6,-0.43,-0.64
2781,보어,21L1B,-0.43,32,117,100,7,17,2,0,3,28,17,0,0,11,3,0,30,2,0,3,.170,.265,.280,.545,.263,52.8,-0.43,-0.23
2782,오재원,21두2B,-0.43,45,79,72,6,12,3,0,0,15,5,2,0,6,0,0,18,3,0,1,.167,.228,.208,.436,.216,17.9,-0.43,-0.64
2783,반슬라이크,18두RF,-0.43,12,44,39,1,5,1,0,1,9,4,0,0,4,0,0,6,2,0,1,.128,.205,.231,.435,.199,4.5,-0.43,-0.20
2784,노태형,21한1B,-0.43,18,49,43,6,5,1,0,0,6,1,0,0,6,0,0,15,0,0,0,.116,.225,.140,.364,.196,3.9,-0.43,-0.44
2785,백용환,16KC,-0.43,80,199,174,12,34,7,0,4,53,15,2,1,19,1,1,52,6,3,2,.195,.276,.305,.580,.265,37.5,-0.43,-0.79
2786,김재현,15삼SS,-0.43,73,48,41,7,7,0,0,0,7,5,0,0,5,0,0,11,1,2,0,.171,.261,.171,.432,.213,9.2,-0.43,-0.07
2787,김준태,19롯C,-0.44,43,104,88,10,14,3,0,0,17,8,0,0,12,2,0,23,1,2,0,.159,.275,.193,.468,.236,34.2,-0.44,-0.13
2788,유장혁,20한LF,-0.44,30,46,42,3,7,1,0,0,8,0,0,1,4,0,0,18,0,0,0,.167,.239,.190,.430,.215,16.4,-0.44,-0.37
2789,최승준,15L1B,-0.45,8,31,26,0,2,0,0,0,2,1,0,0,4,0,0,7,0,0,1,.077,.194,.077,.271,.155,-28.8,-0.45,-0.51
2790,김지수,17넥2B,-0.45,64,40,35,7,6,0,0,1,9,5,0,1,2,0,0,8,0,1,2,.171,.205,.257,.462,.200,2.4,-0.45,-0.06
2791,김형준,18NC,-0.45,60,89,81,6,13,1,0,0,14,2,0,0,7,1,0,32,3,0,0,.160,.236,.173,.409,.204,5.5,-0.45,-0.99
2792,이도윤,21한SS,-0.45,56,68,63,5,11,0,0,0,11,2,1,2,4,0,0,18,1,1,0,.175,.224,.175,.399,.198,6.6,-0.45,-0.59
2793,박주홍,21키DH,-0.45,23,56,47,4,5,2,0,0,7,3,1,1,9,0,0,21,1,0,0,.106,.250,.149,.399,.217,18.3,-0.45,-0.34
2794,김재현,17넥C,-0.46,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,.167,.205,.262,.467,.211,9.0,-0.46,-1.08
2795,윤석민,20S3B,-0.46,34,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,1,.192,.211,.342,.553,.242,30.9,-0.46,-0.34
2796,김민혁,16kDH,-0.46,26,31,29,3,3,1,0,0,4,0,2,1,2,0,0,8,0,0,0,.103,.161,.138,.299,.150,-36.8,-0.46,-0.35
2797,최선호,15삼RF,-0.46,33,44,42,8,7,1,0,0,8,1,2,0,0,0,0,13,0,2,0,.167,.167,.190,.357,.156,-27.9,-0.46,-0.61
2798,김상호,17롯1B,-0.46,80,114,101,7,23,3,1,0,28,7,0,3,11,2,1,22,4,0,0,.228,.316,.277,.593,.281,55.0,-0.46,-0.02
2799,신본기,22KSS,-0.47,74,138,121,9,22,3,0,1,28,8,0,1,10,2,0,28,5,4,1,.182,.254,.231,.485,.230,32.6,-0.47,-1.75
2800,이병규,15LDH,-0.47,54,102,96,3,21,7,0,1,31,9,0,0,5,0,0,18,4,0,1,.219,.255,.323,.578,.261,44.9,-0.47,-0.75
2801,안승한,19KC,-0.47,36,47,44,4,6,1,0,0,7,5,0,0,1,1,0,13,1,1,0,.136,.174,.159,.333,.160,-18.6,-0.47,-0.87
2802,김창평,21SLF,-0.47,40,28,25,6,2,0,0,0,2,1,2,1,1,0,0,6,0,2,0,.080,.115,.080,.195,.095,-63.3,-0.47,-0.20
2803,우동균,15삼RF,-0.47,37,82,72,12,15,4,0,0,19,6,0,2,9,0,0,12,2,1,0,.208,.296,.264,.560,.268,44.7,-0.47,-0.82
2804,김응민,22NC,-0.47,34,75,67,7,9,1,0,1,13,5,0,0,3,2,0,12,3,2,1,.134,.192,.194,.386,.182,1.2,-0.47,-0.64
2805,대니돈,17넥1B,-0.48,20,57,50,5,7,2,0,1,12,2,0,0,7,0,0,16,3,0,0,.140,.246,.240,.486,.232,22.3,-0.48,-0.58
2806,김동엽,22삼DH,-0.48,30,100,95,9,21,5,0,2,32,4,0,3,4,0,0,22,1,0,1,.221,.250,.337,.587,.268,58.4,-0.48,-0.41
2807,이우성,18두NLF,-0.48,71,199,177,24,40,9,0,4,61,24,1,2,16,4,0,57,6,1,1,.226,.303,.345,.648,.292,63.7,-0.48,-0.46
2808,오정환,19K2B,-0.48,30,29,28,8,4,0,0,0,4,1,0,2,0,0,0,12,1,1,0,.143,.143,.143,.286,.130,-39.7,-0.48,-0.74
2809,김민하,18한LF,-0.49,59,108,97,13,21,4,0,3,34,17,5,5,5,3,0,30,6,2,1,.216,.274,.351,.624,.271,46.9,-0.49,-1.25
2810,박승욱,19SK1B,-0.49,101,244,222,24,52,3,4,3,72,15,4,1,14,2,0,50,5,6,0,.234,.286,.324,.610,.279,63.5,-0.49,-1.93
2811,한태양,22롯SS,-0.49,38,72,61,14,9,1,0,0,10,3,1,0,5,2,0,24,1,4,0,.148,.235,.164,.399,.194,7.2,-0.49,-0.19
2812,김태완,18넥DH,-0.50,29,74,66,5,13,2,0,1,18,5,0,0,5,2,1,25,4,0,1,.197,.270,.273,.543,.246,32.6,-0.50,-0.95
2813,김대륙,17롯SS,-0.50,50,58,53,4,8,2,0,0,10,2,0,0,2,2,0,17,0,1,0,.151,.211,.189,.399,.190,-5.3,-0.50,-0.48
2814,박윤,15S1B,-0.50,17,29,27,1,3,0,0,0,3,0,0,0,0,1,0,13,1,1,0,.111,.143,.111,.254,.123,-47.5,-0.50,-0.36
2815,문상철,15k3B,-0.51,51,88,80,10,13,3,0,2,22,6,0,0,7,0,0,32,1,1,0,.163,.230,.275,.505,.230,19.5,-0.51,-0.35
2816,박종윤,16롯1B,-0.51,73,211,195,24,55,5,1,1,65,17,3,2,10,2,1,25,4,3,1,.282,.322,.333,.655,.302,64.6,-0.51,-1.06
2817,강태율,22롯C,-0.52,19,38,32,0,3,1,0,0,4,3,0,0,2,1,0,9,2,3,0,.094,.171,.125,.296,.142,-28.1,-0.52,-0.48
2818,강민국,20K2B,-0.52,81,120,107,16,24,3,0,0,27,9,0,1,7,0,0,20,0,6,0,.224,.272,.252,.524,.240,29.7,-0.52,-0.31
2819,박정현,21한SS,-0.52,33,120,107,10,21,4,0,0,25,9,1,0,9,0,0,32,1,3,1,.196,.256,.234,.490,.235,30.9,-0.52,-0.59
