의원A,의원B,수정안반영폐기,본회의의결,소관위심사,철회,본회의부의안건,본회의불부의,소관위접수,폐기,체계자구심사,정부이송,접수,대안반영폐기,공포,본희의의결
강기윤(姜起潤),강대식(姜大植),1,53,59,5,0,0,25,2,0,0,8,34,7,0
강기윤(姜起潤),강득구(姜得求),0,51,2,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),강민국(姜旻局),0,53,31,4,0,0,11,0,0,0,8,18,0,0
강기윤(姜起潤),강민정(姜旼姃),0,26,0,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),강병원(姜炳遠),0,51,1,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),강선우(姜仙祐),0,51,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),강성희(姜聖熙),0,0,0,0,0,0,0,0,0,0,0,0,0,0
강기윤(姜起潤),강은미(姜恩美),0,3,0,0,0,0,1,0,0,0,2,2,0,0
강기윤(姜起潤),강준현(康準鉉),0,51,2,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),강훈식(姜勳植),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),고민정(高旼廷),0,51,1,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),고영인(高永寅),0,51,2,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),고용진(高榕禛),0,51,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),구자근(具滋根),2,52,245,12,0,1,39,4,2,0,8,83,23,0
강기윤(姜起潤),권명호(權明浩),1,53,250,8,0,0,30,5,0,0,8,74,26,0
강기윤(姜起潤),권성동(權性東),2,44,57,5,0,0,15,0,0,0,8,36,2,0
강기윤(姜起潤),권영세(權寧世),0,53,36,4,0,0,13,0,0,0,8,20,6,0
강기윤(姜起潤),권은희(權垠希),0,30,7,3,0,0,5,0,0,0,5,4,0,0
강기윤(姜起潤),권인숙(權仁淑),0,51,1,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),권칠승(權七勝),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),기동민(奇東旻),0,51,1,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),김경만(金京萬),0,51,0,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),김경협(金炅俠),0,51,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),김교흥(金敎興),0,51,0,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),김기현(金起炫),0,54,55,5,0,0,11,1,0,0,8,30,2,0
강기윤(姜起潤),김남국(金南局),0,42,1,0,0,0,0,0,0,0,0,2,0,0
강기윤(姜起潤),김도읍(金度邑),0,54,81,6,0,0,15,0,0,0,8,44,12,0
강기윤(姜起潤),김두관(金斗官),0,51,0,3,0,0,4,0,0,0,0,1,0,0
강기윤(姜起潤),김미애(金美愛),0,52,46,4,0,0,32,1,0,0,8,23,2,0
강기윤(姜起潤),김민기(金敏基),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김민석(金民錫),0,51,4,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),김민철(金敏徹),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김병기(金炳基),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김병욱(金炳旭),3,97,82,8,0,0,39,1,0,0,6,32,6,0
강기윤(姜起潤),김병욱(金炳旭),3,97,82,8,0,0,39,1,0,0,6,32,6,0
강기윤(姜起潤),김병주(金柄周),0,52,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김상훈(金相勳),8,54,82,5,0,0,26,1,0,0,8,35,6,0
강기윤(姜起潤),김상희(金相姬),0,51,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),김석기(金碩基),2,54,112,7,0,0,25,4,0,0,8,52,9,0
강기윤(姜起潤),김성원(金成願),0,54,128,7,0,0,31,1,1,0,8,52,11,0
강기윤(姜起潤),김성주(金成柱),0,51,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김성환(金星煥),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김수흥(金洙興),0,51,1,3,0,0,1,0,0,0,0,1,1,0
강기윤(姜起潤),김승남(金承南),0,51,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김승수(金承洙),0,53,73,6,0,0,30,1,2,0,8,28,3,0
강기윤(姜起潤),김승원(金勝源),0,51,3,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김영배(金永培),0,51,0,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),김영선(金映宣),1,26,46,3,0,0,30,0,0,0,0,4,0,0
강기윤(姜起潤),김영식(金英植),2,53,130,4,0,3,35,1,0,0,8,56,14,0
강기윤(姜起潤),김영주(金榮珠),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김영진(金榮鎭),0,51,0,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),김영호(金映豪),0,51,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),김예지(金睿智),3,54,151,11,0,0,38,1,1,1,8,63,7,0
강기윤(姜起潤),김용민(金容民),0,51,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김용판(金用判),4,53,174,5,0,0,47,4,2,0,8,64,9,0
강기윤(姜起潤),김웅(金雄),0,53,18,4,0,0,11,0,0,0,8,13,0,0
강기윤(姜起潤),김원이(金元二),0,51,3,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김윤덕(金潤德),0,51,1,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),김의겸(金宜謙),0,26,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),김정재(金汀才),0,54,73,5,0,0,16,1,0,0,8,37,4,0
강기윤(姜起潤),김정호(金禎鎬),0,51,0,3,0,0,1,0,0,0,0,1,1,0
강기윤(姜起潤),김종민(金鐘民),0,51,0,3,0,0,2,0,0,0,0,1,0,0
강기윤(姜起潤),김주영(金周暎),0,50,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),김진표(金振杓),0,25,0,0,0,0,0,0,0,0,0,2,0,0
강기윤(姜起潤),김철민(金哲玟),0,49,1,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),김태년(金太年),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),김태호(金台鎬),1,41,63,5,0,0,19,0,0,0,8,33,6,0
강기윤(姜起潤),김학용(金學容),0,25,26,3,0,0,7,0,0,0,1,5,2,0
강기윤(姜起潤),김한규(金翰奎),0,25,0,3,0,0,2,0,0,0,0,0,0,0
강기윤(姜起潤),김한정(金漢正),0,49,0,3,0,0,1,0,0,0,0,0,1,0
강기윤(姜起潤),김형동(金亨東),0,52,93,5,0,0,29,2,0,0,8,35,8,0
강기윤(姜起潤),김홍걸(金弘傑),0,14,5,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),김회재(金會在),0,49,1,3,0,0,0,0,0,0,0,2,0,0
강기윤(姜起潤),김희곤(金熙坤),0,51,111,5,0,0,46,1,2,1,8,35,4,0
강기윤(姜起潤),김희국(金熙國),5,52,94,8,0,0,12,2,0,0,8,40,13,0
강기윤(姜起潤),남인순(南仁順),0,49,1,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),노용호(魯容昊),0,25,19,3,0,0,7,0,0,1,0,3,1,0
강기윤(姜起潤),노웅래(盧雄來),0,49,0,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),도종환(都鍾煥),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),류성걸(柳性杰),2,51,40,5,0,0,18,0,0,0,8,19,2,0
강기윤(姜起潤),류호정(柳好貞),0,3,2,0,0,0,0,0,0,0,2,1,0,0
강기윤(姜起潤),맹성규(孟聖奎),0,49,0,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),문정복(文貞福),0,49,4,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),문진석(文振碩),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),민병덕(閔炳德),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),민형배(閔馨培),0,33,5,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),민홍철(閔洪喆),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),박광온(朴洸瑥),0,49,0,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),박대수(朴大壽),3,51,149,5,0,0,53,0,1,0,8,42,3,0
강기윤(姜起潤),박대출(朴大出),7,52,31,6,0,0,14,0,0,0,8,17,2,0
강기윤(姜起潤),박덕흠(朴德欽),3,36,147,7,0,3,52,1,1,0,2,41,9,0
강기윤(姜起潤),박범계(朴範界),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),박병석(朴炳錫),0,25,0,3,0,0,0,0,0,0,0,0,0,0
강기윤(姜起潤),박상혁(朴商赫),0,49,1,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),박성민(朴聖敏),1,51,100,4,0,0,39,0,1,0,8,32,11,0
강기윤(姜起潤),박성준(朴省俊),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),박성중(朴成重),1,50,119,7,0,3,23,4,1,0,8,47,5,0
강기윤(姜起潤),박수영(朴洙瑩),1,51,27,4,0,0,20,0,0,0,8,15,1,0
강기윤(姜起潤),박영순(朴英淳),0,50,1,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),박완주(朴完柱),0,24,0,0,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),박용진(朴用鎭),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),박재호(朴在昊),0,49,1,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),박정(朴釘),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),박정하(朴正河),2,25,15,3,0,0,5,0,0,1,0,3,2,0
강기윤(姜起潤),박주민(朴柱民),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),박진(朴振),0,51,46,4,0,0,13,0,0,0,8,16,2,0
강기윤(姜起潤),박찬대(朴贊大),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),박형수(朴亨修),1,51,46,5,0,0,27,0,0,0,8,24,3,0
강기윤(姜起潤),박홍근(朴洪根),0,50,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),배준영(裵俊英),0,51,44,5,0,0,21,0,1,1,8,21,0,0
강기윤(姜起潤),배진교(裵晋敎),0,3,0,0,0,0,0,0,0,0,2,2,0,0
강기윤(姜起潤),배현진(裵賢鎭),0,52,34,5,0,0,8,0,0,0,8,24,3,0
강기윤(姜起潤),백종헌(白宗憲),1,51,129,6,0,4,55,1,2,0,8,41,9,0
강기윤(姜起潤),백혜련(白惠蓮),0,49,0,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),변재일(卞在一),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),서동용(徐東榕),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),서범수(徐範洙),3,52,127,7,0,0,33,0,1,0,8,33,6,0
강기윤(姜起潤),서병수(徐秉洙),0,52,86,7,0,0,24,0,0,0,8,26,5,0
강기윤(姜起潤),서삼석(徐參錫),0,49,2,3,0,0,2,0,0,0,0,0,0,0
강기윤(姜起潤),서영교(徐瑛敎),0,49,1,3,0,0,1,0,0,0,0,2,1,0
강기윤(姜起潤),서영석(徐暎錫),0,49,2,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),서일준(徐一俊),1,50,76,5,0,0,26,0,0,1,8,37,2,0
강기윤(姜起潤),서정숙(徐正淑),0,51,49,5,0,0,18,0,0,0,8,29,3,0
강기윤(姜起潤),설훈(薛勳),0,50,0,3,0,0,2,0,0,0,0,1,1,0
강기윤(姜起潤),성일종(成一鍾),0,52,115,4,0,0,39,0,0,0,8,36,7,0
강기윤(姜起潤),소병철(蘇秉哲),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),소병훈(蘇秉勳),0,49,0,3,0,0,2,0,0,0,0,1,0,0
강기윤(姜起潤),송갑석(宋甲錫),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),송기헌(宋基憲),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),송석준(宋錫俊),1,51,53,4,0,0,18,0,0,0,8,20,2,0
강기윤(姜起潤),송언석(宋彦錫),2,48,91,4,0,0,15,2,0,0,5,34,9,0
강기윤(姜起潤),송옥주(宋玉珠),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),송재호(宋在祜),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),신동근(申東根),0,49,0,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),신영대(申榮大),0,49,5,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),신원식(申源湜),0,52,38,4,0,0,13,0,0,0,8,14,2,0
강기윤(姜起潤),신정훈(辛正勳),0,49,1,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),신현영(申賢榮),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),심상정(沈相奵),0,3,0,0,0,0,0,0,0,0,2,2,0,0
강기윤(姜起潤),안규백(安圭伯),0,50,2,3,0,0,2,0,0,0,0,2,0,0
강기윤(姜起潤),안민석(安敏錫),0,49,0,3,0,0,0,0,0,0,0,2,0,0
강기윤(姜起潤),안병길(安炳吉),3,50,85,7,0,0,23,0,0,0,8,33,3,0
강기윤(姜起潤),안철수(安哲秀),1,26,21,3,0,0,15,0,0,0,0,0,0,0
강기윤(姜起潤),안호영(安浩永),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),양경숙(梁敬淑),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),양금희(梁琴喜),5,52,88,4,0,0,21,0,0,0,8,33,3,0
강기윤(姜起潤),양기대(梁基大),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),양이원영(梁李媛瑛),0,45,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),양정숙(梁貞淑),0,1,2,0,0,0,0,0,0,0,0,3,0,0
강기윤(姜起潤),양향자(梁香子),0,20,7,0,0,0,4,0,0,0,0,2,1,0
강기윤(姜起潤),어기구(魚基龜),0,49,0,3,0,0,2,0,0,0,0,1,0,0
강기윤(姜起潤),엄태영(嚴泰永),0,50,126,6,0,0,21,3,1,1,8,46,19,0
강기윤(姜起潤),오기형(吳奇炯),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),오영환(吳永煥),0,49,2,3,0,0,3,0,0,0,0,0,0,0
강기윤(姜起潤),용혜인(龍慧仁),0,0,2,0,0,0,0,0,0,0,1,1,0,0
강기윤(姜起潤),우상호(禹相虎),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),우원식(禹元植),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),위성곤(魏聖坤),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),유경준(兪京濬),1,50,61,4,0,0,26,0,0,0,8,25,3,0
강기윤(姜起潤),유기홍(柳基洪),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),유동수(柳東秀),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),유상범(劉相凡),0,50,50,4,0,0,14,0,0,0,8,24,9,0
강기윤(姜起潤),유의동(兪義東),2,51,19,5,0,0,19,0,0,0,8,12,0,0
강기윤(姜起潤),유정주(兪訂炷),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),윤건영(尹建永),0,49,0,3,0,0,0,0,0,0,0,0,0,0
강기윤(姜起潤),윤관석(尹官石),0,40,0,0,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),윤두현(尹斗鉉),5,52,66,4,0,0,11,0,0,0,8,26,3,0
강기윤(姜起潤),윤미향(尹美香),0,20,0,0,0,0,0,0,0,0,0,0,0,0
강기윤(姜起潤),윤상현(尹相現),3,31,52,5,0,0,31,0,0,0,3,17,2,0
강기윤(姜起潤),윤영덕(尹永德),0,49,1,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),윤영석(尹永碩),3,50,134,9,0,1,34,3,1,0,8,46,13,0
강기윤(姜起潤),윤영찬(尹永燦),0,49,2,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),윤재갑(尹才鉀),0,49,3,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),윤재옥(尹在玉),0,51,33,7,0,0,8,0,0,0,8,13,3,0
강기윤(姜起潤),윤주경(尹柱卿),0,52,60,4,0,0,12,0,1,0,8,23,1,0
강기윤(姜起潤),윤준병(尹準炳),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),윤창현(尹暢賢),1,52,72,4,0,0,21,1,0,0,8,37,3,0
강기윤(姜起潤),윤한홍(尹漢洪),0,51,72,6,0,0,23,1,0,0,8,30,3,0
강기윤(姜起潤),윤호중(尹昊重),0,50,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),윤후덕(尹厚德),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이개호(李介昊),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이달곤(李達坤),1,50,76,10,0,0,26,1,0,0,8,20,3,0
강기윤(姜起潤),이동주(李東洲),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),이만희(李晩熙),0,51,51,4,0,0,13,0,0,0,8,29,9,0
강기윤(姜起潤),이명수(李明洙),1,51,136,8,0,3,32,1,0,1,8,50,12,0
강기윤(姜起潤),이병훈(李炳勳),0,50,1,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),이상민(李相珉),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이상헌(李相憲),0,50,4,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),이성만(李成萬),0,40,0,0,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),이소영(李素永),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이수진(李壽珍),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이수진(李秀眞),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이양수(李亮壽),0,52,37,4,0,0,15,0,0,0,8,22,1,0
강기윤(姜起潤),이용(李鏞),0,51,63,8,0,0,14,0,0,1,7,31,3,0
강기윤(姜起潤),이용빈(李龍彬),0,50,3,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),이용선(李庸瑄),0,49,0,3,0,0,2,0,0,0,0,1,0,0
강기윤(姜起潤),이용우(李龍雨),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이용호(李容鎬),0,26,19,3,0,0,4,0,0,0,1,3,0,0
강기윤(姜起潤),이원욱(李元旭),0,50,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이원택(李源澤),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이은주(李恩周),0,3,0,0,0,0,0,0,0,0,2,2,0,0
강기윤(姜起潤),이인선(李仁善),0,25,24,3,0,0,14,0,1,0,0,5,4,0
강기윤(姜起潤),이인영(李仁榮),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이장섭(李將燮),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이재명(李在明),0,25,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),이재정(李在汀),0,49,4,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이정문(李楨文),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이종배(李鍾培),8,52,100,4,0,0,19,1,0,0,7,40,5,0
강기윤(姜起潤),이종성(李鍾成),1,52,172,7,0,0,64,1,1,0,7,60,17,0
강기윤(姜起潤),이주환(李周桓),3,52,88,6,0,0,19,0,0,0,7,34,2,0
강기윤(姜起潤),이채익(李埰益),3,50,96,5,0,0,26,0,1,0,7,28,5,0
강기윤(姜起潤),이철규(李喆圭),0,51,64,4,0,0,13,1,0,0,8,26,4,0
강기윤(姜起潤),이탄희(李誕熙),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이태규(李泰珪),0,29,33,3,0,0,19,0,0,0,4,9,0,0
강기윤(姜起潤),이학영(李學永),0,49,2,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),이해식(李海植),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),이헌승(李憲昇),0,51,62,4,0,0,58,0,1,0,7,21,0,0
강기윤(姜起潤),이형석(李炯錫),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),인재근(印在謹),0,49,2,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),임병헌(林炳憲),0,26,79,4,0,0,28,0,1,0,0,8,3,0
강기윤(姜起潤),임오경(林五卿),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),임이자(林利子),0,52,87,4,0,0,15,1,0,0,7,41,1,0
강기윤(姜起潤),임종성(林鍾聲),0,49,1,3,0,0,2,0,0,0,0,2,0,0
강기윤(姜起潤),임호선(林昊宣),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),장경태(張耿態),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),장동혁(張東赫),0,25,21,3,0,0,7,0,0,0,0,2,1,0
강기윤(姜起潤),장제원(張濟元),0,50,35,4,0,0,11,0,0,0,7,16,1,0
강기윤(姜起潤),장철민(張喆敏),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),장혜영(張惠英),0,4,1,0,0,0,0,0,0,0,2,2,0,0
강기윤(姜起潤),전봉민(田奉珉),0,36,82,4,0,0,31,1,1,0,2,32,4,0
강기윤(姜起潤),전용기(田溶冀),0,49,0,3,0,0,1,0,0,0,0,1,1,0
강기윤(姜起潤),전재수(田載秀),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),전주혜(全珠惠),0,51,23,4,0,0,12,0,0,0,7,14,1,0
강기윤(姜起潤),전해철(全海澈),0,50,0,3,0,0,1,0,0,0,0,1,1,0
강기윤(姜起潤),전혜숙(全惠淑),0,49,3,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),정경희(丁慶姬),0,52,30,5,0,0,14,2,0,0,7,17,2,0
강기윤(姜起潤),정동만(鄭東萬),0,50,57,6,0,0,15,0,0,0,7,28,2,0
강기윤(姜起潤),정성호(鄭成湖),0,50,0,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),정우택(鄭宇澤),1,25,35,3,0,1,14,0,0,0,1,7,2,0
강기윤(姜起潤),정운천(鄭雲天),4,50,105,4,0,0,36,1,0,0,7,41,9,0
강기윤(姜起潤),정일영(鄭日永),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),정점식(鄭点植),0,51,32,4,0,0,12,1,0,0,7,15,1,0
강기윤(姜起潤),정진석(鄭鎭碩),2,51,47,6,0,0,9,1,0,0,7,19,2,0
강기윤(姜起潤),정청래(鄭淸來),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),정춘숙(鄭春淑),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),정태호(鄭泰浩),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),정필모(鄭必模),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),정희용(鄭熙溶),1,52,90,4,0,3,15,2,1,1,7,35,1,0
강기윤(姜起潤),조경태(趙慶泰),1,52,69,4,0,1,28,1,0,0,7,43,4,0
강기윤(姜起潤),조명희(曺明姬),2,52,114,5,0,0,41,0,1,0,7,31,4,0
강기윤(姜起潤),조수진(趙修眞),5,50,51,5,0,0,24,0,1,0,7,22,0,0
강기윤(姜起潤),조승래(趙承來),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),조오섭(曺五燮),0,49,3,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),조은희(趙恩禧),2,25,16,3,0,0,7,0,0,0,1,4,2,0
강기윤(姜起潤),조응천(趙應天),0,49,0,3,0,0,0,0,0,0,0,1,0,0
강기윤(姜起潤),조정식(趙正湜),0,49,0,3,0,0,0,0,0,0,0,0,0,0
강기윤(姜起潤),조정훈(趙廷訓),0,0,10,0,0,0,5,0,0,0,0,0,0,0
강기윤(姜起潤),조해진(曺海珍),0,51,25,4,0,0,28,1,0,0,7,15,2,0
강기윤(姜起潤),주철현(朱哲鉉),0,49,4,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),주호영(朱豪英),3,50,31,4,0,0,11,0,0,0,7,15,0,0
강기윤(姜起潤),지성호(池成浩),0,51,76,6,0,1,30,0,0,0,7,29,2,0
강기윤(姜起潤),진선미(陳善美),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),진성준(陳聲準),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),천준호(千俊鎬),0,49,0,3,0,0,0,0,0,0,0,0,0,0
강기윤(姜起潤),최기상(崔基相),0,49,0,3,0,0,1,0,0,0,0,0,0,0
강기윤(姜起潤),최승재(崔承宰),1,51,67,6,0,0,22,2,0,0,7,31,8,0
강기윤(姜起潤),최연숙(崔姸淑),0,29,19,4,0,0,15,0,0,0,4,9,1,0
강기윤(姜起潤),최영희(崔英姬),0,26,37,3,0,0,22,0,0,1,0,5,2,0
강기윤(姜起潤),최인호(崔仁昊),0,49,0,3,0,0,1,0,0,0,0,2,0,0
강기윤(姜起潤),최재형(崔在亨),0,25,7,3,0,0,7,0,0,0,1,2,0,0
강기윤(姜起潤),최종윤(崔鍾允),0,49,0,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),최춘식(崔春植),1,50,103,4,0,0,45,0,2,0,7,37,11,0
강기윤(姜起潤),최형두(崔炯斗),2,52,216,9,0,0,36,4,1,0,7,77,30,0
강기윤(姜起潤),최혜영(崔惠英),0,50,6,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),추경호(秋慶鎬),2,51,120,6,0,0,24,3,0,0,7,47,11,0
강기윤(姜起潤),태영호(太永浩),4,51,145,5,0,1,33,1,0,0,7,54,14,0
강기윤(姜起潤),하영제(河榮帝),2,42,105,3,0,1,46,1,2,0,7,35,9,0
강기윤(姜起潤),하태경(河泰慶),0,51,18,5,0,0,9,0,0,0,7,12,0,0
강기윤(姜起潤),한기호(韓起鎬),0,51,30,5,0,0,27,0,0,0,7,16,0,0
강기윤(姜起潤),한무경(韓茂景),4,50,75,4,0,0,25,1,0,0,7,28,4,0
강기윤(姜起潤),한병도(韓秉道),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),한정애(韓貞愛),0,49,1,3,0,0,1,0,0,0,0,1,0,0
강기윤(姜起潤),한준호(韓俊鎬),0,49,0,3,0,0,1,0,0,0,0,2,0,0
