의원A,의원B,수정안반영폐기,본회의의결,소관위심사,철회,본회의부의안건,본회의불부의,소관위접수,폐기,체계자구심사,정부이송,접수,대안반영폐기,공포,본희의의결
김정재(金汀才),신원식(申源湜),3,52,45,5,0,0,14,1,0,0,8,25,3,0
김정재(金汀才),신정훈(辛正勳),0,50,0,3,0,0,2,0,0,0,0,4,0,0
김정재(金汀才),신현영(申賢榮),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),심상정(沈相奵),0,4,0,0,0,0,1,0,0,0,2,2,0,0
김정재(金汀才),안규백(安圭伯),0,51,1,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),안민석(安敏錫),0,50,0,3,0,0,1,0,0,0,0,2,0,0
김정재(金汀才),안병길(安炳吉),4,50,70,8,0,0,20,0,0,0,8,34,1,0
김정재(金汀才),안철수(安哲秀),0,26,9,3,0,1,5,0,0,0,0,1,0,0
김정재(金汀才),안호영(安浩永),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),양경숙(梁敬淑),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),양금희(梁琴喜),7,52,127,4,0,0,32,2,0,1,8,76,5,0
김정재(金汀才),양기대(梁基大),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),양이원영(梁李媛瑛),0,46,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),양정숙(梁貞淑),0,2,4,0,0,0,1,0,0,0,0,4,0,0
김정재(金汀才),양향자(梁香子),0,20,3,0,0,0,1,0,0,0,0,2,0,0
김정재(金汀才),어기구(魚基龜),0,50,1,3,0,0,3,0,0,0,0,2,0,0
김정재(金汀才),엄태영(嚴泰永),0,50,53,4,0,0,29,0,0,0,8,38,3,0
김정재(金汀才),오기형(吳奇炯),0,49,0,3,0,0,1,0,0,0,0,0,0,0
김정재(金汀才),오영환(吳永煥),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),용혜인(龍慧仁),0,1,5,0,0,0,1,0,0,0,1,1,0,0
김정재(金汀才),우상호(禹相虎),0,49,0,3,0,0,1,0,0,0,0,1,0,0
김정재(金汀才),우원식(禹元植),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),위성곤(魏聖坤),0,50,2,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),유경준(兪京濬),1,50,89,6,0,0,27,0,0,0,8,44,2,0
김정재(金汀才),유기홍(柳基洪),0,50,0,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),유동수(柳東秀),0,50,7,3,0,0,2,0,0,0,0,3,1,0
김정재(金汀才),유상범(劉相凡),0,50,45,9,0,0,15,0,0,0,8,25,1,0
김정재(金汀才),유의동(兪義東),0,51,37,5,0,0,10,0,0,0,8,24,2,0
김정재(金汀才),유정주(兪訂炷),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),윤건영(尹建永),0,50,0,3,0,0,1,0,0,0,0,0,0,0
김정재(金汀才),윤관석(尹官石),0,41,0,0,0,0,1,0,0,0,0,1,0,0
김정재(金汀才),윤두현(尹斗鉉),3,52,84,4,0,0,25,1,0,1,8,46,3,0
김정재(金汀才),윤미향(尹美香),0,20,0,0,0,0,0,0,0,0,0,0,0,0
김정재(金汀才),윤상현(尹相現),0,31,27,5,0,1,10,0,0,0,3,16,0,0
김정재(金汀才),윤영덕(尹永德),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),윤영석(尹永碩),0,50,41,5,0,0,14,0,0,0,8,24,2,0
김정재(金汀才),윤영찬(尹永燦),0,49,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),윤재갑(尹才鉀),0,50,1,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),윤재옥(尹在玉),1,51,34,4,0,0,8,2,0,0,8,30,0,0
김정재(金汀才),윤주경(尹柱卿),0,52,49,5,0,0,15,1,0,0,8,24,1,0
김정재(金汀才),윤준병(尹準炳),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),윤창현(尹暢賢),4,52,88,5,0,0,24,2,1,1,8,62,4,0
김정재(金汀才),윤한홍(尹漢洪),0,51,55,4,0,0,17,0,0,0,8,26,3,0
김정재(金汀才),윤호중(尹昊重),0,51,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),윤후덕(尹厚德),0,50,1,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이개호(李介昊),0,50,1,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이달곤(李達坤),0,51,35,5,0,0,9,0,0,0,8,15,3,0
김정재(金汀才),이동주(李東洲),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),이만희(李晩熙),3,51,47,4,0,0,13,0,0,0,8,25,5,0
김정재(金汀才),이명수(李明洙),2,51,85,8,0,1,15,0,0,0,8,63,3,0
김정재(金汀才),이병훈(李炳勳),0,51,0,3,0,0,3,0,0,0,0,4,0,0
김정재(金汀才),이상민(李相珉),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이상헌(李相憲),0,51,1,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),이성만(李成萬),0,41,0,0,0,0,1,0,0,0,0,1,0,0
김정재(金汀才),이소영(李素永),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이수진(李壽珍),0,50,1,3,0,0,4,0,0,0,0,2,0,0
김정재(金汀才),이수진(李秀眞),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이양수(李亮壽),5,52,81,5,0,0,20,0,0,0,8,47,7,0
김정재(金汀才),이용(李鏞),4,51,99,11,0,0,31,0,0,0,7,47,4,0
김정재(金汀才),이용빈(李龍彬),0,51,1,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),이용선(李庸瑄),0,50,0,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),이용우(李龍雨),0,50,3,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),이용호(李容鎬),1,27,22,3,0,0,5,0,0,0,1,6,0,0
김정재(金汀才),이원욱(李元旭),0,50,3,3,0,0,1,0,0,0,0,3,0,0
김정재(金汀才),이원택(李源澤),0,49,0,3,0,0,1,0,0,0,0,1,0,0
김정재(金汀才),이은주(李恩周),0,4,0,0,0,0,1,0,0,0,2,2,0,0
김정재(金汀才),이인선(李仁善),0,25,14,3,0,0,9,0,0,0,0,5,0,0
김정재(金汀才),이인영(李仁榮),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이장섭(李將燮),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이재명(李在明),0,26,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),이재정(李在汀),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이정문(李楨文),0,49,1,3,0,0,1,0,0,0,0,2,0,0
김정재(金汀才),이종배(李鍾培),5,53,155,11,0,0,23,1,0,0,7,76,6,0
김정재(金汀才),이종성(李鍾成),5,52,107,5,0,0,21,2,0,0,7,60,4,0
김정재(金汀才),이주환(李周桓),0,52,160,4,0,0,25,2,0,0,7,67,10,0
김정재(金汀才),이채익(李埰益),1,51,71,5,0,0,18,0,0,0,7,25,3,0
김정재(金汀才),이철규(李喆圭),1,51,54,4,0,0,17,1,0,0,8,44,4,0
김정재(金汀才),이탄희(李誕熙),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),이태규(李泰珪),0,29,51,3,0,0,17,1,0,0,4,18,1,0
김정재(金汀才),이학영(李學永),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),이해식(李海植),0,50,0,3,0,0,2,0,0,0,0,2,1,0
김정재(金汀才),이헌승(李憲昇),1,51,59,4,0,0,16,0,0,0,7,30,2,0
김정재(金汀才),이형석(李炯錫),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),인재근(印在謹),0,50,2,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),임병헌(林炳憲),3,26,22,3,0,0,6,0,0,1,0,5,0,0
김정재(金汀才),임오경(林五卿),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),임이자(林利子),7,52,143,8,0,0,25,8,0,0,7,71,7,0
김정재(金汀才),임종성(林鍾聲),0,50,0,3,0,0,2,0,0,0,0,3,1,0
김정재(金汀才),임호선(林昊宣),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),장경태(張耿態),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),장동혁(張東赫),0,25,21,3,0,0,6,0,0,0,0,7,0,0
김정재(金汀才),장제원(張濟元),0,50,38,4,0,0,9,0,0,0,7,21,0,0
김정재(金汀才),장철민(張喆敏),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),장혜영(張惠英),0,5,4,0,0,0,0,0,0,0,2,3,0,0
김정재(金汀才),전봉민(田奉珉),0,37,49,3,0,0,17,2,0,0,2,18,2,0
김정재(金汀才),전용기(田溶冀),0,49,0,3,0,0,1,0,0,0,0,1,0,0
김정재(金汀才),전재수(田載秀),0,49,0,3,0,0,1,0,0,0,0,1,0,0
김정재(金汀才),전주혜(全珠惠),3,52,87,6,0,0,30,0,0,0,8,39,4,0
김정재(金汀才),전해철(全海澈),0,51,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),전혜숙(全惠淑),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),정경희(丁慶姬),3,52,40,4,0,0,18,1,0,0,7,23,1,0
김정재(金汀才),정동만(鄭東萬),0,50,68,4,0,0,21,0,0,0,7,30,7,0
김정재(金汀才),정성호(鄭成湖),0,51,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),정우택(鄭宇澤),0,25,24,3,0,0,10,0,0,0,1,10,1,0
김정재(金汀才),정운천(鄭雲天),0,50,73,7,0,0,20,2,0,0,7,46,9,0
김정재(金汀才),정일영(鄭日永),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),정점식(鄭点植),2,51,44,4,0,0,8,2,0,0,7,18,3,0
김정재(金汀才),정진석(鄭鎭碩),0,51,112,5,0,1,20,4,0,0,7,52,3,0
김정재(金汀才),정청래(鄭淸來),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),정춘숙(鄭春淑),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),정태호(鄭泰浩),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),정필모(鄭必模),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),정희용(鄭熙溶),9,53,128,7,0,0,24,3,0,0,8,59,0,0
김정재(金汀才),조경태(趙慶泰),0,52,60,4,0,0,13,1,1,0,7,32,2,0
김정재(金汀才),조명희(曺明姬),4,52,101,5,0,0,20,0,0,0,7,41,4,0
김정재(金汀才),조수진(趙修眞),1,50,93,4,0,0,17,4,0,0,7,48,4,0
김정재(金汀才),조승래(趙承來),0,50,1,3,0,0,3,0,0,0,0,1,0,0
김정재(金汀才),조오섭(曺五燮),0,50,3,3,0,0,3,0,0,0,0,2,0,0
김정재(金汀才),조은희(趙恩禧),3,25,23,3,0,0,8,0,0,0,1,6,1,0
김정재(金汀才),조응천(趙應天),0,49,0,3,0,0,0,0,0,0,0,1,0,0
김정재(金汀才),조정식(趙正湜),0,50,0,3,0,0,1,0,0,0,0,0,0,0
김정재(金汀才),조정훈(趙廷訓),0,0,12,0,0,0,0,0,0,0,0,4,0,0
김정재(金汀才),조해진(曺海珍),0,52,22,4,0,0,12,1,0,0,7,18,1,0
김정재(金汀才),주철현(朱哲鉉),0,50,1,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),주호영(朱豪英),0,50,36,4,0,0,15,0,0,0,7,23,0,0
김정재(金汀才),지성호(池成浩),1,51,91,4,0,0,30,1,1,0,8,57,5,0
김정재(金汀才),진선미(陳善美),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),진성준(陳聲準),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),천준호(千俊鎬),0,50,0,3,0,0,1,0,0,0,0,0,0,0
김정재(金汀才),최기상(崔基相),0,50,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),최승재(崔承宰),0,51,80,6,0,0,21,2,0,0,7,51,10,0
김정재(金汀才),최연숙(崔姸淑),0,30,38,3,0,0,15,0,0,0,4,11,3,0
김정재(金汀才),최영희(崔英姬),3,26,21,4,0,0,4,0,0,0,0,12,2,0
김정재(金汀才),최인호(崔仁昊),0,50,0,3,0,0,2,0,0,0,0,3,0,0
김정재(金汀才),최재형(崔在亨),0,25,5,3,0,0,2,0,0,0,1,4,0,0
김정재(金汀才),최종윤(崔鍾允),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),최춘식(崔春植),4,50,60,4,0,0,19,1,1,0,7,27,2,0
김정재(金汀才),최형두(崔炯斗),7,52,76,4,0,0,20,0,0,0,7,38,2,0
김정재(金汀才),최혜영(崔惠英),0,51,0,3,0,0,2,0,0,0,0,0,0,0
김정재(金汀才),추경호(秋慶鎬),7,51,165,8,0,0,29,4,0,0,8,87,9,0
김정재(金汀才),태영호(太永浩),1,51,204,6,0,1,37,3,0,0,8,84,6,0
김정재(金汀才),하영제(河榮帝),0,42,68,1,0,0,14,2,1,0,7,31,5,0
김정재(金汀才),하태경(河泰慶),0,51,26,4,0,1,11,0,0,0,8,23,0,0
김정재(金汀才),한기호(韓起鎬),0,51,45,4,0,0,16,0,0,0,7,23,1,0
김정재(金汀才),한무경(韓茂景),1,50,158,6,0,0,38,3,1,0,8,77,11,0
김정재(金汀才),한병도(韓秉道),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),한정애(韓貞愛),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),한준호(韓俊鎬),0,50,0,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),허숙정(許淑湞),0,0,0,0,0,0,0,0,0,0,0,0,0,0
김정재(金汀才),허영(許榮),0,50,0,3,0,0,2,0,0,0,0,3,0,0
김정재(金汀才),허은아(許垠娥),1,51,79,5,0,0,26,3,0,0,8,41,4,0
김정재(金汀才),허종식(許琮植),0,50,0,3,0,0,6,0,0,0,0,1,0,0
김정재(金汀才),홍기원(洪起元),0,50,0,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),홍문표(洪文杓),2,50,48,5,0,0,15,0,0,0,7,28,0,0
김정재(金汀才),홍석준(洪碩晙),2,50,48,4,0,0,18,0,1,1,7,33,0,0
김정재(金汀才),홍성국(洪性國),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),홍영표(洪永杓),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),홍익표(洪翼杓),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),홍정민(洪貞敏),0,50,0,3,0,0,2,0,0,0,0,1,0,0
김정재(金汀才),황보승희(皇甫承希),3,46,88,1,0,0,21,3,0,0,8,33,2,0
김정재(金汀才),황운하(黃雲夏),0,50,0,3,0,0,2,0,0,0,0,2,0,0
김정재(金汀才),황희(黃熙),0,50,0,3,0,0,3,0,0,0,0,0,0,0
김정호(金禎鎬),김종민(金鐘民),0,66,101,3,0,5,23,0,1,0,5,25,7,0
김정호(金禎鎬),김주영(金周暎),3,68,215,5,0,6,63,1,2,1,5,64,15,0
김정호(金禎鎬),김진표(金振杓),3,29,67,2,0,4,11,1,0,0,0,30,4,0
김정호(金禎鎬),김철민(金哲玟),6,65,231,5,0,4,30,0,2,0,4,76,24,0
김정호(金禎鎬),김태년(金太年),1,65,73,3,0,4,15,0,1,0,4,26,5,0
김정호(金禎鎬),김태호(金台鎬),0,40,3,3,0,0,2,0,0,0,0,1,1,0
김정호(金禎鎬),김학용(金學容),0,25,1,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),김한규(金翰奎),0,39,39,3,0,1,27,0,2,0,6,5,0,0
김정호(金禎鎬),김한정(金漢正),0,63,42,4,0,4,20,0,1,0,5,14,6,0
김정호(金禎鎬),김형동(金亨東),0,49,8,3,0,0,3,0,0,0,0,3,0,0
김정호(金禎鎬),김홍걸(金弘傑),3,22,202,5,1,1,37,0,2,0,4,49,5,0
김정호(金禎鎬),김회재(金會在),1,64,123,3,0,4,22,0,1,0,5,38,12,0
김정호(金禎鎬),김희곤(金熙坤),0,49,4,3,0,0,1,0,1,0,0,1,0,0
김정호(金禎鎬),김희국(金熙國),0,49,0,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),남인순(南仁順),0,65,117,3,0,5,25,0,1,0,4,30,8,0
김정호(金禎鎬),노용호(魯容昊),0,25,1,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),노웅래(盧雄來),2,65,133,3,0,6,20,0,1,1,5,29,10,0
김정호(金禎鎬),도종환(都鍾煥),0,65,117,5,0,5,23,0,1,0,5,36,15,0
김정호(金禎鎬),류성걸(柳性杰),0,49,0,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),류호정(柳好貞),0,12,65,1,0,1,17,0,1,0,1,9,2,0
김정호(金禎鎬),맹성규(孟聖奎),2,65,72,3,0,5,23,0,1,0,5,33,13,0
김정호(金禎鎬),문정복(文貞福),0,64,108,3,0,5,25,0,1,0,5,28,7,0
김정호(金禎鎬),문진석(文振碩),1,66,134,7,0,4,29,0,2,0,4,53,11,0
김정호(金禎鎬),민병덕(閔炳德),1,64,218,3,0,5,65,0,1,0,4,38,5,0
김정호(金禎鎬),민형배(閔馨培),6,42,314,6,1,0,55,1,1,0,4,88,19,0
김정호(金禎鎬),민홍철(閔洪喆),0,64,142,4,0,4,32,1,1,0,5,32,8,0
김정호(金禎鎬),박광온(朴洸瑥),1,65,87,3,0,4,11,0,1,1,5,29,4,0
김정호(金禎鎬),박대수(朴大壽),0,50,7,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),박대출(朴大出),0,49,2,3,0,0,1,0,0,0,0,1,1,0
김정호(金禎鎬),박덕흠(朴德欽),0,35,2,3,0,0,2,0,0,0,0,2,0,0
김정호(金禎鎬),박범계(朴範界),0,63,18,3,0,5,10,0,1,0,4,10,3,0
김정호(金禎鎬),박병석(朴炳錫),0,38,5,3,1,0,4,0,1,0,5,3,0,0
김정호(金禎鎬),박상혁(朴商赫),7,65,343,8,0,5,84,1,2,0,5,65,16,0
김정호(金禎鎬),박성민(朴聖敏),0,49,8,3,0,0,2,0,0,0,0,3,2,0
김정호(金禎鎬),박성준(朴省俊),1,64,135,5,1,4,27,1,1,0,4,44,9,0
김정호(金禎鎬),박성중(朴成重),0,49,0,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),박수영(朴洙瑩),0,49,11,3,0,0,2,0,0,0,0,0,2,0
김정호(金禎鎬),박영순(朴英淳),0,66,89,4,0,4,38,0,1,0,5,37,9,0
김정호(金禎鎬),박완주(朴完柱),0,30,56,0,0,4,11,0,1,0,2,20,4,0
김정호(金禎鎬),박용진(朴用鎭),0,63,99,3,0,5,19,0,1,0,4,30,6,0
김정호(金禎鎬),박재호(朴在昊),3,64,159,5,0,4,48,1,1,0,4,75,18,0
김정호(金禎鎬),박정(朴釘),1,63,199,7,1,6,32,0,4,0,5,66,15,0
김정호(金禎鎬),박정하(朴正河),0,25,0,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),박주민(朴柱民),0,64,77,3,1,5,30,0,1,0,4,18,3,0
김정호(金禎鎬),박진(朴振),0,49,1,3,0,0,2,0,0,0,0,1,2,0
김정호(金禎鎬),박찬대(朴贊大),0,66,122,3,0,4,19,0,1,0,4,39,10,0
김정호(金禎鎬),박형수(朴亨修),0,49,0,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),박홍근(朴洪根),4,65,146,6,1,4,23,0,2,0,6,63,11,0
김정호(金禎鎬),배준영(裵俊英),0,49,9,3,0,0,1,0,0,0,0,2,0,0
김정호(金禎鎬),배진교(裵晋敎),0,9,55,2,0,1,11,0,1,0,1,16,3,0
김정호(金禎鎬),배현진(裵賢鎭),0,49,0,3,0,0,2,0,0,0,0,0,1,0
김정호(金禎鎬),백종헌(白宗憲),0,49,0,3,0,0,1,0,0,0,0,1,0,0
김정호(金禎鎬),백혜련(白惠蓮),0,63,85,4,0,5,18,0,1,0,4,35,7,0
김정호(金禎鎬),변재일(卞在一),0,63,55,3,0,4,13,0,1,0,4,20,3,0
김정호(金禎鎬),서동용(徐東榕),5,63,228,4,0,4,33,3,2,0,5,64,16,0
김정호(金禎鎬),서범수(徐範洙),0,49,1,3,0,0,2,0,0,0,0,1,1,0
김정호(金禎鎬),서병수(徐秉洙),0,49,0,3,0,0,1,0,0,0,0,1,1,0
김정호(金禎鎬),서삼석(徐參錫),0,65,166,5,0,4,19,0,2,0,4,66,22,0
김정호(金禎鎬),서영교(徐瑛敎),0,65,174,4,1,5,42,0,1,0,4,37,10,0
김정호(金禎鎬),서영석(徐暎錫),1,65,124,5,0,6,24,0,1,0,4,35,11,0
김정호(金禎鎬),서일준(徐一俊),0,49,7,3,0,0,3,0,0,0,0,2,0,0
김정호(金禎鎬),서정숙(徐正淑),0,49,1,3,0,0,3,0,0,0,0,0,0,0
김정호(金禎鎬),설훈(薛勳),0,64,58,4,0,4,15,0,2,0,6,20,4,0
김정호(金禎鎬),성일종(成一鍾),0,49,2,3,0,0,3,0,0,0,0,1,0,0
김정호(金禎鎬),소병철(蘇秉哲),0,64,91,3,0,4,33,0,1,0,5,30,9,0
김정호(金禎鎬),소병훈(蘇秉勳),0,65,116,5,0,4,28,0,1,0,5,39,16,0
김정호(金禎鎬),송갑석(宋甲錫),1,64,187,5,0,4,30,0,3,0,5,57,14,0
김정호(金禎鎬),송기헌(宋基憲),1,64,66,3,0,4,23,0,1,0,5,25,5,0
김정호(金禎鎬),송석준(宋錫俊),0,49,4,3,0,0,1,0,0,0,0,2,0,0
김정호(金禎鎬),송언석(宋彦錫),0,45,2,3,0,0,1,0,0,0,0,0,2,0
김정호(金禎鎬),송옥주(宋玉珠),3,63,158,4,0,5,37,1,1,1,5,49,12,0
김정호(金禎鎬),송재호(宋在祜),0,64,132,6,0,4,40,0,1,0,5,42,8,0
김정호(金禎鎬),신동근(申東根),1,63,103,4,0,4,20,2,1,0,4,48,16,0
김정호(金禎鎬),신영대(申榮大),0,64,125,3,0,4,19,1,1,0,5,33,13,0
김정호(金禎鎬),신원식(申源湜),0,49,1,3,0,0,8,0,0,0,0,0,0,0
김정호(金禎鎬),신정훈(辛正勳),15,66,327,12,0,4,59,1,3,0,6,109,28,0
김정호(金禎鎬),신현영(申賢榮),4,64,81,3,0,5,18,0,2,0,6,40,7,0
김정호(金禎鎬),심상정(沈相奵),1,9,50,1,0,1,12,0,1,0,1,9,0,0
김정호(金禎鎬),안규백(安圭伯),5,64,73,3,0,5,36,1,1,0,5,39,10,0
김정호(金禎鎬),안민석(安敏錫),0,64,123,4,1,5,15,0,1,0,5,36,12,0
김정호(金禎鎬),안병길(安炳吉),0,49,3,3,0,0,1,0,0,0,0,1,0,0
김정호(金禎鎬),안철수(安哲秀),0,25,0,3,0,0,2,0,0,0,0,0,0,0
김정호(金禎鎬),안호영(安浩永),0,64,128,4,0,5,33,0,1,0,5,30,11,0
김정호(金禎鎬),양경숙(梁敬淑),3,66,172,7,0,5,39,1,1,0,6,43,3,0
김정호(金禎鎬),양금희(梁琴喜),0,49,0,3,0,0,3,0,0,0,0,1,0,0
김정호(金禎鎬),양기대(梁基大),0,64,78,4,1,4,25,0,2,0,4,31,4,0
김정호(金禎鎬),양이원영(梁李媛瑛),0,61,141,4,0,6,45,0,1,0,6,43,16,0
김정호(金禎鎬),양정숙(梁貞淑),6,6,249,2,1,1,35,0,1,0,2,60,18,0
김정호(金禎鎬),양향자(梁香子),0,22,96,3,0,0,9,0,1,0,0,36,6,0
김정호(金禎鎬),어기구(魚基龜),3,64,202,9,0,4,42,1,3,0,5,60,16,0
김정호(金禎鎬),엄태영(嚴泰永),0,49,2,3,0,0,2,0,0,0,0,1,0,0
김정호(金禎鎬),오기형(吳奇炯),0,63,26,3,0,4,12,0,2,0,5,19,3,0
김정호(金禎鎬),오영환(吳永煥),5,65,303,5,0,4,71,0,1,0,5,82,22,0
김정호(金禎鎬),용혜인(龍慧仁),3,8,101,0,0,1,10,0,1,0,3,17,3,0
김정호(金禎鎬),우상호(禹相虎),0,62,32,3,1,4,9,0,1,0,5,15,3,0
김정호(金禎鎬),우원식(禹元植),0,64,115,5,1,4,34,0,1,0,6,45,6,0
김정호(金禎鎬),위성곤(魏聖坤),4,64,253,6,1,4,45,0,2,0,5,68,15,0
김정호(金禎鎬),유경준(兪京濬),0,49,0,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),유기홍(柳基洪),0,63,78,4,1,4,15,0,2,0,5,27,7,0
김정호(金禎鎬),유동수(柳東秀),0,64,81,3,0,4,24,0,1,0,4,40,8,0
김정호(金禎鎬),유상범(劉相凡),0,49,0,3,0,0,1,0,0,0,0,0,1,0
김정호(金禎鎬),유의동(兪義東),0,49,1,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),유정주(兪訂炷),0,65,227,4,0,5,40,0,1,0,5,63,16,0
김정호(金禎鎬),윤건영(尹建永),3,63,97,3,0,4,25,0,1,1,5,35,8,0
김정호(金禎鎬),윤관석(尹官石),0,51,113,0,1,4,17,0,3,0,3,48,8,0
김정호(金禎鎬),윤두현(尹斗鉉),0,49,2,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),윤미향(尹美香),0,27,144,0,0,1,27,0,1,0,2,28,10,0
김정호(金禎鎬),윤상현(尹相現),0,29,5,3,0,0,2,0,0,0,0,3,0,0
김정호(金禎鎬),윤영덕(尹永德),0,65,183,6,0,5,42,0,2,0,5,38,11,0
김정호(金禎鎬),윤영석(尹永碩),0,49,4,3,0,0,2,0,0,0,0,2,1,0
김정호(金禎鎬),윤영찬(尹永燦),0,63,70,3,1,4,19,0,1,0,4,24,7,0
김정호(金禎鎬),윤재갑(尹才鉀),2,64,212,5,0,4,28,0,1,0,5,76,16,0
김정호(金禎鎬),윤재옥(尹在玉),0,49,0,3,0,0,1,0,0,0,0,0,0,0
김정호(金禎鎬),윤주경(尹柱卿),0,49,1,3,0,0,2,0,0,0,0,1,0,0
김정호(金禎鎬),윤준병(尹準炳),9,64,305,4,0,5,47,0,1,1,5,74,19,0
김정호(金禎鎬),윤창현(尹暢賢),0,49,2,3,0,0,2,0,0,0,0,0,0,0
김정호(金禎鎬),윤한홍(尹漢洪),0,49,1,3,0,0,1,0,0,0,0,1,1,0
김정호(金禎鎬),윤호중(尹昊重),0,65,55,3,1,4,13,0,1,0,6,13,3,0
김정호(金禎鎬),윤후덕(尹厚德),8,64,281,7,0,5,47,4,4,0,5,97,22,0
김정호(金禎鎬),이개호(李介昊),3,65,156,4,0,5,29,0,3,0,5,37,10,0
김정호(金禎鎬),이달곤(李達坤),0,50,5,3,0,0,2,0,0,0,0,2,1,0
김정호(金禎鎬),이동주(李東洲),2,65,289,4,0,5,79,0,2,0,6,64,21,0
김정호(金禎鎬),이만희(李晩熙),0,49,0,3,0,0,1,0,0,0,0,0,1,0
김정호(金禎鎬),이명수(李明洙),0,49,18,3,0,0,2,0,0,0,0,1,1,0
김정호(金禎鎬),이병훈(李炳勳),3,64,229,4,1,5,34,2,2,0,4,67,16,0
김정호(金禎鎬),이상민(李相珉),0,62,34,3,1,4,10,0,1,0,5,11,3,0
